Scenario,State,Energy,Type,Year,Capacity
EV,OR,Offshore Wind,WIND,2044,0
EV,OR,Offshore Wind,WIND,2046,0
EV,OR,Offshore Wind,WIND,2048,0
EV,OR,Offshore Wind,WIND,2050,0
EV,OR,CSP,SOLAR,2020,0
EV,OR,CSP,SOLAR,2022,0
EV,OR,CSP,SOLAR,2024,0
EV,OR,CSP,SOLAR,2026,0
EV,OR,CSP,SOLAR,2028,0
EV,OR,CSP,SOLAR,2030,0
EV,OR,CSP,SOLAR,2032,0
EV,OR,CSP,SOLAR,2034,0
EV,OR,CSP,SOLAR,2036,0
EV,OR,CSP,SOLAR,2038,0
EV,OR,CSP,SOLAR,2040,0
EV,OR,CSP,SOLAR,2042,0
EV,OR,CSP,SOLAR,2044,0
EV,OR,CSP,SOLAR,2046,0
EV,OR,CSP,SOLAR,2048,0
EV,OR,CSP,SOLAR,2050,0
EV,OR,Utility PV,SOLAR,2020,0.349164542493
EV,OR,Utility PV,SOLAR,2022,0.35260475432599997
EV,OR,Utility PV,SOLAR,2024,0.35260475432599997
EV,OR,Utility PV,SOLAR,2026,0.35260475432599997
EV,OR,Utility PV,SOLAR,2028,0.35260475432599997
EV,OR,Utility PV,SOLAR,2030,0.35260475432599997
EV,OR,Utility PV,SOLAR,2032,0.35260475432599997
EV,OR,Utility PV,SOLAR,2034,0.35260475432599997
EV,OR,Utility PV,SOLAR,2036,0.35260475432599997
EV,OR,Utility PV,SOLAR,2038,0.35260475432599997
EV,OR,Utility PV,SOLAR,2040,0.35260475432599997
EV,OR,Utility PV,SOLAR,2042,0.341904754326
EV,OR,Utility PV,SOLAR,2044,0.338597754326
EV,OR,Utility PV,SOLAR,2046,0.252458754326
EV,OR,Utility PV,SOLAR,2048,0.049260835026000004
EV,OR,Utility PV,SOLAR,2050,0.06697021183299999
EV,OR,Rooftop PV,SOLAR,2020,0.1920990909090906
EV,OR,Rooftop PV,SOLAR,2022,0.22257545454545474
EV,OR,Rooftop PV,SOLAR,2024,0.25416090909090905
EV,OR,Rooftop PV,SOLAR,2026,0.3111290909090912
EV,OR,Rooftop PV,SOLAR,2028,0.38752090909090964
EV,OR,Rooftop PV,SOLAR,2030,0.47795636363636385
EV,OR,Rooftop PV,SOLAR,2032,0.586596363636364
EV,OR,Rooftop PV,SOLAR,2034,0.7059145454545462
EV,OR,Rooftop PV,SOLAR,2036,0.8276563636363632
EV,OR,Rooftop PV,SOLAR,2038,0.858111818181818
EV,OR,Rooftop PV,SOLAR,2040,0.887975454545454
EV,OR,Rooftop PV,SOLAR,2042,0.9143836363636354
EV,OR,Rooftop PV,SOLAR,2044,0.9383054545454554
EV,OR,Rooftop PV,SOLAR,2046,0.9600209090909092
EV,OR,Rooftop PV,SOLAR,2048,0.9789409090909094
EV,OR,Rooftop PV,SOLAR,2050,0.9969654545454539
EV,OR,Storage,BATT,2020,0.00625
EV,OR,Storage,BATT,2022,0.00625
EV,OR,Storage,BATT,2024,0.00625
EV,OR,Storage,BATT,2026,0.00625
EV,OR,Storage,BATT,2028,0.00625
EV,OR,Storage,BATT,2030,0.0025
EV,OR,Storage,BATT,2032,0.019057106622603646
EV,OR,Storage,BATT,2034,0.0675608961536882
EV,OR,Storage,BATT,2036,0.10061040298058439
EV,OR,Storage,BATT,2038,0.10061040298058439
EV,OR,Storage,BATT,2040,0.14827780188273793
EV,OR,Storage,BATT,2042,0.14827780188273793
EV,OR,Storage,BATT,2044,0.14827780188273793
EV,OR,Storage,BATT,2046,0.6648287103916339
EV,OR,Storage,BATT,2048,1.122053135748327
EV,OR,Storage,BATT,2050,2.157886323310818
EV,NV,Land-based Wind,WIND,2020,0.15
EV,NV,Land-based Wind,WIND,2022,0.15
EV,NV,Land-based Wind,WIND,2024,0.15
EV,NV,Land-based Wind,WIND,2026,0.36721780000000004
EV,NV,Land-based Wind,WIND,2028,0.863892785125467
EV,NV,Land-based Wind,WIND,2030,1.8198478000000002
EV,NV,Land-based Wind,WIND,2032,1.8720828694087062
EV,NV,Land-based Wind,WIND,2034,2.056397863922788
EV,NV,Land-based Wind,WIND,2036,2.249636766026689
EV,NV,Land-based Wind,WIND,2038,2.4979394000000004
EV,NV,Land-based Wind,WIND,2040,2.7477799
EV,NV,Land-based Wind,WIND,2042,2.5977799
EV,NV,Land-based Wind,WIND,2044,2.7353180000000004
EV,NV,Land-based Wind,WIND,2046,2.7353180000000004
EV,NV,Land-based Wind,WIND,2048,2.7353180000000004
EV,NV,Land-based Wind,WIND,2050,2.7353180000000004
EV,NV,Offshore Wind,WIND,2020,0
EV,NV,Offshore Wind,WIND,2022,0
EV,NV,Offshore Wind,WIND,2024,0
EV,NV,Offshore Wind,WIND,2026,0
EV,NV,Offshore Wind,WIND,2028,0
EV,NV,Offshore Wind,WIND,2030,0
EV,NV,Offshore Wind,WIND,2032,0
EV,NV,Offshore Wind,WIND,2034,0
EV,NV,Offshore Wind,WIND,2036,0
EV,NV,Offshore Wind,WIND,2038,0
EV,NV,Offshore Wind,WIND,2040,0
EV,NV,Offshore Wind,WIND,2042,0
EV,NV,Offshore Wind,WIND,2044,0
EV,NV,Offshore Wind,WIND,2046,0
EV,NV,Offshore Wind,WIND,2048,0
EV,NV,Offshore Wind,WIND,2050,0
EV,NV,CSP,SOLAR,2020,0.11
EV,NV,CSP,SOLAR,2022,0.11
EV,NV,CSP,SOLAR,2024,0.11
EV,NV,CSP,SOLAR,2026,0.11
EV,NV,CSP,SOLAR,2028,0.11
EV,NV,CSP,SOLAR,2030,0.11
EV,NV,CSP,SOLAR,2032,0.11
EV,NV,CSP,SOLAR,2034,0.11
EV,NV,CSP,SOLAR,2036,0.11
EV,NV,CSP,SOLAR,2038,0.11
EV,NV,CSP,SOLAR,2040,0.11
EV,NV,CSP,SOLAR,2042,0.11
EV,NV,CSP,SOLAR,2044,0.11
EV,NV,CSP,SOLAR,2046,0.0
EV,NV,CSP,SOLAR,2048,0.0
EV,NV,CSP,SOLAR,2050,0.0
EV,NV,Utility PV,SOLAR,2020,2.5243183270619998
EV,NV,Utility PV,SOLAR,2022,2.5490784376956603
EV,NV,Utility PV,SOLAR,2024,2.5490784376956603
EV,NV,Utility PV,SOLAR,2026,2.779343405456339
EV,NV,Utility PV,SOLAR,2028,3.4734635395882734
EV,NV,Utility PV,SOLAR,2030,3.795399702157353
EV,NV,Utility PV,SOLAR,2032,3.845886985615803
EV,NV,Utility PV,SOLAR,2034,3.845886985615803
EV,NV,Utility PV,SOLAR,2036,3.845886985615803
EV,NV,Utility PV,SOLAR,2038,3.8530095985996433
EV,NV,Utility PV,SOLAR,2040,3.8591577376810835
EV,NV,Utility PV,SOLAR,2042,4.3351025516431525
EV,NV,Utility PV,SOLAR,2044,4.429027859258323
EV,NV,Utility PV,SOLAR,2046,4.989847988455418
EV,NV,Utility PV,SOLAR,2048,5.273655249595718
EV,NV,Utility PV,SOLAR,2050,5.621152349676487
EV,NV,Rooftop PV,SOLAR,2020,0.34388272727272745
EV,NV,Rooftop PV,SOLAR,2022,0.34702999999999995
EV,NV,Rooftop PV,SOLAR,2024,0.3491054545454549
EV,NV,Rooftop PV,SOLAR,2026,0.35196272727272704
EV,NV,Rooftop PV,SOLAR,2028,0.35736727272727237
EV,NV,Rooftop PV,SOLAR,2030,0.3607463636363633
EV,NV,Rooftop PV,SOLAR,2032,0.37017090909090855
EV,NV,Rooftop PV,SOLAR,2034,0.37639090909090944
EV,NV,Rooftop PV,SOLAR,2036,0.3841672727272722
EV,NV,Rooftop PV,SOLAR,2038,0.3898209090909095
EV,NV,Rooftop PV,SOLAR,2040,0.39816000000000007
EV,NV,Rooftop PV,SOLAR,2042,0.4004372727272729
EV,NV,Rooftop PV,SOLAR,2044,0.4101927272727275
EV,NV,Rooftop PV,SOLAR,2046,0.42820000000000014
EV,NV,Rooftop PV,SOLAR,2048,0.4367790909090908
EV,NV,Rooftop PV,SOLAR,2050,0.4437618181818185
EV,NV,Storage,BATT,2020,0.02
EV,NV,Storage,BATT,2022,0.02
EV,NV,Storage,BATT,2024,0.02
EV,NV,Storage,BATT,2026,0.0205510931108156
EV,NV,Storage,BATT,2028,0.036750851882698596
EV,NV,Storage,BATT,2030,0.036750851882698596
EV,NV,Storage,BATT,2032,0.2112907769721346
EV,NV,Storage,BATT,2034,0.2289266182837357
EV,NV,Storage,BATT,2036,0.2202577285895689
EV,NV,Storage,BATT,2038,0.23745029914987742
EV,NV,Storage,BATT,2040,0.3159744686765974
EV,NV,Storage,BATT,2042,0.5680958619449458
EV,NV,Storage,BATT,2044,0.5743348111559559
EV,NV,Storage,BATT,2046,0.8885419321780209
EV,NV,Storage,BATT,2048,0.9021116061081376
EV,NV,Storage,BATT,2050,1.0895202645176234
EV,ID,Land-based Wind,WIND,2020,1.0540002
EV,ID,Land-based Wind,WIND,2022,1.0540002
EV,ID,Land-based Wind,WIND,2024,1.0540002
EV,ID,Land-based Wind,WIND,2026,1.0540002
EV,ID,Land-based Wind,WIND,2028,1.0540002
EV,ID,Land-based Wind,WIND,2030,1.0583377
EV,ID,Land-based Wind,WIND,2032,1.0584106
EV,ID,Land-based Wind,WIND,2034,1.4397251999999998
EV,ID,Land-based Wind,WIND,2036,1.3777401500000002
EV,ID,Land-based Wind,WIND,2038,1.5536285076656888
EV,ID,Land-based Wind,WIND,2040,1.5876384000000001
EV,ID,Land-based Wind,WIND,2042,1.7662953999999997
EV,ID,Land-based Wind,WIND,2044,2.1667776999999995
EV,ID,Land-based Wind,WIND,2046,2.1667776999999995
EV,ID,Land-based Wind,WIND,2048,2.545384721714725
EV,ID,Land-based Wind,WIND,2050,3.2091295763855294
EV,ID,Offshore Wind,WIND,2020,0
EV,ID,Offshore Wind,WIND,2022,0
EV,ID,Offshore Wind,WIND,2024,0
EV,ID,Offshore Wind,WIND,2026,0
EV,ID,Offshore Wind,WIND,2028,0
EV,ID,Offshore Wind,WIND,2030,0
EV,ID,Offshore Wind,WIND,2032,0
EV,ID,Offshore Wind,WIND,2034,0
EV,ID,Offshore Wind,WIND,2036,0
EV,ID,Offshore Wind,WIND,2038,0
EV,ID,Offshore Wind,WIND,2040,0
EV,ID,Offshore Wind,WIND,2042,0
EV,ID,Offshore Wind,WIND,2044,0
EV,ID,Offshore Wind,WIND,2046,0
EV,ID,Offshore Wind,WIND,2048,0
EV,ID,Offshore Wind,WIND,2050,0
EV,ID,CSP,SOLAR,2020,0
EV,ID,CSP,SOLAR,2022,0
EV,ID,CSP,SOLAR,2024,0
EV,ID,CSP,SOLAR,2026,0
EV,ID,CSP,SOLAR,2028,0
EV,ID,CSP,SOLAR,2030,0
EV,ID,CSP,SOLAR,2032,0
EV,ID,CSP,SOLAR,2034,0
EV,ID,CSP,SOLAR,2036,0
EV,ID,CSP,SOLAR,2038,0
EV,ID,CSP,SOLAR,2040,0
EV,ID,CSP,SOLAR,2042,0
EV,ID,CSP,SOLAR,2044,0
EV,ID,CSP,SOLAR,2046,0
EV,ID,CSP,SOLAR,2048,0
EV,ID,CSP,SOLAR,2050,0
EV,ID,Utility PV,SOLAR,2020,0.3436
EV,ID,Utility PV,SOLAR,2022,0.34698788
EV,ID,Utility PV,SOLAR,2024,0.34698788
EV,ID,Utility PV,SOLAR,2026,0.34698788
EV,ID,Utility PV,SOLAR,2028,0.500736051920377
EV,ID,Utility PV,SOLAR,2030,0.500736051920377
EV,ID,Utility PV,SOLAR,2032,0.500736051920377
EV,ID,Utility PV,SOLAR,2034,0.500736051920377
EV,ID,Utility PV,SOLAR,2036,0.500736051920377
EV,ID,Utility PV,SOLAR,2038,0.500736051920377
EV,ID,Utility PV,SOLAR,2040,0.500736051920377
EV,ID,Utility PV,SOLAR,2042,0.500736051920377
EV,ID,Utility PV,SOLAR,2044,0.500736051920377
EV,ID,Utility PV,SOLAR,2046,0.380736051920377
EV,ID,Utility PV,SOLAR,2048,0.37953605192037704
EV,ID,Utility PV,SOLAR,2050,3.5903573487082805
EV,ID,Rooftop PV,SOLAR,2020,0.050984545454545484
EV,ID,Rooftop PV,SOLAR,2022,0.07764727272727279
EV,ID,Rooftop PV,SOLAR,2024,0.11192636363636359
EV,ID,Rooftop PV,SOLAR,2026,0.1276818181818182
EV,ID,Rooftop PV,SOLAR,2028,0.1481472727272728
EV,ID,Rooftop PV,SOLAR,2030,0.1658472727272727
EV,ID,Rooftop PV,SOLAR,2032,0.18725545454545442
EV,ID,Rooftop PV,SOLAR,2034,0.20270909090909078
EV,ID,Rooftop PV,SOLAR,2036,0.21404181818181828
EV,ID,Rooftop PV,SOLAR,2038,0.22648181818181773
EV,ID,Rooftop PV,SOLAR,2040,0.23874818181818222
EV,ID,Rooftop PV,SOLAR,2042,0.24391999999999991
EV,ID,Rooftop PV,SOLAR,2044,0.2498518181818181
EV,ID,Rooftop PV,SOLAR,2046,0.253262727272727
EV,ID,Rooftop PV,SOLAR,2048,0.2570781818181816
EV,ID,Rooftop PV,SOLAR,2050,0.26252272727272713
EV,ID,Storage,BATT,2020,0.0
EV,ID,Storage,BATT,2022,0.0
EV,ID,Storage,BATT,2024,0.0
EV,ID,Storage,BATT,2026,0.0
EV,ID,Storage,BATT,2028,0.0
EV,ID,Storage,BATT,2030,0.0
EV,ID,Storage,BATT,2032,0.0017997291241121298
EV,ID,Storage,BATT,2034,0.043308992918412025
EV,ID,Storage,BATT,2036,0.04644729680009825
EV,ID,Storage,BATT,2038,0.07237255381976945
EV,ID,Storage,BATT,2040,0.11037885298135952
EV,ID,Storage,BATT,2042,0.1978828386880294
EV,ID,Storage,BATT,2044,0.23377025094475237
EV,ID,Storage,BATT,2046,0.23416109329404858
EV,ID,Storage,BATT,2048,0.23236136416993722
EV,ID,Storage,BATT,2050,0.7925171176168094
BAT,CA,Land-based Wind,WIND,2020,5.5455001
BAT,CA,Land-based Wind,WIND,2022,5.545821150000001
BAT,CA,Land-based Wind,WIND,2024,5.817391399999999
BAT,CA,Land-based Wind,WIND,2026,6.360579650000001
BAT,CA,Land-based Wind,WIND,2028,8.542555299999998
BAT,CA,Land-based Wind,WIND,2030,10.65435694574632
BAT,CA,Land-based Wind,WIND,2032,10.65435694574632
BAT,CA,Land-based Wind,WIND,2034,11.188752310941315
BAT,CA,Land-based Wind,WIND,2036,11.456307989057969
BAT,CA,Land-based Wind,WIND,2038,14.34188231
BAT,CA,Land-based Wind,WIND,2040,15.28198451
BAT,CA,Land-based Wind,WIND,2042,14.85265111
BAT,CA,Land-based Wind,WIND,2044,16.10347851066137
BAT,CA,Land-based Wind,WIND,2046,18.697735518426462
BAT,CA,Land-based Wind,WIND,2048,18.395735518426466
BAT,CA,Land-based Wind,WIND,2050,18.589260518426464
BAT,CA,Offshore Wind,WIND,2020,0.0
BAT,CA,Offshore Wind,WIND,2022,0.0
BAT,CA,Offshore Wind,WIND,2024,0.0
BAT,CA,Offshore Wind,WIND,2026,0.0
BAT,CA,Offshore Wind,WIND,2028,0.0
BAT,CA,Offshore Wind,WIND,2030,0.0
BAT,CA,Offshore Wind,WIND,2032,0.0
BAT,CA,Offshore Wind,WIND,2034,0.0
BAT,CA,Offshore Wind,WIND,2036,0.0
BAT,CA,Offshore Wind,WIND,2038,0.0
BAT,CA,Offshore Wind,WIND,2040,0.22319999999999998
BAT,CA,Offshore Wind,WIND,2042,0.6696
BAT,CA,Offshore Wind,WIND,2044,2.5776
BAT,CA,Offshore Wind,WIND,2046,4.77
BAT,CA,Offshore Wind,WIND,2048,5.6485010375062
BAT,CA,Offshore Wind,WIND,2050,5.944239239210022
BAT,CA,CSP,SOLAR,2020,0.0
BAT,CA,CSP,SOLAR,2022,0.0
BAT,CA,CSP,SOLAR,2024,0.0
BAT,CA,CSP,SOLAR,2026,0.0
BAT,CA,CSP,SOLAR,2028,0.0
BAT,CA,CSP,SOLAR,2030,0.841145028967719
BAT,CA,CSP,SOLAR,2032,1.59423790282007
BAT,CA,CSP,SOLAR,2034,2.07141394532873
BAT,CA,CSP,SOLAR,2036,2.07141394532873
BAT,CA,CSP,SOLAR,2038,2.07141394532873
BAT,CA,CSP,SOLAR,2040,2.3387606864601285
BAT,CA,CSP,SOLAR,2042,4.200689604507445
BAT,CA,CSP,SOLAR,2044,4.200689604507445
BAT,CA,CSP,SOLAR,2046,4.200689604507445
BAT,CA,CSP,SOLAR,2048,4.200689604507445
BAT,CA,CSP,SOLAR,2050,4.200689604507445
BAT,CA,Utility PV,SOLAR,2020,13.348714732795996
BAT,CA,Utility PV,SOLAR,2022,13.479333428628115
BAT,CA,Utility PV,SOLAR,2024,19.484122623425012
BAT,CA,Utility PV,SOLAR,2026,27.032361805378518
BAT,CA,Utility PV,SOLAR,2028,29.958460189547974
BAT,CA,Utility PV,SOLAR,2030,31.072466244579626
BAT,CA,Utility PV,SOLAR,2032,31.072466244579626
BAT,CA,Utility PV,SOLAR,2034,32.870459814287265
BAT,CA,Utility PV,SOLAR,2036,39.84011999286613
BAT,CA,Utility PV,SOLAR,2038,43.93687530036789
BAT,CA,Utility PV,SOLAR,2040,49.9414020570951
BAT,CA,Utility PV,SOLAR,2042,52.09226221813138
BAT,CA,Utility PV,SOLAR,2044,55.56116777408042
BAT,CA,Utility PV,SOLAR,2046,55.40565325527782
BAT,CA,Utility PV,SOLAR,2048,55.143924480628534
BAT,CA,Utility PV,SOLAR,2050,56.917455159332704
BAT,CA,Rooftop PV,SOLAR,2020,10.432611818181813
BAT,CA,Rooftop PV,SOLAR,2022,10.652985454545451
BAT,CA,Rooftop PV,SOLAR,2024,10.83698636363636
BAT,CA,Rooftop PV,SOLAR,2026,11.090500000000004
BAT,CA,Rooftop PV,SOLAR,2028,11.46408818181818
BAT,CA,Rooftop PV,SOLAR,2030,11.89682272727273
BAT,CA,Rooftop PV,SOLAR,2032,12.253229999999997
BAT,CA,Rooftop PV,SOLAR,2034,12.526192727272731
BAT,CA,Rooftop PV,SOLAR,2036,12.795707272727276
BAT,CA,Rooftop PV,SOLAR,2038,13.021151818181814
BAT,CA,Rooftop PV,SOLAR,2040,13.285533636363642
BAT,CA,Rooftop PV,SOLAR,2042,13.55027818181818
BAT,CA,Rooftop PV,SOLAR,2044,13.815309090909082
BAT,CA,Rooftop PV,SOLAR,2046,13.974125454545447
BAT,CA,Rooftop PV,SOLAR,2048,13.98457909090909
BAT,CA,Rooftop PV,SOLAR,2050,14.056766363636365
BAT,CA,Storage,BATT,2020,4.574066666599999
BAT,CA,Storage,BATT,2022,4.9732333334
BAT,CA,Storage,BATT,2024,5.414899999999999
BAT,CA,Storage,BATT,2026,5.43672119168407
BAT,CA,Storage,BATT,2028,6.823271304187025
BAT,CA,Storage,BATT,2030,6.821271304187024
BAT,CA,Storage,BATT,2032,10.33255273140786
BAT,CA,Storage,BATT,2034,12.386526961377793
BAT,CA,Storage,BATT,2036,16.474452370988118
BAT,CA,Storage,BATT,2038,19.27429442938319
BAT,CA,Storage,BATT,2040,22.73563888438165
BAT,CA,Storage,BATT,2042,22.713817692697578
BAT,CA,Storage,BATT,2044,27.38111755614727
BAT,CA,Storage,BATT,2046,27.37511755614727
BAT,CA,Storage,BATT,2048,23.760836128926503
BAT,CA,Storage,BATT,2050,32.157551786566614
BAT,WA,Land-based Wind,WIND,2020,3.3774003
BAT,WA,Land-based Wind,WIND,2022,3.3774003
BAT,WA,Land-based Wind,WIND,2024,3.3774003
BAT,WA,Land-based Wind,WIND,2026,3.3774003
BAT,WA,Land-based Wind,WIND,2028,3.3774003
BAT,WA,Land-based Wind,WIND,2030,4.4562209
BAT,WA,Land-based Wind,WIND,2032,5.20009462099241
BAT,WA,Land-based Wind,WIND,2034,6.192799985702348
BAT,WA,Land-based Wind,WIND,2036,6.95772722672171
BAT,WA,Land-based Wind,WIND,2038,7.774995157219526
BAT,WA,Land-based Wind,WIND,2040,8.555944938103352
BAT,WA,Land-based Wind,WIND,2042,9.50345931875223
BAT,WA,Land-based Wind,WIND,2044,13.54114613790632
BAT,WA,Land-based Wind,WIND,2046,14.0788748
BAT,WA,Land-based Wind,WIND,2048,14.0788748
BAT,WA,Land-based Wind,WIND,2050,14.70646288230503
BAT,WA,Offshore Wind,WIND,2020,0
BAT,WA,Offshore Wind,WIND,2022,0
BAT,WA,Offshore Wind,WIND,2024,0
BAT,WA,Offshore Wind,WIND,2026,0
BAT,WA,Offshore Wind,WIND,2028,0
BAT,WA,Offshore Wind,WIND,2030,0
BAT,WA,Offshore Wind,WIND,2032,0
BAT,WA,Offshore Wind,WIND,2034,0
BAT,WA,Offshore Wind,WIND,2036,0
BAT,WA,Offshore Wind,WIND,2038,0
BAT,WA,Offshore Wind,WIND,2040,0
BAT,WA,Offshore Wind,WIND,2042,0
BAT,WA,Offshore Wind,WIND,2044,0
BAT,WA,Offshore Wind,WIND,2046,0
BAT,WA,Offshore Wind,WIND,2048,0
BAT,WA,Offshore Wind,WIND,2050,0
BAT,WA,CSP,SOLAR,2020,0
BAT,WA,CSP,SOLAR,2022,0
BAT,WA,CSP,SOLAR,2024,0
BAT,WA,CSP,SOLAR,2026,0
BAT,WA,CSP,SOLAR,2028,0
BAT,WA,CSP,SOLAR,2030,0
BAT,WA,CSP,SOLAR,2032,0
BAT,WA,CSP,SOLAR,2034,0
BAT,WA,CSP,SOLAR,2036,0
BAT,WA,CSP,SOLAR,2038,0
BAT,WA,CSP,SOLAR,2040,0
BAT,WA,CSP,SOLAR,2042,0
BAT,WA,CSP,SOLAR,2044,0
BAT,WA,CSP,SOLAR,2046,0
BAT,WA,CSP,SOLAR,2048,0
BAT,WA,CSP,SOLAR,2050,0
BAT,WA,Utility PV,SOLAR,2020,0.01991694297
BAT,WA,Utility PV,SOLAR,2022,0.020113936915100498
BAT,WA,Utility PV,SOLAR,2024,0.020113936915100498
BAT,WA,Utility PV,SOLAR,2026,0.020113936915100498
BAT,WA,Utility PV,SOLAR,2028,0.020113936915100498
BAT,WA,Utility PV,SOLAR,2030,4.76326470473953
BAT,WA,Utility PV,SOLAR,2032,4.76326470473953
BAT,WA,Utility PV,SOLAR,2034,4.76326470473953
BAT,WA,Utility PV,SOLAR,2036,4.76326470473953
BAT,WA,Utility PV,SOLAR,2038,4.76326470473953
BAT,WA,Utility PV,SOLAR,2040,4.7627647047395305
BAT,WA,Utility PV,SOLAR,2042,4.76275970473953
BAT,WA,Utility PV,SOLAR,2044,4.76275470473953
BAT,WA,Utility PV,SOLAR,2046,5.385502656746761
BAT,WA,Utility PV,SOLAR,2048,5.399305165046687
BAT,WA,Utility PV,SOLAR,2050,5.615256661387876
BAT,WA,Rooftop PV,SOLAR,2020,0.15356636363636372
BAT,WA,Rooftop PV,SOLAR,2022,0.16010909090909087
BAT,WA,Rooftop PV,SOLAR,2024,0.1644854545454545
BAT,WA,Rooftop PV,SOLAR,2026,0.18067363636363631
BAT,WA,Rooftop PV,SOLAR,2028,0.21644454545454506
BAT,WA,Rooftop PV,SOLAR,2030,0.3083445454545452
BAT,WA,Rooftop PV,SOLAR,2032,0.40704090909090873
BAT,WA,Rooftop PV,SOLAR,2034,0.45533636363636326
BAT,WA,Rooftop PV,SOLAR,2036,0.4993963636363631
BAT,WA,Rooftop PV,SOLAR,2038,0.5270945454545444
BAT,WA,Rooftop PV,SOLAR,2040,0.5684054545454548
BAT,WA,Rooftop PV,SOLAR,2042,0.5831463636363636
BAT,WA,Rooftop PV,SOLAR,2044,0.628385454545455
BAT,WA,Rooftop PV,SOLAR,2046,0.6387736363636359
BAT,WA,Rooftop PV,SOLAR,2048,0.6525927272727277
BAT,WA,Rooftop PV,SOLAR,2050,0.6910790909090903
BAT,WA,Storage,BATT,2020,0.32139999999999996
BAT,WA,Storage,BATT,2022,0.32139999999999996
BAT,WA,Storage,BATT,2024,0.32139999999999996
BAT,WA,Storage,BATT,2026,0.3437850265560606
BAT,WA,Storage,BATT,2028,0.3437850265560606
BAT,WA,Storage,BATT,2030,0.3425850265560606
BAT,WA,Storage,BATT,2032,0.448690959025815
BAT,WA,Storage,BATT,2034,0.602892145807998
BAT,WA,Storage,BATT,2036,0.6168238220395347
BAT,WA,Storage,BATT,2038,0.6168238220395347
BAT,WA,Storage,BATT,2040,0.6168238220395347
BAT,WA,Storage,BATT,2042,0.7027070509414147
BAT,WA,Storage,BATT,2044,1.3192989674753703
BAT,WA,Storage,BATT,2046,2.0957401977470758
BAT,WA,Storage,BATT,2048,1.985634265277326
BAT,WA,Storage,BATT,2050,2.1978948831675953
BAT,OR,Land-based Wind,WIND,2020,3.8294001000000004
BAT,OR,Land-based Wind,WIND,2022,3.8294001000000004
BAT,OR,Land-based Wind,WIND,2024,3.8294001000000004
BAT,OR,Land-based Wind,WIND,2026,3.8294001000000004
BAT,OR,Land-based Wind,WIND,2028,3.8044001000000005
BAT,OR,Land-based Wind,WIND,2030,3.907377459507367
BAT,OR,Land-based Wind,WIND,2032,3.9363120999999994
BAT,OR,Land-based Wind,WIND,2034,3.8953120999999995
BAT,OR,Land-based Wind,WIND,2036,3.7198120999999995
BAT,OR,Land-based Wind,WIND,2038,3.482454535091834
BAT,OR,Land-based Wind,WIND,2040,3.227486700246518
BAT,OR,Land-based Wind,WIND,2042,3.15372658186162
BAT,OR,Land-based Wind,WIND,2044,4.25623348460129
BAT,OR,Land-based Wind,WIND,2046,4.45947321
BAT,OR,Land-based Wind,WIND,2048,4.476855507889237
BAT,OR,Land-based Wind,WIND,2050,4.504735408783671
BAT,OR,Offshore Wind,WIND,2020,0
BAT,OR,Offshore Wind,WIND,2022,0
BAT,OR,Offshore Wind,WIND,2024,0
BAT,OR,Offshore Wind,WIND,2026,0
BAT,OR,Offshore Wind,WIND,2028,0
BAT,OR,Offshore Wind,WIND,2030,0
BAT,OR,Offshore Wind,WIND,2032,0
BAT,OR,Offshore Wind,WIND,2034,0
BAT,OR,Offshore Wind,WIND,2036,0
BAT,OR,Offshore Wind,WIND,2038,0
BAT,OR,Offshore Wind,WIND,2040,0
BAT,OR,Offshore Wind,WIND,2042,0
BAT,OR,Offshore Wind,WIND,2044,0
BAT,OR,Offshore Wind,WIND,2046,0
BAT,OR,Offshore Wind,WIND,2048,0
BAT,OR,Offshore Wind,WIND,2050,0
BAT,OR,CSP,SOLAR,2020,0
BAT,OR,CSP,SOLAR,2022,0
BAT,OR,CSP,SOLAR,2024,0
BAT,OR,CSP,SOLAR,2026,0
BAT,OR,CSP,SOLAR,2028,0
BAT,OR,CSP,SOLAR,2030,0
BAT,OR,CSP,SOLAR,2032,0
BAT,OR,CSP,SOLAR,2034,0
BAT,OR,CSP,SOLAR,2036,0
BAT,OR,CSP,SOLAR,2038,0
BAT,OR,CSP,SOLAR,2040,0
BAT,OR,CSP,SOLAR,2042,0
BAT,OR,CSP,SOLAR,2044,0
BAT,OR,CSP,SOLAR,2046,0
BAT,OR,CSP,SOLAR,2048,0
BAT,OR,CSP,SOLAR,2050,0
BAT,OR,Utility PV,SOLAR,2020,0.349164542493
BAT,OR,Utility PV,SOLAR,2022,0.35260475432599997
BAT,OR,Utility PV,SOLAR,2024,0.35260475432599997
BAT,OR,Utility PV,SOLAR,2026,0.35260475432599997
BAT,OR,Utility PV,SOLAR,2028,0.35260475432599997
BAT,OR,Utility PV,SOLAR,2030,0.35260475432599997
BAT,OR,Utility PV,SOLAR,2032,0.35260475432599997
BAT,OR,Utility PV,SOLAR,2034,0.35260475432599997
BAT,OR,Utility PV,SOLAR,2036,0.35260475432599997
BAT,OR,Utility PV,SOLAR,2038,0.35260475432599997
BAT,OR,Utility PV,SOLAR,2040,0.35260475432599997
BAT,OR,Utility PV,SOLAR,2042,0.341904754326
BAT,OR,Utility PV,SOLAR,2044,0.338597754326
BAT,OR,Utility PV,SOLAR,2046,0.252458754326
BAT,OR,Utility PV,SOLAR,2048,0.049260835026000004
