Scenario,State,Energy,Type,Year,Capacity
BAT,OR,Utility PV,SOLAR,2050,0.06697021183299999
BAT,OR,Rooftop PV,SOLAR,2020,0.19172727272727313
BAT,OR,Rooftop PV,SOLAR,2022,0.2209736363636362
BAT,OR,Rooftop PV,SOLAR,2024,0.2512590909090905
BAT,OR,Rooftop PV,SOLAR,2026,0.3068754545454548
BAT,OR,Rooftop PV,SOLAR,2028,0.3816890909090906
BAT,OR,Rooftop PV,SOLAR,2030,0.4712509090909095
BAT,OR,Rooftop PV,SOLAR,2032,0.5696990909090908
BAT,OR,Rooftop PV,SOLAR,2034,0.6780918181818184
BAT,OR,Rooftop PV,SOLAR,2036,0.7861181818181815
BAT,OR,Rooftop PV,SOLAR,2038,0.8960863636363626
BAT,OR,Rooftop PV,SOLAR,2040,0.9175618181818185
BAT,OR,Rooftop PV,SOLAR,2042,0.9359981818181808
BAT,OR,Rooftop PV,SOLAR,2044,0.9551918181818181
BAT,OR,Rooftop PV,SOLAR,2046,0.9714636363636363
BAT,OR,Rooftop PV,SOLAR,2048,0.9872763636363636
BAT,OR,Rooftop PV,SOLAR,2050,1.0153609090909088
BAT,OR,Storage,BATT,2020,0.00625
BAT,OR,Storage,BATT,2022,0.00625
BAT,OR,Storage,BATT,2024,0.00625
BAT,OR,Storage,BATT,2026,0.0861225422673833
BAT,OR,Storage,BATT,2028,0.10713265717353618
BAT,OR,Storage,BATT,2030,0.10213265717353617
BAT,OR,Storage,BATT,2032,0.1076800218749891
BAT,OR,Storage,BATT,2034,0.1076800218749891
BAT,OR,Storage,BATT,2036,0.1064300218749891
BAT,OR,Storage,BATT,2038,0.112805138211928
BAT,OR,Storage,BATT,2040,0.112805138211928
BAT,OR,Storage,BATT,2042,0.3341783164398735
BAT,OR,Storage,BATT,2044,0.4645076152272382
BAT,OR,Storage,BATT,2046,0.7029797297807502
BAT,OR,Storage,BATT,2048,0.6974323650792973
BAT,OR,Storage,BATT,2050,1.0460421558952424
BAT,NV,Land-based Wind,WIND,2020,0.15
BAT,NV,Land-based Wind,WIND,2022,0.15
BAT,NV,Land-based Wind,WIND,2024,0.15
BAT,NV,Land-based Wind,WIND,2026,0.41593690504331005
BAT,NV,Land-based Wind,WIND,2028,0.7428352
BAT,NV,Land-based Wind,WIND,2030,1.0974816
BAT,NV,Land-based Wind,WIND,2032,1.1915028859999615
BAT,NV,Land-based Wind,WIND,2034,1.351741920471555
BAT,NV,Land-based Wind,WIND,2036,1.551400361444601
BAT,NV,Land-based Wind,WIND,2038,1.772456291619387
BAT,NV,Land-based Wind,WIND,2040,1.926985156900022
BAT,NV,Land-based Wind,WIND,2042,1.7769851569000221
BAT,NV,Land-based Wind,WIND,2044,1.9145232569000221
BAT,NV,Land-based Wind,WIND,2046,2.102690356900022
BAT,NV,Land-based Wind,WIND,2048,2.128757543354232
BAT,NV,Land-based Wind,WIND,2050,2.128757543354232
BAT,NV,Offshore Wind,WIND,2020,0
BAT,NV,Offshore Wind,WIND,2022,0
BAT,NV,Offshore Wind,WIND,2024,0
BAT,NV,Offshore Wind,WIND,2026,0
BAT,NV,Offshore Wind,WIND,2028,0
BAT,NV,Offshore Wind,WIND,2030,0
BAT,NV,Offshore Wind,WIND,2032,0
BAT,NV,Offshore Wind,WIND,2034,0
BAT,NV,Offshore Wind,WIND,2036,0
BAT,NV,Offshore Wind,WIND,2038,0
BAT,NV,Offshore Wind,WIND,2040,0
BAT,NV,Offshore Wind,WIND,2042,0
BAT,NV,Offshore Wind,WIND,2044,0
BAT,NV,Offshore Wind,WIND,2046,0
BAT,NV,Offshore Wind,WIND,2048,0
BAT,NV,Offshore Wind,WIND,2050,0
BAT,NV,CSP,SOLAR,2020,0.11
BAT,NV,CSP,SOLAR,2022,0.11
BAT,NV,CSP,SOLAR,2024,0.11
BAT,NV,CSP,SOLAR,2026,0.11
BAT,NV,CSP,SOLAR,2028,0.11
BAT,NV,CSP,SOLAR,2030,0.11
BAT,NV,CSP,SOLAR,2032,0.11
BAT,NV,CSP,SOLAR,2034,0.11
BAT,NV,CSP,SOLAR,2036,0.11
BAT,NV,CSP,SOLAR,2038,0.11
BAT,NV,CSP,SOLAR,2040,0.11
BAT,NV,CSP,SOLAR,2042,0.11
BAT,NV,CSP,SOLAR,2044,0.11
BAT,NV,CSP,SOLAR,2046,0.0
BAT,NV,CSP,SOLAR,2048,0.0
BAT,NV,CSP,SOLAR,2050,0.0
BAT,NV,Utility PV,SOLAR,2020,2.5243183270619998
BAT,NV,Utility PV,SOLAR,2022,2.5490784376956603
BAT,NV,Utility PV,SOLAR,2024,2.5490784376956603
BAT,NV,Utility PV,SOLAR,2026,2.66643579677625
BAT,NV,Utility PV,SOLAR,2028,3.5167734548460734
BAT,NV,Utility PV,SOLAR,2030,4.554174196877503
BAT,NV,Utility PV,SOLAR,2032,4.554174196877503
BAT,NV,Utility PV,SOLAR,2034,4.554174196877503
BAT,NV,Utility PV,SOLAR,2036,4.554174196877503
BAT,NV,Utility PV,SOLAR,2038,4.554174196877503
BAT,NV,Utility PV,SOLAR,2040,4.628095983163653
BAT,NV,Utility PV,SOLAR,2042,5.012457637287134
BAT,NV,Utility PV,SOLAR,2044,5.0893486242430335
BAT,NV,Utility PV,SOLAR,2046,5.224006843345563
BAT,NV,Utility PV,SOLAR,2048,5.450969722812143
BAT,NV,Utility PV,SOLAR,2050,5.759736367061773
BAT,NV,Rooftop PV,SOLAR,2020,0.34326636363636415
BAT,NV,Rooftop PV,SOLAR,2022,0.34632000000000007
BAT,NV,Rooftop PV,SOLAR,2024,0.3482445454545455
BAT,NV,Rooftop PV,SOLAR,2026,0.3510318181818186
BAT,NV,Rooftop PV,SOLAR,2028,0.35769727272727314
BAT,NV,Rooftop PV,SOLAR,2030,0.36140636363636397
BAT,NV,Rooftop PV,SOLAR,2032,0.3657863636363634
BAT,NV,Rooftop PV,SOLAR,2034,0.3686263636363639
BAT,NV,Rooftop PV,SOLAR,2036,0.3702663636363637
BAT,NV,Rooftop PV,SOLAR,2038,0.3727290909090913
BAT,NV,Rooftop PV,SOLAR,2040,0.3775563636363636
BAT,NV,Rooftop PV,SOLAR,2042,0.3817109090909089
BAT,NV,Rooftop PV,SOLAR,2044,0.39302636363636323
BAT,NV,Rooftop PV,SOLAR,2046,0.4037018181818181
BAT,NV,Rooftop PV,SOLAR,2048,0.4118609090909091
BAT,NV,Rooftop PV,SOLAR,2050,0.4295472727272725
BAT,NV,Storage,BATT,2020,0.02
BAT,NV,Storage,BATT,2022,0.02
BAT,NV,Storage,BATT,2024,0.02
BAT,NV,Storage,BATT,2026,0.05078690308291691
BAT,NV,Storage,BATT,2028,0.2039509149740334
BAT,NV,Storage,BATT,2030,0.2538299670645904
BAT,NV,Storage,BATT,2032,0.2957994862647124
BAT,NV,Storage,BATT,2034,0.3601321442248556
BAT,NV,Storage,BATT,2036,0.3401321442248556
BAT,NV,Storage,BATT,2038,0.3485416151720016
BAT,NV,Storage,BATT,2040,0.6268347764539401
BAT,NV,Storage,BATT,2042,1.464435289057249
BAT,NV,Storage,BATT,2044,1.323507950994976
BAT,NV,Storage,BATT,2046,3.5666320515124403
BAT,NV,Storage,BATT,2048,3.52466253231232
BAT,NV,Storage,BATT,2050,3.4603298743521793
BAT,ID,Land-based Wind,WIND,2020,1.0540002
BAT,ID,Land-based Wind,WIND,2022,1.0540002
BAT,ID,Land-based Wind,WIND,2024,1.0540002
BAT,ID,Land-based Wind,WIND,2026,1.0540002
BAT,ID,Land-based Wind,WIND,2028,1.0540002
BAT,ID,Land-based Wind,WIND,2030,1.0584106
BAT,ID,Land-based Wind,WIND,2032,1.0584106
BAT,ID,Land-based Wind,WIND,2034,1.312171854040566
BAT,ID,Land-based Wind,WIND,2036,1.3777401500000002
BAT,ID,Land-based Wind,WIND,2038,1.5951505
BAT,ID,Land-based Wind,WIND,2040,1.3893504000000003
BAT,ID,Land-based Wind,WIND,2042,1.0140281
BAT,ID,Land-based Wind,WIND,2044,1.465163999551309
BAT,ID,Land-based Wind,WIND,2046,1.8836746673314249
BAT,ID,Land-based Wind,WIND,2048,1.9865390873757738
BAT,ID,Land-based Wind,WIND,2050,3.022206497049143
BAT,ID,Offshore Wind,WIND,2020,0
BAT,ID,Offshore Wind,WIND,2022,0
BAT,ID,Offshore Wind,WIND,2024,0
BAT,ID,Offshore Wind,WIND,2026,0
BAT,ID,Offshore Wind,WIND,2028,0
BAT,ID,Offshore Wind,WIND,2030,0
BAT,ID,Offshore Wind,WIND,2032,0
BAT,ID,Offshore Wind,WIND,2034,0
BAT,ID,Offshore Wind,WIND,2036,0
BAT,ID,Offshore Wind,WIND,2038,0
BAT,ID,Offshore Wind,WIND,2040,0
BAT,ID,Offshore Wind,WIND,2042,0
BAT,ID,Offshore Wind,WIND,2044,0
BAT,ID,Offshore Wind,WIND,2046,0
BAT,ID,Offshore Wind,WIND,2048,0
BAT,ID,Offshore Wind,WIND,2050,0
BAT,ID,CSP,SOLAR,2020,0
BAT,ID,CSP,SOLAR,2022,0
BAT,ID,CSP,SOLAR,2024,0
BAT,ID,CSP,SOLAR,2026,0
BAT,ID,CSP,SOLAR,2028,0
BAT,ID,CSP,SOLAR,2030,0
BAT,ID,CSP,SOLAR,2032,0
BAT,ID,CSP,SOLAR,2034,0
BAT,ID,CSP,SOLAR,2036,0
BAT,ID,CSP,SOLAR,2038,0
BAT,ID,CSP,SOLAR,2040,0
BAT,ID,CSP,SOLAR,2042,0
BAT,ID,CSP,SOLAR,2044,0
BAT,ID,CSP,SOLAR,2046,0
BAT,ID,CSP,SOLAR,2048,0
BAT,ID,CSP,SOLAR,2050,0
BAT,ID,Utility PV,SOLAR,2020,0.3436
BAT,ID,Utility PV,SOLAR,2022,0.34698788
BAT,ID,Utility PV,SOLAR,2024,0.34698788
BAT,ID,Utility PV,SOLAR,2026,0.34698788
BAT,ID,Utility PV,SOLAR,2028,0.34698788
BAT,ID,Utility PV,SOLAR,2030,0.34698788
BAT,ID,Utility PV,SOLAR,2032,0.34698788
BAT,ID,Utility PV,SOLAR,2034,0.34698788
BAT,ID,Utility PV,SOLAR,2036,0.34698788
BAT,ID,Utility PV,SOLAR,2038,0.34698788
BAT,ID,Utility PV,SOLAR,2040,0.34698788
BAT,ID,Utility PV,SOLAR,2042,0.34698788
BAT,ID,Utility PV,SOLAR,2044,0.34698788
BAT,ID,Utility PV,SOLAR,2046,0.22698788000000003
BAT,ID,Utility PV,SOLAR,2048,0.41245656258164104
BAT,ID,Utility PV,SOLAR,2050,1.24271344839276
BAT,ID,Rooftop PV,SOLAR,2020,0.04865090909090911
BAT,ID,Rooftop PV,SOLAR,2022,0.07356909090909083
BAT,ID,Rooftop PV,SOLAR,2024,0.10714909090909089
BAT,ID,Rooftop PV,SOLAR,2026,0.1595727272727272
BAT,ID,Rooftop PV,SOLAR,2028,0.17846454545454538
BAT,ID,Rooftop PV,SOLAR,2030,0.1961118181818179
BAT,ID,Rooftop PV,SOLAR,2032,0.2107745454545455
BAT,ID,Rooftop PV,SOLAR,2034,0.2249345454545454
BAT,ID,Rooftop PV,SOLAR,2036,0.23412545454545491
BAT,ID,Rooftop PV,SOLAR,2038,0.24337090909090908
BAT,ID,Rooftop PV,SOLAR,2040,0.2535690909090914
BAT,ID,Rooftop PV,SOLAR,2042,0.2584554545454542
BAT,ID,Rooftop PV,SOLAR,2044,0.2655954545454541
BAT,ID,Rooftop PV,SOLAR,2046,0.2688190909090913
BAT,ID,Rooftop PV,SOLAR,2048,0.2739681818181817
BAT,ID,Rooftop PV,SOLAR,2050,0.29185363636363626
BAT,ID,Storage,BATT,2020,0.0
BAT,ID,Storage,BATT,2022,0.0
BAT,ID,Storage,BATT,2024,0.0
BAT,ID,Storage,BATT,2026,0.0731448209617575
BAT,ID,Storage,BATT,2028,0.1550105372224025
BAT,ID,Storage,BATT,2030,0.1550105372224025
BAT,ID,Storage,BATT,2032,0.1550105372224025
BAT,ID,Storage,BATT,2034,0.1550105372224025
BAT,ID,Storage,BATT,2036,0.1550105372224025
BAT,ID,Storage,BATT,2038,0.2015525983440715
BAT,ID,Storage,BATT,2040,0.2015525983440715
BAT,ID,Storage,BATT,2042,0.13216201206024344
BAT,ID,Storage,BATT,2044,1.1478246612431204
BAT,ID,Storage,BATT,2046,1.4108979250655325
BAT,ID,Storage,BATT,2048,1.4108979250655325
BAT,ID,Storage,BATT,2050,1.4115486787440128
LOWRECOST,CA,Land-based Wind,WIND,2020,5.5455001
LOWRECOST,CA,Land-based Wind,WIND,2022,5.536234800000001
LOWRECOST,CA,Land-based Wind,WIND,2024,5.47362115
LOWRECOST,CA,Land-based Wind,WIND,2026,5.817391399999999
LOWRECOST,CA,Land-based Wind,WIND,2028,6.138422571008995
LOWRECOST,CA,Land-based Wind,WIND,2030,6.275953231008995
LOWRECOST,CA,Land-based Wind,WIND,2032,6.267653231008994
LOWRECOST,CA,Land-based Wind,WIND,2034,6.275953231008995
LOWRECOST,CA,Land-based Wind,WIND,2036,6.403856542597584
LOWRECOST,CA,Land-based Wind,WIND,2038,6.91370839073041
LOWRECOST,CA,Land-based Wind,WIND,2040,8.337675660419723
LOWRECOST,CA,Land-based Wind,WIND,2042,7.6571867099999995
LOWRECOST,CA,Land-based Wind,WIND,2044,8.254986709999999
LOWRECOST,CA,Land-based Wind,WIND,2046,9.04619851
LOWRECOST,CA,Land-based Wind,WIND,2048,9.90213039548447
LOWRECOST,CA,Land-based Wind,WIND,2050,10.08334353127476
LOWRECOST,CA,Offshore Wind,WIND,2020,0.0
LOWRECOST,CA,Offshore Wind,WIND,2022,0.0
LOWRECOST,CA,Offshore Wind,WIND,2024,0.0
LOWRECOST,CA,Offshore Wind,WIND,2026,0.0
LOWRECOST,CA,Offshore Wind,WIND,2028,0.0
LOWRECOST,CA,Offshore Wind,WIND,2030,0.0
LOWRECOST,CA,Offshore Wind,WIND,2032,0.0
LOWRECOST,CA,Offshore Wind,WIND,2034,0.0
LOWRECOST,CA,Offshore Wind,WIND,2036,0.0
LOWRECOST,CA,Offshore Wind,WIND,2038,0.0
LOWRECOST,CA,Offshore Wind,WIND,2040,0.0
LOWRECOST,CA,Offshore Wind,WIND,2042,0.6696
LOWRECOST,CA,Offshore Wind,WIND,2044,0.8506781901293621
LOWRECOST,CA,Offshore Wind,WIND,2046,3.186
LOWRECOST,CA,Offshore Wind,WIND,2048,3.4703999999999997
LOWRECOST,CA,Offshore Wind,WIND,2050,6.213203734412191
LOWRECOST,CA,CSP,SOLAR,2020,0.0
LOWRECOST,CA,CSP,SOLAR,2022,0.0
LOWRECOST,CA,CSP,SOLAR,2024,0.0
LOWRECOST,CA,CSP,SOLAR,2026,0.0
LOWRECOST,CA,CSP,SOLAR,2028,0.383462044283131
LOWRECOST,CA,CSP,SOLAR,2030,2.6095487417044128
LOWRECOST,CA,CSP,SOLAR,2032,4.140679861723781
LOWRECOST,CA,CSP,SOLAR,2034,6.37118019992169
LOWRECOST,CA,CSP,SOLAR,2036,7.4241779867208075
LOWRECOST,CA,CSP,SOLAR,2038,8.903166344337619
LOWRECOST,CA,CSP,SOLAR,2040,8.949833099893175
LOWRECOST,CA,CSP,SOLAR,2042,8.949833099893175
LOWRECOST,CA,CSP,SOLAR,2044,8.949833099893175
LOWRECOST,CA,CSP,SOLAR,2046,8.949833099893175
LOWRECOST,CA,CSP,SOLAR,2048,8.949833099893175
LOWRECOST,CA,CSP,SOLAR,2050,9.697497540244093
LOWRECOST,CA,Utility PV,SOLAR,2020,13.348714732795996
LOWRECOST,CA,Utility PV,SOLAR,2022,15.299299573631997
LOWRECOST,CA,Utility PV,SOLAR,2024,23.171682279588655
LOWRECOST,CA,Utility PV,SOLAR,2026,26.68714749375445
LOWRECOST,CA,Utility PV,SOLAR,2028,29.616124099216936
LOWRECOST,CA,Utility PV,SOLAR,2030,29.616124099216936
LOWRECOST,CA,Utility PV,SOLAR,2032,29.616124099216936
LOWRECOST,CA,Utility PV,SOLAR,2034,29.616124099216936
LOWRECOST,CA,Utility PV,SOLAR,2036,29.616124099216936
LOWRECOST,CA,Utility PV,SOLAR,2038,29.799984661829377
LOWRECOST,CA,Utility PV,SOLAR,2040,31.736510302251215
LOWRECOST,CA,Utility PV,SOLAR,2042,38.14387986593858
LOWRECOST,CA,Utility PV,SOLAR,2044,38.23813342672022
LOWRECOST,CA,Utility PV,SOLAR,2046,45.65429270462608
LOWRECOST,CA,Utility PV,SOLAR,2048,45.00315328532858
LOWRECOST,CA,Utility PV,SOLAR,2050,47.10242589327008
LOWRECOST,CA,Rooftop PV,SOLAR,2020,10.838141818181818
LOWRECOST,CA,Rooftop PV,SOLAR,2022,11.303154545454545
LOWRECOST,CA,Rooftop PV,SOLAR,2024,11.74190181818181
LOWRECOST,CA,Rooftop PV,SOLAR,2026,12.367103636363634
LOWRECOST,CA,Rooftop PV,SOLAR,2028,13.18164
LOWRECOST,CA,Rooftop PV,SOLAR,2030,14.04120636363636
LOWRECOST,CA,Rooftop PV,SOLAR,2032,14.839813636363637
LOWRECOST,CA,Rooftop PV,SOLAR,2034,15.510959090909095
LOWRECOST,CA,Rooftop PV,SOLAR,2036,16.108681818181818
LOWRECOST,CA,Rooftop PV,SOLAR,2038,16.658674545454552
LOWRECOST,CA,Rooftop PV,SOLAR,2040,17.214573636363635
LOWRECOST,CA,Rooftop PV,SOLAR,2042,17.64465454545455
LOWRECOST,CA,Rooftop PV,SOLAR,2044,17.99599181818182
LOWRECOST,CA,Rooftop PV,SOLAR,2046,18.329939999999993
LOWRECOST,CA,Rooftop PV,SOLAR,2048,18.41921727272727
LOWRECOST,CA,Rooftop PV,SOLAR,2050,18.509639999999997
LOWRECOST,CA,Storage,BATT,2020,4.574066666599999
LOWRECOST,CA,Storage,BATT,2022,4.9732333334
LOWRECOST,CA,Storage,BATT,2024,5.414899999999999
LOWRECOST,CA,Storage,BATT,2026,5.432148421027552
LOWRECOST,CA,Storage,BATT,2028,5.435598212271636
LOWRECOST,CA,Storage,BATT,2030,5.435598212271636
LOWRECOST,CA,Storage,BATT,2032,5.435598212271636
LOWRECOST,CA,Storage,BATT,2034,5.435598212271636
LOWRECOST,CA,Storage,BATT,2036,5.435598212271636
LOWRECOST,CA,Storage,BATT,2038,5.532428132421627
LOWRECOST,CA,Storage,BATT,2040,5.468952043610157
LOWRECOST,CA,Storage,BATT,2042,6.956912298799338
LOWRECOST,CA,Storage,BATT,2044,8.981819149562737
LOWRECOST,CA,Storage,BATT,2046,11.621048343611497
LOWRECOST,CA,Storage,BATT,2048,12.84713827401269
LOWRECOST,CA,Storage,BATT,2050,14.526833841795556
LOWRECOST,WA,Land-based Wind,WIND,2020,3.3774003
LOWRECOST,WA,Land-based Wind,WIND,2022,3.3774003
LOWRECOST,WA,Land-based Wind,WIND,2024,3.3774003
LOWRECOST,WA,Land-based Wind,WIND,2026,3.3774003
LOWRECOST,WA,Land-based Wind,WIND,2028,3.4416130999999996
LOWRECOST,WA,Land-based Wind,WIND,2030,3.449111613132368
LOWRECOST,WA,Land-based Wind,WIND,2032,3.5934757131323685
LOWRECOST,WA,Land-based Wind,WIND,2034,3.9881757131323683
LOWRECOST,WA,Land-based Wind,WIND,2036,4.164768613132369
LOWRECOST,WA,Land-based Wind,WIND,2038,4.557323013132369
LOWRECOST,WA,Land-based Wind,WIND,2040,5.03473641313237
LOWRECOST,WA,Land-based Wind,WIND,2042,5.934199612559493
LOWRECOST,WA,Land-based Wind,WIND,2044,7.891313437635604
LOWRECOST,WA,Land-based Wind,WIND,2046,9.308918050755809
LOWRECOST,WA,Land-based Wind,WIND,2048,9.431465798814159
LOWRECOST,WA,Land-based Wind,WIND,2050,9.82019679184095
LOWRECOST,WA,Offshore Wind,WIND,2020,0
LOWRECOST,WA,Offshore Wind,WIND,2022,0
LOWRECOST,WA,Offshore Wind,WIND,2024,0
LOWRECOST,WA,Offshore Wind,WIND,2026,0
LOWRECOST,WA,Offshore Wind,WIND,2028,0
LOWRECOST,WA,Offshore Wind,WIND,2030,0
LOWRECOST,WA,Offshore Wind,WIND,2032,0
LOWRECOST,WA,Offshore Wind,WIND,2034,0
LOWRECOST,WA,Offshore Wind,WIND,2036,0
LOWRECOST,WA,Offshore Wind,WIND,2038,0
LOWRECOST,WA,Offshore Wind,WIND,2040,0
LOWRECOST,WA,Offshore Wind,WIND,2042,0
LOWRECOST,WA,Offshore Wind,WIND,2044,0
LOWRECOST,WA,Offshore Wind,WIND,2046,0
LOWRECOST,WA,Offshore Wind,WIND,2048,0
LOWRECOST,WA,Offshore Wind,WIND,2050,0
LOWRECOST,WA,CSP,SOLAR,2020,0
LOWRECOST,WA,CSP,SOLAR,2022,0
LOWRECOST,WA,CSP,SOLAR,2024,0
LOWRECOST,WA,CSP,SOLAR,2026,0
LOWRECOST,WA,CSP,SOLAR,2028,0
LOWRECOST,WA,CSP,SOLAR,2030,0
LOWRECOST,WA,CSP,SOLAR,2032,0
LOWRECOST,WA,CSP,SOLAR,2034,0
LOWRECOST,WA,CSP,SOLAR,2036,0
LOWRECOST,WA,CSP,SOLAR,2038,0
LOWRECOST,WA,CSP,SOLAR,2040,0
LOWRECOST,WA,CSP,SOLAR,2042,0
LOWRECOST,WA,CSP,SOLAR,2044,0
LOWRECOST,WA,CSP,SOLAR,2046,0
LOWRECOST,WA,CSP,SOLAR,2048,0
LOWRECOST,WA,CSP,SOLAR,2050,0
LOWRECOST,WA,Utility PV,SOLAR,2020,0.01991694297
LOWRECOST,WA,Utility PV,SOLAR,2022,0.020113936915100498
LOWRECOST,WA,Utility PV,SOLAR,2024,0.020113936915100498
LOWRECOST,WA,Utility PV,SOLAR,2026,0.020113936915100498
LOWRECOST,WA,Utility PV,SOLAR,2028,1.3633680907612507
LOWRECOST,WA,Utility PV,SOLAR,2030,6.584253186363781
LOWRECOST,WA,Utility PV,SOLAR,2032,7.520981330119481
LOWRECOST,WA,Utility PV,SOLAR,2034,8.429015670035641
LOWRECOST,WA,Utility PV,SOLAR,2036,9.71293684878206
LOWRECOST,WA,Utility PV,SOLAR,2038,10.72932175641389
LOWRECOST,WA,Utility PV,SOLAR,2040,11.15500225760183
LOWRECOST,WA,Utility PV,SOLAR,2042,11.607756020400055
LOWRECOST,WA,Utility PV,SOLAR,2044,14.610185831557315
LOWRECOST,WA,Utility PV,SOLAR,2046,14.610180882057316
LOWRECOST,WA,Utility PV,SOLAR,2048,14.590975884562315
LOWRECOST,WA,Utility PV,SOLAR,2050,14.609978888587316
LOWRECOST,WA,Rooftop PV,SOLAR,2020,0.1684481818181818
LOWRECOST,WA,Rooftop PV,SOLAR,2022,0.20287000000000036
LOWRECOST,WA,Rooftop PV,SOLAR,2024,0.23345181818181773
LOWRECOST,WA,Rooftop PV,SOLAR,2026,0.3043136363636366
LOWRECOST,WA,Rooftop PV,SOLAR,2028,0.43330909090909053
LOWRECOST,WA,Rooftop PV,SOLAR,2030,0.673498181818181
LOWRECOST,WA,Rooftop PV,SOLAR,2032,1.0018809090909089
LOWRECOST,WA,Rooftop PV,SOLAR,2034,1.207684545454546
LOWRECOST,WA,Rooftop PV,SOLAR,2036,1.4099490909090913
LOWRECOST,WA,Rooftop PV,SOLAR,2038,1.5568509090909093
LOWRECOST,WA,Rooftop PV,SOLAR,2040,1.7573836363636328
LOWRECOST,WA,Rooftop PV,SOLAR,2042,1.878679090909092
LOWRECOST,WA,Rooftop PV,SOLAR,2044,1.9308818181818201
LOWRECOST,WA,Rooftop PV,SOLAR,2046,2.254655454545456
LOWRECOST,WA,Rooftop PV,SOLAR,2048,2.3116609090909113
LOWRECOST,WA,Rooftop PV,SOLAR,2050,2.3296890909090933
LOWRECOST,WA,Storage,BATT,2020,0.32139999999999996
LOWRECOST,WA,Storage,BATT,2022,0.32139999999999996
LOWRECOST,WA,Storage,BATT,2024,0.32139999999999996
LOWRECOST,WA,Storage,BATT,2026,0.32139999999999996
LOWRECOST,WA,Storage,BATT,2028,0.32980353793900075
LOWRECOST,WA,Storage,BATT,2030,0.32860353793900077
LOWRECOST,WA,Storage,BATT,2032,0.335206812031459
LOWRECOST,WA,Storage,BATT,2034,0.3924372372194785
LOWRECOST,WA,Storage,BATT,2036,0.47663013237914853
LOWRECOST,WA,Storage,BATT,2038,0.47663013237914853
LOWRECOST,WA,Storage,BATT,2040,1.144923033791728
LOWRECOST,WA,Storage,BATT,2042,1.144923033791728
LOWRECOST,WA,Storage,BATT,2044,1.4099120785842598
LOWRECOST,WA,Storage,BATT,2046,1.9728008771209309
LOWRECOST,WA,Storage,BATT,2048,1.962197603028473
LOWRECOST,WA,Storage,BATT,2050,2.229067776559016
LOWRECOST,OR,Land-based Wind,WIND,2020,3.8294001000000004
LOWRECOST,OR,Land-based Wind,WIND,2022,3.8991899
LOWRECOST,OR,Land-based Wind,WIND,2024,3.8991899
LOWRECOST,OR,Land-based Wind,WIND,2026,3.9845923
LOWRECOST,OR,Land-based Wind,WIND,2028,4.239103200000001
LOWRECOST,OR,Land-based Wind,WIND,2030,4.239103200000001
LOWRECOST,OR,Land-based Wind,WIND,2032,4.1653032
LOWRECOST,OR,Land-based Wind,WIND,2034,4.5592132
LOWRECOST,OR,Land-based Wind,WIND,2036,4.597215899068422
LOWRECOST,OR,Land-based Wind,WIND,2038,6.372037119292864
LOWRECOST,OR,Land-based Wind,WIND,2040,6.09778522057237
LOWRECOST,OR,Land-based Wind,WIND,2042,6.29633281
LOWRECOST,OR,Land-based Wind,WIND,2044,7.3453328099999995
LOWRECOST,OR,Land-based Wind,WIND,2046,7.4346672707438906
LOWRECOST,OR,Land-based Wind,WIND,2048,7.3946672707438905
LOWRECOST,OR,Land-based Wind,WIND,2050,7.060433521137542
LOWRECOST,OR,Offshore Wind,WIND,2020,0.0
LOWRECOST,OR,Offshore Wind,WIND,2022,0.0
LOWRECOST,OR,Offshore Wind,WIND,2024,0.0
LOWRECOST,OR,Offshore Wind,WIND,2026,0.0
LOWRECOST,OR,Offshore Wind,WIND,2028,0.0
LOWRECOST,OR,Offshore Wind,WIND,2030,0.0
LOWRECOST,OR,Offshore Wind,WIND,2032,0.0
LOWRECOST,OR,Offshore Wind,WIND,2034,0.0
LOWRECOST,OR,Offshore Wind,WIND,2036,0.0
LOWRECOST,OR,Offshore Wind,WIND,2038,0.0
LOWRECOST,OR,Offshore Wind,WIND,2040,0.0
LOWRECOST,OR,Offshore Wind,WIND,2042,0.22546311033868152
LOWRECOST,OR,Offshore Wind,WIND,2044,1.201913841646488
LOWRECOST,OR,Offshore Wind,WIND,2046,2.085244782180225
LOWRECOST,OR,Offshore Wind,WIND,2048,2.8980115272636118
LOWRECOST,OR,Offshore Wind,WIND,2050,4.90648835721947
LOWRECOST,OR,CSP,SOLAR,2020,0
LOWRECOST,OR,CSP,SOLAR,2022,0
LOWRECOST,OR,CSP,SOLAR,2024,0
LOWRECOST,OR,CSP,SOLAR,2026,0
LOWRECOST,OR,CSP,SOLAR,2028,0
LOWRECOST,OR,CSP,SOLAR,2030,0
LOWRECOST,OR,CSP,SOLAR,2032,0
LOWRECOST,OR,CSP,SOLAR,2034,0
LOWRECOST,OR,CSP,SOLAR,2036,0
LOWRECOST,OR,CSP,SOLAR,2038,0
LOWRECOST,OR,CSP,SOLAR,2040,0
LOWRECOST,OR,CSP,SOLAR,2042,0
LOWRECOST,OR,CSP,SOLAR,2044,0
LOWRECOST,OR,CSP,SOLAR,2046,0
LOWRECOST,OR,CSP,SOLAR,2048,0
LOWRECOST,OR,CSP,SOLAR,2050,0
LOWRECOST,OR,Utility PV,SOLAR,2020,0.349164542493
LOWRECOST,OR,Utility PV,SOLAR,2022,0.9888347541259999
LOWRECOST,OR,Utility PV,SOLAR,2024,2.06442648989523
