,Site1,Site2,Site3,Site4,Site5,Site6,Site7,Site8,Site9,Site10
146,1395.6625890594044,1020.7118007777287,1260.280254938422,637.3563575765207,1774.5004324378795,904.205162604288,1184.0754496756917,1284.519046096223,1084.5542166094933,1064.5552964344627
147,1686.6143887832268,1298.034101161359,1569.3358723507577,841.41629939578,1458.7899972829673,921.4265962203513,744.5843592606251,1477.4868886635982,1054.3574197931362,1537.7921806587071
148,1764.8068374785696,1256.2670697814553,1458.447536533621,967.9660874486344,1547.4489333703034,972.5275461045301,664.2514194960137,1435.3242904211018,1581.3909442869715,1090.1006469701279
149,759.5513092333031,425.5957090499485,257.51192738767185,113.87480942781956,1514.8787306820432,213.08168027574732,193.61781432681076,1560.5721096487596,909.3185368114349,1277.493607289941
150,1702.5277406144453,724.0888953678698,656.9524177340903,344.5301371899108,1262.2584831939382,450.6558569339678,503.7479773570888,1869.0924848227783,1435.3037729082619,1875.0636804000965
151,307.341795346267,206.72909936603352,202.00462193709978,186.34159235986442,258.95846704504754,221.40104002621885,195.07841293018052,1819.54895883025,495.39151806711374,569.0120146706097
152,1343.2285344770387,788.859792597229,758.0872581009799,1246.1396752682974,708.1934175538959,1183.0511035370564,1180.7996613641867,1581.5473721257224,1394.722265650932,935.8630041304123
153,561.3168166667016,368.530646203756,365.3903850509128,874.1043387729685,502.4016618045273,996.3758494330006,1058.648503669177,2045.5979892167607,539.6550309865885,809.9637337560245
154,745.1089219406485,651.0812587961318,261.689461439308,390.0679427997128,351.66698262229096,610.7713733670656,349.09116128726157,1811.915233041655,497.5418060479261,1347.3152341890066
155,393.244375533699,250.4401803836942,1220.1589035859224,559.1436160176859,775.9503651238284,1051.7806066116852,437.45983325315314,723.4812039501343,485.5919584942908,741.6744053903378
156,1794.7722449562873,1257.3010396563695,575.146937747216,943.6727815682932,1278.3696865756617,1434.9046643708891,1403.5274993237663,1179.4814097023036,1135.1380103181887,1303.699064201551
157,1352.0319230653004,1067.5198313276328,1058.9008568753534,122.61448417048886,1037.2171833032396,181.40867043743125,715.9376115139132,747.1583910158756,1269.3273204538762,906.2758076359387
158,1191.872770638246,609.3130752011737,701.654443128331,577.476286189408,749.9843990146942,565.0991998843004,320.925667329083,916.4296549653989,1117.7854528812045,1034.218459024811
159,900.8843224854121,715.075205942928,811.5348498370234,335.7596750855889,846.7977679921831,547.221193597454,432.18483128756577,722.6439927639182,802.9099876713885,865.7639498275425
160,758.339285690925,677.4637597933437,899.005065627937,758.7427832349454,881.7716051111234,778.3021986991943,823.4747090534214,642.5983525865231,765.3955449816634,566.4966466072716
161,667.9051597862798,711.0428287529435,816.3229515733537,402.57176340543066,861.3022570109165,572.3425365693753,327.3186615102162,423.76569856932804,599.5033361041454,580.8653326909966
162,778.3616915287558,809.5494484054574,758.3646615425479,844.3406460328735,960.2829733411339,761.4557330096959,584.6595512732703,398.66566506284437,556.6160877443289,623.7677902656079
163,996.3489738930722,1073.291520996607,982.6603036535787,600.2960567169142,1093.7583244833124,354.01310396336714,642.4593834738351,718.6413471283636,1122.1487104635737,1040.0460567466814
164,838.4503144396516,856.6782339073505,816.6415302254035,342.00053358019164,1003.3892564702893,862.3770322969725,680.3336854890482,674.2888068637417,1115.0378602468845,912.9475344275179
165,1379.6055520208183,1309.7712904676653,1404.0262071192892,780.3289647385111,1481.1694914829973,507.46179081365574,805.4051871152176,641.312716231325,1215.3184453513043,817.1877971637446
166,1468.1711938057456,506.0304736651517,921.3273787796002,338.94371255088623,275.08736687383566,548.9823160479153,806.9391049737288,965.3816095234945,923.2708696614619,1003.3267876155373
167,1480.8266858789084,802.5043695315833,856.0611263257857,375.17323673434976,812.775522610223,245.8859406987991,205.93797947170623,1044.5130311404557,1271.2036509632208,1385.3314164804228
168,1814.2038753648635,739.6304299036825,493.5121297619971,219.80450945452233,798.5632087082831,282.03664064562014,143.2430163337643,1092.4001338653961,1282.8387274389888,1255.8680732003463
169,834.745124940009,446.45996115394297,313.41452356303927,450.3234408609981,1824.874373530043,332.4405648633552,258.07892042293315,1574.1921051608083,905.2088740781745,1073.0246004681703
170,2609.5695379911053,1126.5069290115844,1958.8108346143251,1194.547383484175,1673.6232503017568,1355.0614639150708,1018.5002018975903,1673.6179861546204,1981.374641287155,1222.970050573098
171,1024.6611473169985,538.9520753333944,333.11978460467003,233.19902219052565,520.3937945334177,236.6525703287625,327.9798917823778,1798.8367460358622,1238.2227572010688,1200.9843365103518
172,489.8688733909146,631.5180979391575,676.3513068500554,474.1731106767748,733.5684850252376,720.9025063149047,828.508117877483,1445.4708332525947,580.4005195701361,831.5435191428018
173,305.6305867473927,254.7138084760916,760.7326309568093,660.8934235441828,624.5581604889438,966.7891477322443,528.8884541314738,1526.1397756985223,463.2593541059551,1211.899231336327
174,706.5674114650665,351.55983983904406,261.094693632808,725.1280011525934,447.5908418727924,685.0049472651842,566.2616015490445,1516.6833009364568,598.5135786747238,679.2809515297122
175,414.05662522037835,307.1200365019965,239.20337342526065,292.86551104855,414.8129849703358,924.4939978205228,804.0010172894491,1519.5843773163604,812.1024540249422,1144.445691746893
176,686.4694189235846,249.7058207442915,204.29278795365377,467.31535272114576,926.7309217830647,606.2585808225625,675.7684423338524,1077.163441751953,619.0245967559681,1160.248847829158
177,1532.9552069994302,827.8383371770119,868.0943729098684,619.3804974466697,1048.6601504353596,353.7951384629246,533.1398578465987,1059.2084734733658,1200.3890907267537,954.649163143905
178,271.4947948140279,275.7096469360117,251.16855906288987,94.60225785549744,163.72819805856955,107.46620556950064,132.99239976427873,628.1200787535241,509.6252746133097,358.3064718614189
179,1241.2890651294229,1169.8635485483862,1164.51524812571,797.7148656910215,805.2564506968503,270.05020109437265,188.46776585249825,601.6304672602631,910.8407631596938,835.301568223443
180,516.1153368144196,777.1185182184405,897.6232389854146,477.4022660305574,630.3539472117487,763.1257688239926,744.161888749126,414.7718629589876,412.0932834060694,507.08855790241955
181,756.8571081114093,824.0032699503618,799.1036452191099,919.6514927164286,973.7365729909948,1054.84265545994,906.1424648843396,507.85551009691966,668.2206679766132,524.8880693438423
182,581.11815443469,915.1082396513418,949.4479751738525,757.7913447791695,960.0620081086327,734.4233544627015,416.7976618157325,399.85588549709587,670.6339639328199,624.4010296542866
