Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,209205,-,-,-,44.97,-123.02,-8,42,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2007,1,1,0,0,0,0,0,0,0,0,7,-1,157.82,0,0.109,0.9,0.965,147.6,86.66,0,1010.0
2007,1,1,0,30,0,0,0,0,0,0,7,-1,157.84,0,0.109,0.9,1.032,147.6,86.67,0,1010.0
2007,1,1,1,0,0,0,0,0,0,0,7,-1,156.23,0,0.109,0.9,1.099,149.6,87.69,0,1010.0
2007,1,1,1,30,0,0,0,0,0,0,7,-1,153.29,0,0.109,0.9,1.178,149.6,87.7,0,1010.0
2007,1,1,2,0,0,0,0,0,0,0,8,-1,149.42000000000002,0,0.109,0.9,1.2570000000000001,151.9,88.06,0,1010.0
2007,1,1,2,30,0,0,0,0,0,0,7,-1,144.93,0,0.109,0.9,1.307,151.9,88.03,0,1010.0
2007,1,1,3,0,0,0,0,0,0,0,7,-1,140.06,0,0.109,0.9,1.359,154.20000000000002,87.75,0,1010.0
2007,1,1,3,30,0,0,0,0,0,0,7,-1,134.96,0,0.109,0.9,1.3860000000000001,154.20000000000002,87.73,0,1010.0
2007,1,1,4,0,0,0,0,0,0,0,4,-1,129.73,0,0.109,0.9,1.414,157.3,89.05,1,1010.0
2007,1,1,4,30,0,0,0,0,0,0,8,-1,124.44,0,0.109,0.8,1.488,157.3,89.04,1,1010.0
2007,1,1,5,0,0,0,0,0,0,0,6,-1,119.14,0,0.109,0.8,1.562,161.9,91.63,1,1010.0
2007,1,1,5,30,0,0,0,0,0,0,7,-1,113.87,0,0.109,0.8,1.678,161.9,91.63,0,1010.0
2007,1,1,6,0,0,0,0,0,0,0,7,-1,108.68,0,0.109,0.8,1.795,164.8,91.89,0,1010.0
2007,1,1,6,30,0,0,0,0,0,0,7,-1,103.60000000000001,0,0.109,0.8,1.8900000000000001,164.8,91.89,0,1010.0
2007,1,1,7,0,0,0,0,0,0,0,8,0,98.66,0,0.109,0.8,1.985,169.60000000000002,95.15,1,1010.0
2007,1,1,7,30,0,0,0,0,0,0,7,0,93.91,0,0.109,0.8,2.041,169.60000000000002,95.16,1,1010.0
2007,1,1,8,0,0,0,0,0,0,0,7,0,89.39,0,0.109,0.8,2.099,171.60000000000002,95.91,2,1010.0
2007,1,1,8,30,1,0,1,27,321,54,7,0,85.16,4,0.109,0.9,2.133,171.60000000000002,89.29,2,1010.0
2007,1,1,9,0,2,0,2,41,475,114,7,1,81.25,0,0.109,1.0,2.1670000000000003,169.20000000000002,90.87,3,1010.0
2007,1,1,9,30,3,0,3,51,575,173,6,1,77.73,0,0.109,1.1,2.229,169.20000000000002,90.86,3,1010.0
2007,1,1,10,0,12,0,12,56,653,229,6,2,74.66,0,0.109,1.2000000000000002,2.2920000000000003,165.4,96.77,4,1010.0
2007,1,1,10,30,88,0,88,61,697,275,6,2,72.10000000000001,0,0.109,1.2000000000000002,2.364,165.4,96.72,4,1010.0
2007,1,1,11,0,45,0,45,65,724,311,6,3,70.11,0,0.109,1.3,2.437,176.4,94.05,5,1010.0
2007,1,1,11,30,38,0,38,67,742,336,6,3,68.74,0,0.109,1.3,2.485,176.4,94.01,5,1010.0
2007,1,1,12,0,36,0,36,71,738,347,6,3,68.04,0,0.109,1.4000000000000001,2.533,188.20000000000002,92.32000000000001,5,1010.0
2007,1,1,12,30,33,0,33,71,738,347,6,3,68.02,0,0.109,1.2000000000000002,2.5420000000000003,188.20000000000002,92.32000000000001,5,1010.0
2007,1,1,13,0,43,0,43,74,709,332,6,4,68.69,0,0.109,1.2000000000000002,2.552,184.4,97.39,6,1010.0
2007,1,1,13,30,50,0,50,72,690,308,6,4,70.02,0,0.109,1.1,2.541,184.4,97.37,6,1010.0
2007,1,1,14,0,50,0,50,71,647,271,6,4,71.98,0,0.109,1.1,2.5300000000000002,164.0,99.52,6,1010.0
2007,1,1,14,30,82,0,82,65,600,225,6,4,74.51,0,0.109,1.1,2.484,164.0,99.51,5,1010.0
2007,1,1,15,0,81,176,119,58,526,171,7,4,77.56,0,0.109,1.2000000000000002,2.439,151.4,100.0,5,1010.0
2007,1,1,15,30,50,0,50,46,427,113,6,4,81.06,0,0.109,1.1,2.333,151.4,100.0,5,1010.0
2007,1,1,16,0,25,0,25,30,293,55,7,4,84.95,4,0.109,1.1,2.227,145.8,100.0,5,1010.0
2007,1,1,16,30,0,0,0,0,0,0,7,4,89.17,0,0.109,1.0,2.1750000000000003,145.8,100.0,5,1010.0
2007,1,1,17,0,0,0,0,0,0,0,7,4,93.68,0,0.109,1.0,2.123,150.4,100.0,5,1010.0
2007,1,1,17,30,0,0,0,0,0,0,7,4,98.42,1,0.109,0.9,2.08,150.4,100.0,5,1000.0
2007,1,1,18,0,0,0,0,0,0,0,7,4,103.34,0,0.109,0.8,2.037,158.60000000000002,100.0,5,1000.0
2007,1,1,18,30,0,0,0,0,0,0,7,4,108.42,0,0.109,0.7000000000000001,1.917,158.60000000000002,100.0,4,1000.0
2007,1,1,19,0,0,0,0,0,0,0,7,4,113.60000000000001,0,0.109,0.7000000000000001,1.798,170.70000000000002,100.0,4,1000.0
2007,1,1,19,30,0,0,0,0,0,0,7,2,118.87,0,0.109,0.7000000000000001,1.7510000000000001,170.70000000000002,100.0,4,1000.0
