Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,198250,-,-,-,44.05,-117.34,-7,799,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2014,1,1,0,0,0,0,0,0,0,0,1,0,156.31,0,0.866,1.2000000000000002,0.914,318.90000000000003,94.26,0,920.0
2014,1,1,0,30,0,0,0,0,0,0,0,0,158.43,0,0.866,1.2000000000000002,0.898,318.90000000000003,94.27,0,920.0
2014,1,1,1,0,0,0,0,0,0,0,1,-1,158.89000000000001,0,0.866,1.3,0.883,325.90000000000003,100.0,0,920.0
2014,1,1,1,30,0,0,0,0,0,0,0,-1,157.6,0,0.866,1.3,0.88,325.90000000000003,100.0,0,920.0
2014,1,1,2,0,0,0,0,0,0,0,4,-2,154.82,0,0.866,1.3,0.878,332.1,100.0,-1,920.0
2014,1,1,2,30,0,0,0,0,0,0,4,-2,151.0,0,0.866,1.3,0.885,332.1,100.0,-1,920.0
2014,1,1,3,0,0,0,0,0,0,0,1,-2,146.51,0,0.866,1.3,0.893,334.0,100.0,-1,920.0
2014,1,1,3,30,0,0,0,0,0,0,1,-2,141.6,0,0.866,1.2000000000000002,0.908,334.0,100.0,-1,920.0
2014,1,1,4,0,0,0,0,0,0,0,1,-3,136.44,0,0.866,1.2000000000000002,0.924,336.3,100.0,-2,920.0
2014,1,1,4,30,0,0,0,0,0,0,4,-3,131.13,0,0.866,1.2000000000000002,0.9430000000000001,336.3,100.0,-2,920.0
2014,1,1,5,0,0,0,0,0,0,0,4,-3,125.76,0,0.866,1.2000000000000002,0.963,337.6,100.0,-2,920.0
