Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,198250,-,-,-,44.05,-117.34,-7,799,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2002,1,1,0,0,0,0,0,0,0,0,4,-4,156.32,0,0.866,0.9,0.894,90.7,100.0,-2,920.0
2002,1,1,0,30,0,0,0,0,0,0,4,-4,158.44,0,0.866,0.9,0.863,90.7,100.0,-2,920.0
2002,1,1,1,0,0,0,0,0,0,0,4,-4,158.9,0,0.866,0.9,0.833,78.80000000000001,99.22,-3,920.0
2002,1,1,1,30,0,0,0,0,0,0,4,-4,157.6,0,0.866,1.1,0.8180000000000001,78.80000000000001,99.24000000000001,-3,920.0
2002,1,1,2,0,0,0,0,0,0,0,4,-4,154.83,0,0.866,1.3,0.804,64.4,96.21000000000001,-3,920.0
2002,1,1,2,30,0,0,0,0,0,0,4,-4,151.01,0,0.866,1.3,0.802,64.4,96.2,-3,920.0
2002,1,1,3,0,0,0,0,0,0,0,4,-4,146.51,0,0.866,1.3,0.8,56.7,93.81,-3,920.0
2002,1,1,3,30,0,0,0,0,0,0,4,-4,141.6,0,0.866,1.1,0.808,56.7,93.8,-3,920.0
2002,1,1,4,0,0,0,0,0,0,0,4,-5,136.44,0,0.866,1.0,0.8180000000000001,48.400000000000006,92.62,-3,920.0
2002,1,1,4,30,0,0,0,0,0,0,7,-5,131.14000000000001,0,0.866,0.9,0.834,48.400000000000006,92.61,-3,920.0
2002,1,1,5,0,0,0,0,0,0,0,7,-5,125.76,0,0.866,0.8,0.85,50.300000000000004,91.8,-3,920.0
2002,1,1,5,30,0,0,0,0,0,0,7,-5,120.38,0,0.866,0.8,0.871,50.300000000000004,91.8,-3,920.0
2002,1,1,6,0,0,0,0,0,0,0,7,-5,115.02,0,0.866,0.8,0.892,59.5,98.07000000000001,-3,920.0
2002,1,1,6,30,0,0,0,0,0,0,7,-5,109.73,0,0.866,0.8,0.915,59.5,98.08,-3,920.0
2002,1,1,7,0,0,0,0,0,0,0,7,-5,104.54,0,0.866,0.8,0.9380000000000001,70.2,97.16,-3,920.0
2002,1,1,7,30,0,0,0,0,0,0,8,-5,99.49000000000001,0,0.866,0.7000000000000001,0.9580000000000001,70.2,97.18,-3,920.0
2002,1,1,8,0,0,0,0,0,0,0,4,-5,94.62,0,0.866,0.7000000000000001,0.979,82.0,96.96000000000001,-3,920.0
2002,1,1,8,30,0,0,0,0,0,0,4,-5,89.97,0,0.866,0.9,0.992,82.0,89.95,-3,920.0
2002,1,1,9,0,4,0,4,25,399,56,7,-5,85.59,4,0.866,1.1,1.006,90.4,92.07000000000001,-3,920.0
2002,1,1,9,30,10,0,10,40,572,124,7,-5,81.52,4,0.866,1.5,1.016,90.4,85.44,-2,920.0
2002,1,1,10,0,15,0,15,49,685,193,4,-3,77.84,0,0.866,2.0,1.026,97.9,86.8,-1,920.0
2002,1,1,10,30,16,0,16,57,753,257,4,-3,74.59,0,0.866,2.3000000000000003,1.039,97.9,80.64,0,920.0
2002,1,1,11,0,27,0,27,63,795,311,4,-3,71.84,0,0.866,2.6,1.053,106.30000000000001,80.06,0,920.0
2002,1,1,11,30,48,0,48,68,825,355,4,-3,69.66,0,0.866,2.7,1.065,106.30000000000001,80.03,0,920.0
2002,1,1,12,0,44,0,44,70,847,386,4,-2,68.11,0,0.866,2.8000000000000003,1.079,107.9,84.42,1,920.0
2002,1,1,12,30,56,0,56,72,856,403,4,-2,67.22,0,0.866,3.0,1.092,107.9,84.38,1,920.0
2002,1,1,13,0,85,0,85,71,861,407,4,-1,67.03,0,0.866,3.2,1.105,104.9,81.37,2,920.0
2002,1,1,13,30,28,0,28,70,854,397,4,-1,67.54,0,0.866,3.3000000000000003,1.1260000000000001,104.9,81.35000000000001,2,920.0
2002,1,1,14,0,148,48,165,70,835,372,7,-1,68.74,0,0.866,3.4000000000000004,1.147,106.4,77.87,3,920.0
2002,1,1,14,30,57,0,57,66,810,335,7,-1,70.59,0,0.866,3.1,1.171,106.4,77.86,3,920.0
2002,1,1,15,0,52,0,52,60,775,286,7,-1,73.03,0,0.866,2.9000000000000004,1.196,104.80000000000001,79.73,3,920.0
2002,1,1,15,30,88,8,90,54,719,227,7,-1,76.02,0,0.866,2.5,1.228,104.80000000000001,85.64,2,920.0
2002,1,1,16,0,31,0,31,44,642,161,7,-1,79.47,0,0.866,2.2,1.26,100.9,90.4,1,920.0
2002,1,1,16,30,17,0,17,32,511,92,7,-1,83.34,4,0.866,2.0,1.309,100.9,90.4,0,920.0
2002,1,1,17,0,5,0,5,17,293,29,7,-2,87.56,4,0.866,1.9000000000000001,1.358,105.60000000000001,91.54,0,920.0
2002,1,1,17,30,0,0,0,0,0,0,7,-2,92.07000000000001,0,0.866,1.8,1.421,105.60000000000001,91.53,0,920.0
2002,1,1,18,0,0,0,0,0,0,0,7,-2,96.82000000000001,0,0.866,1.8,1.484,110.5,89.42,0,920.0
2002,1,1,18,30,0,0,0,0,0,0,7,-2,101.78,0,0.866,1.7000000000000002,1.545,110.5,89.42,0,920.0
