Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,174608,-,-,-,42.13,-121.78,-8,1241,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2018,1,1,0,0,0,0,0,0,0,0,4,1.9000000000000001,160.72,0,0.15,0.5,1.6,164,82.59,4.6000000000000005,877
2018,1,1,0,30,0,0,0,0,0,0,7,1.9000000000000001,160.43,0,0.15,0.6000000000000001,1.6,145,83.75,4.4,877
2018,1,1,1,0,0,0,0,0,0,0,7,1.9000000000000001,158.26,0,0.15,0.6000000000000001,1.6,125,85.13,4.2,877
2018,1,1,1,30,0,0,0,0,0,0,7,1.9000000000000001,154.71,0,0.15,0.8,1.5,118,88.17,3.7,877
2018,1,1,2,0,0,0,0,0,0,0,4,1.7000000000000002,150.28,0,0.15,0.9,1.5,111,90.38,3.1,878
2018,1,1,2,30,0,0,0,0,0,0,4,1.7000000000000002,145.32,0,0.15,1.0,1.4000000000000001,110,93.64,2.6,878
2018,1,1,3,0,0,0,0,0,0,0,4,1.3,140.06,0,0.15,1.1,1.4000000000000001,108,95.25,2.0,878
2018,1,1,3,30,0,0,0,0,0,0,4,1.3,134.62,0,0.15,1.1,1.3,107,99.42,1.4000000000000001,878
2018,1,1,4,0,0,0,0,0,0,0,4,0.9,129.09,0,0.15,1.1,1.3,106,100.0,0.9,878
2018,1,1,4,30,0,0,0,0,0,0,4,0.5,123.53,0,0.15,1.1,1.3,106,100.0,0.5,878
2018,1,1,5,0,0,0,0,0,0,0,0,0.1,117.99000000000001,0,0.15,1.0,1.2000000000000002,106,100.0,0.1,878
2018,1,1,5,30,0,0,0,0,0,0,0,-0.2,112.5,0,0.15,0.9,1.2000000000000002,107,100.0,-0.2,878
2018,1,1,6,0,0,0,0,0,0,0,0,-0.5,107.09,0,0.15,0.9,1.2000000000000002,108,100.0,-0.5,878
2018,1,1,6,30,0,0,0,0,0,0,0,-0.6000000000000001,101.81,0,0.15,0.8,1.1,108,100.0,-0.6000000000000001,878
2018,1,1,7,0,0,0,0,0,0,0,0,-0.7000000000000001,96.68,0,0.15,0.8,1.1,109,100.0,-0.7000000000000001,879
2018,1,1,7,30,0,9,0,0,9,0,0,0.0,91.75,0,0.15,0.9,1.1,108,95.91,0.6000000000000001,879
2018,1,1,8,0,19,363,39,19,363,39,0,0.5,86.85000000000001,0,0.15,1.0,1.1,107,90.87,1.8,879
2018,1,1,8,30,29,591,106,29,591,106,0,0.5,82.55,0,0.15,1.2000000000000002,1.1,107,82.86,3.1,879
2018,1,1,9,0,36,709,177,36,709,177,0,1.0,78.53,0,0.15,1.3,1.1,107,78.3,4.4,880
2018,1,1,9,30,42,778,245,42,778,245,0,1.0,74.89,0,0.15,1.3,1.1,104,73.04,5.4,880
2018,1,1,10,0,49,820,306,49,820,306,0,1.7000000000000002,71.73,0,0.15,1.2000000000000002,1.1,100,71.31,6.5,880
2018,1,1,10,30,52,855,357,52,855,357,0,1.7000000000000002,69.11,0,0.15,1.2000000000000002,1.1,95,65.25,7.800000000000001,880
2018,1,1,11,0,54,878,396,54,878,396,0,2.5,67.09,0,0.15,1.3,1.1,90,63.22,9.1,880
2018,1,1,11,30,55,893,422,55,893,422,0,2.5,65.74,0,0.15,1.3,1.1,86,61.13,9.600000000000001,880
2018,1,1,12,0,55,902,435,55,902,435,0,2.6,65.11,0,0.15,1.4000000000000001,1.0,82,59.08,10.200000000000001,879
2018,1,1,12,30,55,902,433,55,902,433,0,2.6,65.21000000000001,0,0.15,1.3,1.0,81,57.53,10.600000000000001,879
2018,1,1,13,0,54,895,417,54,895,417,0,2.5,66.04,0,0.15,1.3,1.0,81,55.99,10.9,879
2018,1,1,13,30,51,880,387,51,880,387,0,2.5,67.57000000000001,0,0.15,1.2000000000000002,1.0,82,56.370000000000005,10.8,879
2018,1,1,14,0,49,856,345,49,856,345,0,3.1,69.76,0,0.15,1.1,1.0,82,59.59,10.600000000000001,879
2018,1,1,14,30,46,819,292,46,819,292,0,3.1,72.53,0,0.15,1.0,1.0,79,64.12,9.5,879
2018,1,1,15,0,41,764,228,41,764,228,0,3.3000000000000003,75.83,0,0.15,0.8,1.0,77,70.55,8.3,879
2018,1,1,15,30,36,677,158,36,677,158,0,3.3000000000000003,79.58,0,0.15,0.8,1.0,77,70.55,8.3,879
2018,1,1,16,0,28,538,87,28,538,87,0,0.9,83.69,0,0.15,1.2000000000000002,1.0,76,74.68,5.0,879
2018,1,1,16,30,15,250,24,15,250,24,0,0.9,88.03,0,0.15,1.3,1.0,77,80.08,4.0,879
2018,1,1,17,0,0,0,0,0,0,0,0,0.0,93.06,0,0.15,1.3,1.0,79,80.71000000000001,3.0,879
2018,1,1,17,30,0,0,0,0,0,0,0,0.0,98.05,0,0.15,1.2000000000000002,1.0,82,83.62,2.5,879
2018,1,1,18,0,0,0,0,0,0,0,0,-0.6000000000000001,103.22,0,0.15,1.2000000000000002,1.0,85,83.65,1.9000000000000001,879
2018,1,1,18,30,0,0,0,0,0,0,4,-0.6000000000000001,108.54,0,0.15,1.2000000000000002,1.0,89,84.85000000000001,1.7000000000000002,879
2018,1,1,19,0,0,0,0,0,0,0,0,-1.0,113.97,0,0.15,1.1,1.1,93,83.60000000000001,1.5,879
2018,1,1,19,30,0,0,0,0,0,0,0,-1.0,119.48,0,0.15,1.1,1.1,95,84.2,1.4000000000000001,879
2018,1,1,20,0,0,0,0,0,0,0,0,-1.3,125.03,0,0.15,1.1,1.1,98,83.01,1.3,879
2018,1,1,20,30,0,0,0,0,0,0,0,-1.3,130.58,0,0.15,1.0,1.1,99,83.60000000000001,1.2000000000000002,879
2018,1,1,21,0,0,0,0,0,0,0,0,-1.4000000000000001,136.09,0,0.15,1.0,1.1,101,83.43,1.1,879
2018,1,1,21,30,0,0,0,0,0,0,0,-1.4000000000000001,141.48,0,0.15,0.9,1.1,103,82.83,1.2000000000000002,879
2018,1,1,22,0,0,0,0,0,0,0,0,-1.3,146.67000000000002,0,0.15,0.9,1.1,104,82.58,1.3,879
2018,1,1,22,30,0,0,0,0,0,0,0,-1.3,151.5,0,0.15,0.9,1.1,106,82.58,1.3,879
2018,1,1,23,0,0,0,0,0,0,0,7,-1.4000000000000001,155.73,0,0.15,1.0,1.1,107,81.89,1.4000000000000001,879
2018,1,1,23,30,0,0,0,0,0,0,7,-1.4000000000000001,158.95000000000002,0,0.15,1.0,1.1,109,81.89,1.4000000000000001,879
2018,1,2,0,0,0,0,0,0,0,0,7,-1.4000000000000001,160.63,0,0.15,1.0,1.1,111,81.74,1.4000000000000001,879
2018,1,2,0,30,0,0,0,0,0,0,7,-1.4000000000000001,160.37,0,0.15,1.0,1.1,112,83.51,1.1,879
2018,1,2,1,0,0,0,0,0,0,0,7,-1.7000000000000002,158.23,0,0.15,1.0,1.1,112,83.48,0.8,879
2018,1,2,1,30,0,0,0,0,0,0,0,-1.7000000000000002,154.70000000000002,0,0.15,1.0,1.1,112,84.69,0.6000000000000001,879
2018,1,2,2,0,0,0,0,0,0,0,0,-1.8,150.29,0,0.15,1.0,1.1,111,84.87,0.4,879
2018,1,2,2,30,0,0,0,0,0,0,7,-1.8,145.34,0,0.15,1.1,1.1,112,84.25,0.5,879
2018,1,2,3,0,0,0,0,0,0,0,7,-1.7000000000000002,140.09,0,0.15,1.1,1.1,113,84.21000000000001,0.7000000000000001,879
2018,1,2,3,30,0,0,0,0,0,0,4,-1.7000000000000002,134.65,0,0.15,1.1,1.1,114,83.60000000000001,0.8,879
2018,1,2,4,0,0,0,0,0,0,0,4,-1.4000000000000001,129.13,0,0.15,1.1,1.1,116,83.72,1.0,879
2018,1,2,4,30,0,0,0,0,0,0,4,-1.4000000000000001,123.57000000000001,0,0.15,1.1,1.1,117,83.72,1.0,879
2018,1,2,5,0,0,0,0,0,0,0,7,-1.4000000000000001,118.02,0,0.15,1.1,1.1,118,84.83,0.9,879
2018,1,2,5,30,0,0,0,0,0,0,7,-1.4000000000000001,112.53,0,0.15,1.1,1.1,118,84.83,0.9,879
2018,1,2,6,0,0,0,0,0,0,0,7,-1.3,107.12,0,0.15,1.1,1.0,118,85.51,0.9,879
2018,1,2,6,30,0,0,0,0,0,0,7,-1.3,101.83,0,0.15,1.2000000000000002,1.1,118,85.51,0.9,879
2018,1,2,7,0,0,0,0,0,0,0,7,-1.1,96.7,0,0.15,1.2000000000000002,1.1,117,86.24,0.9,879
2018,1,2,7,30,0,0,0,0,0,0,7,-1.1,91.76,0,0.15,1.4000000000000001,1.1,118,80.27,1.9000000000000001,879
2018,1,2,8,0,21,166,30,19,338,38,7,-0.6000000000000001,86.86,86,0.15,1.7000000000000002,1.1,118,77.61,2.9000000000000004,879
2018,1,2,8,30,42,325,84,31,579,106,7,-0.6000000000000001,82.55,100,0.15,1.8,1.1,117,72.33,3.9000000000000004,879
2018,1,2,9,0,59,429,144,38,702,178,7,-0.2,78.51,100,0.15,2.0,1.1,117,69.13,5.0,879
2018,1,2,9,30,71,516,206,44,774,246,7,-0.2,74.87,43,0.15,2.0,1.1,118,64.06,6.1000000000000005,879
2018,1,2,10,0,90,526,255,49,821,307,7,0.1,71.69,0,0.15,2.0,1.1,119,60.07,7.300000000000001,879
2018,1,2,10,30,86,641,315,52,856,358,7,0.1,69.06,0,0.15,2.1,1.1,125,55.370000000000005,8.5,879
2018,1,2,11,0,105,597,338,54,878,397,7,-0.30000000000000004,67.03,0,0.15,2.3000000000000003,1.2000000000000002,131,50.08,9.600000000000001,879
2018,1,2,11,30,120,571,355,56,889,422,7,-0.30000000000000004,65.67,0,0.15,2.2,1.2000000000000002,132,47.74,10.3,878
2018,1,2,12,0,86,726,393,56,896,434,7,-0.1,65.02,4,0.15,2.2,1.2000000000000002,134,46.38,11.0,878
2018,1,2,12,30,79,753,396,55,895,432,7,-0.1,65.11,0,0.15,2.0,1.2000000000000002,135,45.77,11.200000000000001,878
2018,1,2,13,0,114,587,353,55,887,417,7,0.8,65.93,0,0.15,1.8,1.2000000000000002,135,47.910000000000004,11.5,877
2018,1,2,13,30,146,368,287,54,871,388,7,0.8,67.45,0,0.15,1.5,1.2000000000000002,133,49.52,11.0,877
2018,1,2,14,0,117,443,271,52,846,346,7,2.9000000000000004,69.63,0,0.15,1.1,1.2000000000000002,130,59.67,10.4,877
2018,1,2,14,30,95,455,233,48,808,292,7,2.9000000000000004,72.4,0,0.15,1.0,1.2000000000000002,126,64.65,9.200000000000001,877
2018,1,2,15,0,80,395,178,44,751,229,7,2.4000000000000004,75.7,71,0.15,1.0,1.2000000000000002,121,68.15,7.9,877
2018,1,2,15,30,60,331,121,37,665,159,7,2.4000000000000004,79.44,100,0.15,1.0,1.2000000000000002,121,68.15,7.9,877
2018,1,2,16,0,39,243,66,29,524,88,7,0.6000000000000001,83.55,100,0.15,1.2000000000000002,1.2000000000000002,122,69.93,5.7,877
2018,1,2,16,30,14,90,17,16,240,25,7,0.6000000000000001,87.9,71,0.15,1.2000000000000002,1.2000000000000002,124,72.9,5.1000000000000005,877
2018,1,2,17,0,0,0,0,0,0,0,7,0.2,92.92,0,0.15,1.2000000000000002,1.2000000000000002,125,73.12,4.6000000000000005,877
2018,1,2,17,30,0,0,0,0,0,0,7,0.2,97.9,0,0.15,1.1,1.2000000000000002,126,75.19,4.2,877
2018,1,2,18,0,0,0,0,0,0,0,7,0.0,103.08,0,0.15,1.1,1.2000000000000002,127,75.94,3.9000000000000004,877
2018,1,2,18,30,0,0,0,0,0,0,7,0.0,108.4,0,0.15,1.0,1.2000000000000002,128,77.02,3.7,877
2018,1,2,19,0,0,0,0,0,0,0,7,-0.1,113.83,0,0.15,0.9,1.2000000000000002,129,77.64,3.4000000000000004,877
2018,1,2,19,30,0,0,0,0,0,0,7,-0.1,119.34,0,0.15,0.9,1.2000000000000002,129,79.86,3.0,877
2018,1,2,20,0,0,0,0,0,0,0,7,-0.6000000000000001,124.88000000000001,0,0.15,0.9,1.2000000000000002,129,80.09,2.5,877
2018,1,2,20,30,0,0,0,0,0,0,7,-0.6000000000000001,130.44,0,0.15,0.9,1.2000000000000002,130,82.4,2.1,877
2018,1,2,21,0,0,0,0,0,0,0,7,-1.0,135.94,0,0.15,0.9,1.2000000000000002,130,81.7,1.8,877
2018,1,2,21,30,0,0,0,0,0,0,4,-1.0,141.34,0,0.15,0.9,1.2000000000000002,131,82.88,1.6,877
2018,1,2,22,0,0,0,0,0,0,0,0,-1.3,146.53,0,0.15,0.9,1.2000000000000002,131,82.3,1.4000000000000001,877
2018,1,2,22,30,0,0,0,0,0,0,0,-1.3,151.36,0,0.15,0.9,1.2000000000000002,131,83.49,1.2000000000000002,877
2018,1,2,23,0,0,0,0,0,0,0,0,-1.6,155.59,0,0.15,0.9,1.2000000000000002,131,83.0,1.0,877
2018,1,2,23,30,0,0,0,0,0,0,7,-1.6,158.82,0,0.15,0.8,1.2000000000000002,131,83.60000000000001,0.9,877
2018,1,3,0,0,0,0,0,0,0,0,7,-1.8,160.52,0,0.15,0.8,1.2000000000000002,131,83.08,0.7000000000000001,876
2018,1,3,0,30,0,0,0,0,0,0,7,-1.8,160.29,0,0.15,0.8,1.1,129,84.28,0.5,876
2018,1,3,1,0,0,0,0,0,0,0,7,-2.1,158.19,0,0.15,0.8,1.1,127,83.31,0.4,876
2018,1,3,1,30,0,0,0,0,0,0,7,-2.1,154.69,0,0.15,0.8,1.1,124,82.71000000000001,0.5,876
2018,1,3,2,0,0,0,0,0,0,0,7,-2.2,150.29,0,0.15,0.9,1.1,120,81.92,0.5,876
2018,1,3,2,30,0,0,0,0,0,0,7,-2.2,145.36,0,0.15,0.9,1.1,118,81.33,0.6000000000000001,876
2018,1,3,3,0,0,0,0,0,0,0,7,-2.4000000000000004,140.11,0,0.15,0.9,1.1,116,80.24,0.6000000000000001,876
2018,1,3,3,30,0,0,0,0,0,0,7,-2.4000000000000004,134.68,0,0.15,1.0,1.1,118,80.24,0.6000000000000001,876
2018,1,3,4,0,0,0,0,0,0,0,7,-2.7,129.15,0,0.15,1.0,1.1,119,79.09,0.5,876
2018,1,3,4,30,0,0,0,0,0,0,7,-2.7,123.60000000000001,0,0.15,1.0,1.1,119,79.09,0.5,876
2018,1,3,5,0,0,0,0,0,0,0,7,-3.1,118.05,0,0.15,1.1,1.1,120,77.48,0.4,875
2018,1,3,5,30,0,0,0,0,0,0,7,-3.1,112.55,0,0.15,1.1,1.1,119,80.33,-0.1,875
2018,1,3,6,0,0,0,0,0,0,0,7,-3.8000000000000003,107.14,0,0.15,1.1,1.1,118,78.95,-0.6000000000000001,875
2018,1,3,6,30,0,0,0,0,0,0,7,-3.8000000000000003,101.85000000000001,0,0.15,1.1,1.1,119,78.95,-0.6000000000000001,875
2018,1,3,7,0,0,0,0,0,0,0,7,-4.1000000000000005,96.71000000000001,0,0.15,1.2000000000000002,1.1,119,77.45,-0.6000000000000001,875
2018,1,3,7,30,0,0,0,0,0,0,7,-4.1000000000000005,91.77,0,0.15,1.5,1.1,119,71.51,0.5,875
2018,1,3,8,0,18,8,18,20,320,38,7,-3.8000000000000003,86.85000000000001,86,0.15,1.7000000000000002,1.1,120,66.94,1.7000000000000002,875
2018,1,3,8,30,45,27,49,33,555,105,6,-3.8000000000000003,82.53,100,0.15,1.8,1.1,116,61.9,2.8000000000000003,875
2018,1,3,9,0,75,48,85,41,676,176,6,-3.3000000000000003,78.49,100,0.15,1.8,1.1,113,59.86,3.8000000000000003,875
2018,1,3,9,30,98,54,112,48,754,245,6,-3.3000000000000003,74.84,43,0.15,1.8,1.1,112,55.82,4.800000000000001,875
2018,1,3,10,0,116,29,125,53,805,306,7,-2.2,71.65,0,0.15,1.7000000000000002,1.1,111,56.46,5.800000000000001,875
2018,1,3,10,30,140,77,168,57,838,357,7,-2.2,69.0,0,0.15,1.7000000000000002,1.1,114,53.370000000000005,6.6000000000000005,874
2018,1,3,11,0,141,417,304,60,855,395,7,-1.1,66.96000000000001,0,0.15,1.7000000000000002,1.2000000000000002,116,54.95,7.4,874
2018,1,3,11,30,151,390,312,63,864,420,4,-1.1,65.59,0,0.15,1.6,1.2000000000000002,119,53.120000000000005,7.9,874
2018,1,3,12,0,162,379,323,65,864,431,7,-0.1,64.93,0,0.15,1.5,1.2000000000000002,121,55.300000000000004,8.3,873
2018,1,3,12,30,171,283,291,67,860,430,7,-0.1,65.01,0,0.15,1.4000000000000001,1.2000000000000002,123,55.300000000000004,8.3,873
2018,1,3,13,0,177,98,217,66,846,413,7,1.0,65.82000000000001,0,0.15,1.3,1.2000000000000002,124,59.910000000000004,8.3,873
2018,1,3,13,30,168,171,234,65,826,383,7,1.0,67.33,0,0.15,1.2000000000000002,1.2000000000000002,124,61.97,7.800000000000001,873
2018,1,3,14,0,130,281,228,63,793,341,7,1.6,69.5,7,0.15,1.1,1.2000000000000002,125,67.48,7.2,873
2018,1,3,14,30,71,653,270,59,748,287,7,1.6,72.27,43,0.15,1.0,1.2000000000000002,127,70.79,6.5,873
2018,1,3,15,0,54,683,224,54,683,224,0,1.3,75.56,46,0.15,1.0,1.2000000000000002,129,72.33,5.9,873
2018,1,3,15,30,60,368,128,45,590,155,4,1.3,79.3,93,0.15,1.0,1.2000000000000002,129,72.33,5.9,873
2018,1,3,16,0,39,214,64,34,443,85,4,0.6000000000000001,83.41,100,0.15,0.9,1.1,135,77.25,4.2,873
2018,1,3,16,30,15,124,20,17,184,24,7,0.6000000000000001,87.76,71,0.15,0.9,1.1,137,80.01,3.7,873
2018,1,3,17,0,0,0,0,0,0,0,7,0.2,92.77,0,0.15,1.0,1.1,138,79.91,3.3000000000000003,872
2018,1,3,17,30,0,0,0,0,0,0,7,0.2,97.76,0,0.15,1.0,1.1,139,80.48,3.2,872
2018,1,3,18,0,0,0,0,0,0,0,7,0.0,102.93,0,0.15,1.0,1.1,140,80.7,3.0,872
2018,1,3,18,30,0,0,0,0,0,0,6,0.0,108.25,0,0.15,1.0,1.1,143,81.27,2.9000000000000004,872
2018,1,3,19,0,0,0,0,0,0,0,6,-0.1,113.68,0,0.15,1.1,1.1,146,81.08,2.8000000000000003,872
2018,1,3,19,30,0,0,0,0,0,0,6,-0.1,119.19,0,0.15,1.1,1.1,151,81.66,2.7,872
2018,1,3,20,0,0,0,0,0,0,0,6,-0.2,124.74000000000001,0,0.15,1.1,1.1,157,81.89,2.6,872
2018,1,3,20,30,0,0,0,0,0,0,6,-0.2,130.29,0,0.15,1.1,1.2000000000000002,160,82.57000000000001,2.5,873
2018,1,3,21,0,0,0,0,0,0,0,7,0.0,135.8,0,0.15,1.0,1.3,162,84.03,2.4000000000000004,873
2018,1,3,21,30,0,0,0,0,0,0,7,0.0,141.19,0,0.15,1.0,1.4000000000000001,157,84.03,2.4000000000000004,873
2018,1,3,22,0,0,0,0,0,0,0,7,0.4,146.38,0,0.15,0.9,1.5,152,86.3,2.5,873
2018,1,3,22,30,0,0,0,0,0,0,7,0.4,151.22,0,0.15,1.0,1.6,145,85.69,2.6,873
2018,1,3,23,0,0,0,0,0,0,0,7,1.0,155.45000000000002,0,0.15,1.1,1.7000000000000002,138,88.32000000000001,2.7,872
2018,1,3,23,30,0,0,0,0,0,0,7,1.0,158.69,0,0.15,1.2000000000000002,1.7000000000000002,137,88.32000000000001,2.7,872
2018,1,4,0,0,0,0,0,0,0,0,6,1.3,160.41,0,0.15,1.3,1.6,136,89.68,2.8000000000000003,872
2018,1,4,0,30,0,0,0,0,0,0,9,1.3,160.21,0,0.15,1.3,1.6,136,89.05,2.9000000000000004,872
2018,1,4,1,0,0,0,0,0,0,0,9,1.4000000000000001,158.14000000000001,0,0.15,1.4000000000000001,1.5,137,88.97,3.0,872
2018,1,4,1,30,0,0,0,0,0,0,9,1.3,154.67000000000002,0,0.15,1.5,1.5,138,88.87,3.0,871
2018,1,4,2,0,0,0,0,0,0,0,7,1.4000000000000001,150.29,0,0.15,1.5,1.5,139,88.36,3.1,871
