,Path3,Path8,Path14,Path65,Path66
0,251.94350495914864,0.0,0.0,0.0,2491.251954900852
1,277.16351207498377,0.0,0.0,0.0,2306.558863880259
2,324.84013163074934,0.0,0.0,0.0,2059.1898385543627
3,294.65852344675136,0.0,0.0,0.0,1543.4706960070057
4,336.163907654987,0.0,0.0,0.0,1058.1450492360627
5,279.27440567104134,0.0,0.0,0.0,1022.929849246794
6,233.5078008026453,0.0,0.0,0.0,1200.0328367827879
7,331.4789171363553,0.0,0.0,0.0,1433.692751254715
8,454.67054154461925,0.0,0.0,0.0,1301.2282421647042
9,291.44947631776125,0.0,0.0,0.0,1143.7863809651853
10,399.21530159661773,0.0,0.0,0.0,1579.969106959532
11,419.59620151196646,0.0,0.0,0.0,1890.6617584707815
12,521.391979461072,0.0,0.0,0.0,2034.0679794243092
13,629.1013117477772,0.0,0.0,0.0,1966.8419610670144
14,612.8289825327065,0.0,0.0,0.0,1508.3074809752222
15,638.0337731565195,0.0,0.0,0.0,1327.6042148058666
16,635.6534197694782,0.0,0.0,0.0,1047.734751997449
17,387.38963709837867,0.0,0.0,0.0,1748.577297326051
18,134.7873772167759,0.0,0.0,0.0,2514.2782773185036
19,228.6769048673777,0.0,0.0,0.0,3369.9433355312317
20,151.21242558418774,0.0,0.0,0.0,3301.982406536341
21,160.29381963996818,0.0,0.0,0.0,2903.868124925693
22,324.04000922583407,0.0,0.0,0.0,2610.9341582509205
23,483.11914169695547,0.0,0.0,0.0,2441.1933852613074
24,641.7296055166946,0.0,0.0,409.6611148810583,1413.4766195309526
25,705.9679164832636,0.0,0.0,162.49697130273842,1199.1906203067801
26,827.4058486294084,0.0,0.0,16.071727809838,1369.880263034211
27,750.5297588214296,0.0,0.0,24.220772582309213,1177.2218112766714
28,856.2488319886011,0.0,0.0,32.36981894825997,948.356529391786
29,711.3446096228838,0.0,0.0,40.51886372073119,955.3040177006081
30,594.7717085163584,0.0,0.0,48.66790849320241,1037.6716784488979
31,844.3156126033326,0.0,0.0,56.81695326567342,1064.9097687194048
32,1158.0991036573869,0.0,0.0,65.2689025626313,1204.6655219284694
33,742.3559400579522,0.0,0.0,69.82956846532782,1503.5847242072641
34,1016.8481146254012,0.0,0.0,76.73175693345192,1809.4173495824684
35,1068.760652973523,0.0,0.0,77.74138556575716,2117.6664823013525
36,1328.0464179990458,0.0,0.0,77.8943596009551,2231.0059462752315
37,1602.3946983010978,0.0,0.0,78.34716274514052,2061.0670212696264
38,1560.947170571743,0.0,0.0,78.36093040830823,1881.4316668660053
39,1625.1467233515343,0.0,0.0,74.34536198436626,1878.7056330997862
40,1619.0836845750273,0.0,0.0,70.61279552554063,1999.2667705738704
41,986.7267625601509,0.0,0.0,78.34716274514052,1783.5348276120096
42,343.31923112674235,0.0,0.0,628.9673502863279,2255.9440163600743
43,582.4668509518257,0.0,0.0,909.4655195291233,2552.4539452022077
44,385.15575241797745,0.0,0.0,806.2777387384756,2486.6207694250875
45,408.2871263579509,0.0,0.0,588.3162145288197,2412.734398996599
46,825.3678431830898,0.0,0.0,420.77966213490674,2153.117327854539
