,index,Path66,Path46_SCE,Path61,Path42,Path24,Path45
0,867240,45806.25070184301,11614.639100968434,32461.769176015492,3254.331631937601,0.0,0.0
1,867264,41040.00828583589,9562.682638079357,23717.308835241696,0.0,0.0,0.0
2,867288,69411.08532678647,2390.7243682909248,29563.104011577456,3346.639753029691,0.0,0.0
3,867312,26704.13513713912,5198.853583344906,33797.94933241398,3243.6008268450805,0.0,0.0
4,867336,71300.24239199559,6364.102940801822,21071.44195726271,14.036182602083272,0.0,0.0
5,867360,64971.884361273536,557.9775440754092,27865.511148093705,289.64044529697276,0.0,0.0
6,867384,62704.452105579214,122.24915471573331,29394.96372751545,0.0,0.0,0.0
7,867408,45802.72544456592,7324.536370899179,27288.092308395077,0.0,0.0,3738.722283887554
8,867432,25341.030486973017,8001.535414999988,27575.834294236265,117.32995258789606,0.0,0.0
9,867456,38184.060186333154,715.3826688662666,25972.417066948557,0.0,0.0,116.14043146876949
10,867480,22589.780304164913,5810.462870777126,34725.69194013646,2285.3141396721567,0.0,883.8363019249491
11,867504,48368.236911378626,3091.565213721322,19799.66599075553,0.0,0.0,436.20459664554596
12,867528,19903.518510697973,6354.551706599428,29513.244417847247,4409.993003188796,0.0,0.0
13,867552,22752.084876223253,1237.0275598968583,33106.04246276911,0.0,0.0,1515.5364188740857
14,867576,40633.72399201359,3209.2891494478463,27859.912680819503,2621.7225996317725,0.0,2948.4683855079634
15,867600,31458.723045626357,6316.191894338037,26386.632733881423,502.48995803488583,0.0,0.0
16,867624,38459.35202324202,6806.964630889997,27927.77536404471,4693.441383602872,0.0,0.0
17,867648,44134.123549976386,12921.52375150859,25846.3125280712,2061.274380544216,0.0,0.0
18,867672,30102.53233819282,15218.628885102607,19771.003398733497,2427.246790991235,0.0,0.0
19,867696,33051.307443533944,18656.29651483085,20640.602452844454,263.03670438435915,0.0,128.86516756976053
20,867720,59958.74977263379,19534.7838702042,14165.332029074798,37.63084610900614,0.0,180.5649106078202
21,867744,29144.535975764513,22744.880358999293,19823.67301503533,0.0,0.0,1921.657297595837
22,867768,51255.92499702016,32389.314957919538,12927.92979612551,124.98286868489981,0.0,1372.6298057539425
23,867792,72175.72045314098,28366.15568236045,28979.9380702809,251.0446439727657,236.924879459903,1445.2441361899234
24,867816,66912.57223943717,11171.525620838653,18176.635890582627,0.0,0.0,0.0
25,867840,82992.43200352413,9589.23696644846,8555.507392444637,402.7264755038907,0.0,0.0
26,867864,51650.182706500236,11634.925804412816,20926.140157592115,4314.866114771829,0.0,0.0
27,867888,79708.3719598721,2910.9611732827343,21675.705563165735,506.83682680976017,0.0,0.0
28,867912,79450.33027738403,8779.492649626345,22874.136953000896,134.37393515705753,0.0,0.0
29,867936,56849.38954520646,11036.788649977307,21144.104571146338,3889.594632215383,0.0,0.0
30,867960,30710.13509117352,13846.903853640528,34367.55007110647,4426.841349228562,0.0,0.0
31,867984,35533.521843035545,8954.987760180886,26936.161932057636,3082.4883276686287,881.601437412542,0.0
32,868008,29421.56274923658,3385.7321686011237,30449.161723228786,2622.4490854399864,669.1702895757608,865.254370382991
33,868032,46411.73646149978,3173.1085557705355,24813.538582958092,3288.9312865133356,598.6715973071875,2120.6282662918475
34,868056,58421.67626390069,10331.793963843505,26952.742533250075,4166.494016117113,1276.115128090788,0.0
35,868080,50496.94500808511,7972.744047819184,20734.486262007827,3889.7407728274893,902.3575940932642,1721.1826955476065
36,868104,64551.487359783234,12350.134854409129,20287.443809177086,4087.041577879726,1089.7844558593208,1873.766469170984
37,868128,34371.515808457254,5760.468331319975,24531.416259852223,1274.820884267302,432.0394851660262,239.14245289547864
38,868152,54539.03152710712,13948.020191172085,26822.99092098205,817.1817227460992,533.257357478393,0.0
39,868176,46467.55339159246,7582.64571565496,29682.4763108485,2340.382354706835,223.96056950442443,0.0
40,868200,51482.38448343035,13406.346376067813,23086.481292513476,4229.419910104181,449.0197137143232,682.6981823897011
41,868224,26207.899635444806,15541.89869391194,35899.8521008961,2511.0571336483517,138.38214607256776,1072.287189883878
42,868248,61649.27667196165,14370.604594082004,23954.11706743302,384.83056192137246,1286.6831573786726,1982.8715945169197
43,868272,37770.95198722956,13919.171204860972,28621.06875304038,1209.8317251707588,248.05924619578505,566.6256278687741
44,868296,60509.18965458052,8273.60108795824,28060.909733854067,2941.6046286150595,721.9017456206358,2116.5251802030207
45,868320,80210.33220368257,24446.92727799883,23071.00243357291,0.0,1169.2897414218137,332.8089426496527
46,868344,33493.08215559424,20124.562804321853,24683.819980906774,3493.723049389553,111.72446463075872,0.0
47,868368,32804.67206989694,8896.874014519748,24283.690585060605,4767.148650661189,314.37179650362214,521.9934254645675
48,868392,39330.104518180335,11248.434216992742,24945.784444769524,591.5532893579257,440.38523687167924,0.0
49,868416,58427.47273972236,18202.257525576908,29083.672622775863,4859.562663069296,358.55095097666344,868.710749186702
50,868440,15929.213213399318,13681.275200264767,30190.34724055735,1886.1769033647029,690.0458666669101,270.87768327955206
51,868464,48540.548229642685,14111.44669569839,34419.36611905309,5366.959724232716,981.3875226290818,947.8691121327238
52,868488,56202.878711854864,13572.086905975451,24823.070233381142,3930.8236554891687,1187.9665068921256,737.0789894897323
53,868512,56198.167098461665,11216.706465454079,20119.29492889239,4805.143361566971,941.7351562538554,3580.172134963989
54,868536,64553.54290006049,4008.1276716171415,22353.831252643096,3934.34630492986,1187.0856537405798,3032.3478995861205
55,868560,78969.7750592944,4909.220632040369,26640.618800736684,307.57382004817396,1085.599183904974,1088.9224955516538
56,868584,65880.85630975508,8786.296436848339,25988.81920225684,3286.8743846995467,1157.934460153476,934.7541043779872
57,868608,90435.60784505337,7845.723394020624,16855.60199426655,976.9421596162151,1142.3084629618947,855.8599088530897
58,868632,52667.272645980185,13573.72518692739,19124.812219335934,6316.412806285736,712.9893500852671,299.02363887035614
59,868656,83557.90580249135,2750.833073900101,27960.797015001248,1237.8523676748143,0.0,4964.997546382623
60,868680,61010.27759518643,6421.02456333633,23141.8357578669,0.0,0.0,5595.4264043079
61,868704,39031.66007459385,0.0,7720.196093232149,0.0,251.42450185478376,3748.2586925656105
62,868728,46025.4370881481,4449.791942814785,9418.60333854477,0.0,83.88551043234956,1879.6261268369299
63,868752,30421.59511381165,8147.249465644118,14877.797362143569,0.0,0.0,1746.720431105943
64,868776,53700.300565935664,13154.175707587241,15068.983950233025,0.0,0.0,4660.727668480283
65,868800,27262.06763060458,11249.23902909795,26641.37282946684,0.0,0.0,654.0168775700362
66,868824,9802.284449851166,10096.481125133609,27788.38833705814,0.0,0.0,2078.9642304876165
67,868848,63171.928734086294,11824.216066278526,21248.182869362492,0.0,0.0,5552.460966194162
68,868872,11638.458030053585,9112.001454572794,23918.08071909679,0.0,0.0,3405.6328469291393
69,868896,17048.671483046724,4102.6554190212155,19238.797454240324,1636.8134593459324,0.0,1723.381255435822
70,868920,10384.029752566417,184.0436228895378,34930.56563957132,0.0,0.0,2320.5737135385907
71,868944,7851.949631480014,35210.92460667592,14375.998308023536,0.0,0.0,2142.0656040193207
72,868968,49145.02343447222,39628.52839800061,28536.546552322674,223.39007226149783,424.0517112416169,3092.9317659797885
73,868992,24365.192641920556,18668.245392472225,30486.43034947695,0.0,0.0,761.3478932897345
74,869016,30798.989883423623,14674.375042105647,15470.694579759409,0.0,0.0,2816.484216887738
75,869040,60540.436514039364,13519.14531805567,13008.425888480942,0.0,0.0,5733.040185710714
76,869064,47287.51160261424,22369.337127605526,32799.04845435597,1811.118189697868,0.0,1380.2161684641428
77,869088,55130.114628551186,19312.93639916741,22873.679578928044,0.0,0.0,3950.3881697314664
78,869112,20202.386733634266,21261.596272939532,27875.23474076967,2673.4209504970877,0.0,2606.652294007502
79,869136,37054.72670033414,22121.115002013197,26002.07806064631,0.0,29.88040655734474,4846.347261495655
80,869160,53715.851510970446,22141.503895830043,26284.3420354343,0.0,0.0,3517.885295840406
81,869184,21849.497814132486,21689.320985768984,11503.750597697355,0.0,0.0,4232.691887976017
82,869208,25325.323686736585,18397.23073406632,20501.77014728357,0.0,0.0,3952.4779612601797
83,869232,48304.521718856915,20925.468902966895,29626.9182236181,0.0,0.0,1811.6616304737067
84,869256,87564.11611191102,28944.035843032507,32584.131300292258,5755.044521793519,0.0,6679.683416694886
85,869280,49764.14684460788,22556.503993391867,28118.32800562423,1202.2647603589157,0.0,4369.476850277735
86,869304,72588.74869140773,22708.565104285248,33372.717687689714,2194.759444121345,0.0,4230.572215320575
87,869328,45132.46105220455,29436.123352023315,31840.547089155498,0.0,0.0,1890.1803610515908
88,869352,0.0,52378.244757967215,27048.84450013972,7427.3084029444,0.0,113.70164170295251
89,869376,87060.69385433802,43219.74320925952,31786.20701438342,5596.462528344224,0.0,0.0
90,869400,56545.4641245697,36021.75527105914,14651.663302372977,2896.182896858998,1433.7350208948135,0.0
91,869424,66664.80391414446,38204.04234622046,0.0,2904.3368455910795,0.0,0.0
92,869448,53562.815196158124,40119.27365564406,16160.566923656223,2404.952365991277,795.6269697401746,0.0
93,869472,39472.07351305021,25047.262177075434,625.9932885528524,3961.9029366655636,1158.955272487758,0.0
94,869496,47765.5289063393,35769.18131697764,6195.085166154107,3813.296380271934,0.0,0.0
95,869520,18918.534514199924,30283.19239564453,0.0,3866.090524484808,1450.3424055589687,561.1979558203726
96,869544,8631.74093330495,27233.17112760323,16906.74735935412,0.0,620.2254359075871,0.0
97,869568,37568.782220704816,31544.240404450215,16824.983339569808,3530.899062834424,1635.451811784809,756.4237354314556
98,869592,78587.82801701083,27795.989181074554,20581.780327648212,3120.529266292031,0.0,0.0
99,869616,6274.114502643075,24859.560870545763,14660.089954202616,0.0,0.0,240.10612828292204
100,869640,5993.191461363442,26455.40189971929,13088.940723940083,2451.519393615384,0.0,0.0
101,869664,7848.31303941262,20821.41884358183,17748.092547611785,431.8457096011095,84.42173117846909,0.0
102,869688,6738.888220536501,35577.86393346562,19006.40320366661,0.0,0.0,0.0
103,869712,44352.83939568562,34362.75964128785,19988.681668530007,2951.9803537323655,1195.5651669655579,0.0
104,869736,36079.36320541662,30308.46667852853,12895.671010658574,3003.098110656469,519.7047462951423,0.0
105,869760,16277.85520152447,31635.62827652513,0.0,0.0,345.1283397167186,0.0
106,869784,38231.993761474885,33690.16411307953,20367.157091105924,0.0,0.0,0.0
107,869808,46858.00384553149,24737.257080098658,17453.455769834916,3623.932999067655,1078.846420915644,0.0
108,869832,13323.070822528784,24546.320757561334,15249.281352124075,0.0,0.0,0.0
109,869856,5344.6239334575075,17758.846706775323,15750.824197571172,4034.3285962360724,0.0,0.0
110,869880,27093.57409088945,33503.72741194686,13434.026854100524,0.0,0.0,0.0
111,869904,33277.62201478648,30244.145399163466,17168.76911646469,3499.790885646941,271.07945259287465,0.0
112,869928,38574.338117126594,29114.220452293077,14102.40799085405,3519.017592551809,0.0,0.0
113,869952,52476.70219609464,33284.52573198884,0.0,3512.9357895512985,1112.2277077140436,0.0
114,869976,60478.297875844015,26224.761911649206,18959.476289974165,2239.3723131943907,1101.3059604697678,0.0
115,870000,60603.289078739035,34698.21900536865,14296.013741196239,4123.41908444191,1281.7720344270303,0.0
116,870024,42131.14084466183,28035.219220835897,15447.827788296901,3422.1328888621665,1447.6494406592915,0.0
117,870048,82982.57605369008,25344.7854291658,14260.032685257062,3513.4589464908763,0.0,0.0
118,870072,56295.68510918575,39169.142438711526,14131.472548351832,5028.859738138861,1434.9141769760513,667.4858009217317
119,870096,76686.44302816449,30371.657569952768,14700.789820266373,5460.213483756548,0.0,1363.7705047844606
120,870120,74228.39905592357,25979.659425846505,14026.359819309637,5910.954795335749,1558.4347585241026,6470.084926936938
121,870144,80616.87470142326,32800.42321950066,16366.763224856113,8857.773265363609,1267.530304312974,5266.771784981344
122,870168,36710.06390836437,36623.20283510539,0.0,6013.779938393915,668.6056861393956,958.4039048555358
123,870192,32141.30750606597,25578.34291375069,0.0,4129.230653559869,1438.5603404498606,699.3884803517731
124,870216,49216.03755749874,11203.320927008599,18786.564177602457,4997.725366841022,726.6427004085965,1860.2138399379185
125,870240,60433.807216281755,24303.821756841036,18013.017044176944,7740.863075519227,1538.358615001834,3244.020811374573
126,870264,1751.5450745093044,21566.952219310337,0.0,4170.5511132136135,443.9649896702115,0.0
127,870288,37938.66454534582,33886.76482186595,15794.096235358298,3000.87834951324,487.6369632698819,2792.328122659286
128,870312,752.8928303941402,38205.06702221441,0.0,1029.7227425606188,0.0,0.0
129,870336,30611.46916593525,32498.56181572736,0.0,3966.8459025729335,0.0,0.0
130,870360,10346.198395342646,31614.051662231963,0.0,3480.5979672132853,637.8614309921323,0.0
131,870384,38234.70816793147,26429.646475614987,12349.01485406557,1779.650223145171,1241.7150227169063,0.0
132,870408,32306.237388829228,30105.116345911745,0.0,4158.317766141172,1299.666836316726,0.0
133,870432,31454.35688389009,30358.32600969764,18692.60948614454,3854.5880232859645,0.0,0.0
134,870456,67664.85153867654,34262.53390245576,18043.146382188646,4836.687369821234,1342.242405907655,4856.076183620576
135,870480,70112.10978904694,11692.458212426907,15433.811139707293,0.0,0.0,1245.5103908676506
136,870504,66178.5048048416,21163.891513079358,11704.838675134435,3686.8780525735583,1711.143517801655,1740.3048294707366
137,870528,69194.2731620133,26183.72785487592,15672.122077095117,4356.878247610897,1370.1180973596909,0.0
138,870552,66015.87083763172,23676.020701208054,11544.556038322278,3760.0376434544705,0.0,2388.2583123222976
139,870576,64844.306686815486,27305.871502206966,17167.335843936744,1257.7463324683056,519.8247556804331,0.0
140,870600,75360.74660703422,30651.400705841428,17847.14518832073,5251.2747755754945,0.0,6833.630992677592
141,870624,52608.21042599308,32858.27627012115,13295.98917976411,3646.3074785117806,0.0,374.1656093949404
142,870648,62512.41356810335,29557.566161648167,15395.830774061946,3534.626852511495,0.0,1450.1947985912652
143,870672,67889.14720078635,18332.887144447166,13215.353885907145,5969.3080428849125,0.0,1233.9386460386338
144,870696,84604.2622344081,27620.13348736709,15306.820421175154,2257.054290242836,0.0,601.1339894998123
145,870720,84447.0694534757,17724.652955603113,14134.532260615386,2655.1172158683307,489.7012925737085,1776.5017849015046
146,870744,74608.64767152519,10258.73274767131,16101.010912903406,4774.831217748377,0.0,7665.026435151396
147,870768,72314.36679590844,20730.100516729588,19279.68713626235,3803.2151263944365,0.0,4498.09944548263
148,870792,74898.41264957172,25733.936348366537,3522.8155180192744,3692.3404928428363,1342.1375344774297,5559.882312121964
149,870816,70505.03986235877,18911.403530058666,12630.154270502026,2719.3239434425946,1159.8873236062354,4918.392943644698
