,index,Path3,Path8,Path14,Path65,Path66
0,867240,3318.055531193736,24845.02775133396,9978.847308273316,0.0,0.0
1,867264,0.0,26450.05573196149,6035.883505148702,0.0,0.0
2,867288,0.0,17877.430800994043,8342.151244654495,0.0,0.0
3,867312,0.0,33457.547422695265,17563.022114739528,7611.367973631386,0.0
4,867336,0.0,25882.58472841771,6388.816110445932,0.0,0.0
5,867360,0.0,17694.263570398645,0.0,0.0,0.0
6,867384,9744.358581742676,25053.639166351375,961.616875392092,0.0,0.0
7,867408,28721.500870543518,26259.54241030727,15439.084854116209,4146.860109589854,0.0
8,867432,17412.509553155138,29344.6478291657,21881.724311656813,0.0,0.0
9,867456,10966.4903881824,22184.671969250434,15503.312978408794,4173.7246668655225,0.0
10,867480,17671.20572515038,21728.110182251396,23440.387608207282,13286.20969829085,0.0
11,867504,0.0,14277.74669624839,0.0,0.0,0.0
12,867528,7380.0283550133345,18063.12519464325,19769.88092654778,1390.7758359998152,0.0
13,867552,14988.12246126019,26491.295833918255,6296.046602625618,0.0,0.0
14,867576,559.4723234995527,20637.90482624167,5492.315756034688,5720.34021732855,0.0
15,867600,0.0,29310.49450078133,4880.8926272963,0.0,0.0
16,867624,12234.060839018231,20798.474159468435,7401.197059448923,6238.383362153469,0.0
17,867648,22764.783910187383,27341.651829580805,15046.694718518462,32467.223964533918,0.0
18,867672,13228.592675878259,25827.624112915397,19840.97145174828,25115.81400245142,0.0
19,867696,12956.674490883512,24931.93396505071,2695.2313235993197,12727.993976872207,0.0
20,867720,0.0,16871.329749588855,0.0,0.0,0.0
21,867744,0.0,30985.86894176407,12311.834879706767,0.0,0.0
22,867768,0.0,25082.560137653418,12631.443331800463,0.0,0.0
23,867792,0.0,25878.815646687744,0.0,0.0,0.0
24,867816,0.0,18195.661602272918,0.0,0.0,0.0
25,867840,0.0,11581.39340794992,5423.038808969861,0.0,0.0
26,867864,0.0,19827.15727978124,18061.95488853733,13424.135426133156,0.0
27,867888,0.0,25790.282820974015,1616.1051985789966,0.0,0.0
28,867912,0.0,19429.629195342328,0.0,0.0,0.0
29,867936,14359.685866566757,18210.938316198975,8900.727161603609,0.0,0.0
30,867960,32420.129431554305,25648.916252236577,13254.539167961537,14589.035335147059,0.0
31,867984,15320.81538753866,19862.288677212622,18856.994568490038,21664.647188241626,0.0
32,868008,20905.723045619423,14305.988153359358,12039.644749867626,14906.371307616499,0.0
33,868032,0.0,18042.465826832078,15650.496844236388,0.0,0.0
34,868056,0.0,25063.72311954419,23354.74439352171,5494.111914103857,0.0
35,868080,0.0,29234.518185277135,9469.963125629143,0.0,0.0
36,868104,0.0,17210.402762229587,19561.76138516512,0.0,0.0
37,868128,17276.347946493534,17815.668079944564,7865.429830734026,0.0,0.0
38,868152,227.09587300889416,20845.628479758252,20895.111995622974,0.0,0.0
39,868176,0.0,8205.80238925631,11124.44530937087,0.0,0.0
40,868200,0.0,21826.714513362444,19026.404617080818,14891.705617644633,0.0
41,868224,21998.9654866732,26153.269240009296,31049.719660766525,7339.696722388256,0.0
42,868248,0.0,20526.855163126347,11306.874025101011,0.0,0.0
43,868272,14856.801871653402,29530.424557905942,13320.25460139165,1653.1231180843752,0.0
44,868296,0.0,35873.85981913128,17540.36183899402,0.0,0.0
45,868320,0.0,26537.09729614529,15949.904763184813,0.0,0.0
46,868344,0.0,24484.870106227907,17312.940004325425,11361.207318015484,0.0
47,868368,6975.614437196154,14237.984125559342,13051.126320385436,14127.917791239419,0.0
48,868392,14512.049913716255,23491.706222299803,22750.66248029473,2339.888957713786,0.0
49,868416,5410.317335118937,21845.449709129018,1238.8299607383233,0.0,0.0
50,868440,23030.77462878472,24948.0573287904,15598.585097622832,22894.240833027474,0.0
51,868464,17505.47311926741,23010.3213943832,8825.150560470176,0.0,0.0
52,868488,0.0,32260.581893283623,1530.0462549137965,0.0,0.0
53,868512,0.0,29793.13369498855,7030.317377164125,0.0,0.0
54,868536,0.0,30788.89720098398,16212.176983866335,3305.7972094421025,0.0
55,868560,0.0,33052.83370860244,9992.418396224213,0.0,0.0
56,868584,0.0,20753.48783403135,17375.39615521973,0.0,0.0
57,868608,0.0,20885.691295379365,5444.656418321791,0.0,0.0
58,868632,0.0,16918.125314934194,8669.473825752977,3499.1911013290824,0.0
59,868656,0.0,7698.043771901084,0.0,0.0,0.0
60,868680,0.0,23055.616163912608,5601.60826194067,0.0,0.0
61,868704,0.0,31115.460068627224,4590.403075529179,0.0,0.0
62,868728,0.0,31298.034681723213,2353.504790020148,3905.1841834090355,0.0
63,868752,0.0,26947.172248482064,10296.237082036392,18586.431105996893,0.0
64,868776,0.0,28437.368072885343,9932.82379410657,0.0,0.0
65,868800,0.0,31839.37809967301,19126.725023511917,12955.49859509448,0.0
66,868824,0.0,40648.98176335202,18855.98684143273,27306.87405703642,0.0
67,868848,0.0,24854.622986023536,10983.382777680736,0.0,0.0
68,868872,0.0,32710.78334921031,16027.962335137207,10118.341823619843,0.0
69,868896,0.0,31391.960463807154,10646.739628777348,16931.68918505439,0.0
70,868920,2568.8433041795424,22337.44964822561,15355.564893529176,1828.2528636693041,0.0
71,868944,0.0,20959.22228586419,8599.007919525786,0.0,0.0
72,868968,0.0,19767.770356411183,0.0,0.0,0.0
73,868992,9845.231995819437,20636.392476893896,7092.020704884932,0.0,0.0
74,869016,0.0,22754.985971485563,13848.9842115928,0.0,0.0
75,869040,0.0,22357.722943626493,6236.394924379042,0.0,0.0
76,869064,0.0,20071.38245167124,17650.26051573257,0.0,0.0
77,869088,0.0,21704.231372338127,14653.065588087678,0.0,0.0
78,869112,0.0,26528.54998778585,13260.81087382019,0.0,0.0
79,869136,0.0,22468.38675193674,10957.663389588664,0.0,0.0
80,869160,0.0,12440.150509457637,15953.210774234096,0.0,0.0
81,869184,8961.078146872806,22939.853496614833,17590.50874431334,0.0,0.0
82,869208,961.4378886897089,21747.74166497946,10113.692147160891,0.0,0.0
83,869232,0.0,17975.667518376904,6712.85993903338,0.0,0.0
