,Path42,Path24,Path45,Path66
0,0.0,19.873620343313704,0.0,0.0
1,0.0,64.97861861931824,0.0,0.0
2,0.0,71.70585349239431,0.0,0.0
3,0.0,65.8199468128603,0.0,0.0
4,0.0,69.44595374052386,0.0,0.0
5,0.0,63.573574503709,0.0,0.0
6,0.0,52.646480013443146,0.0,0.0
7,0.0,50.7251365419266,0.0,0.0
8,0.0,41.475606549467656,0.0,0.0
9,0.0,24.997768046567998,0.0,0.0
10,0.0,46.96539480044849,0.0,0.0
11,0.0,50.78099747610884,0.0,0.0
12,0.0,56.53825241652517,0.0,0.0
13,0.0,50.337477172363094,0.0,0.0
14,0.0,22.526259601250906,0.0,0.0
15,0.0,6.4767017271355325,0.0,0.0
16,0.0,6.392058984305237,0.0,0.0
17,0.0,3.732651964992475,0.0,0.0
18,0.0,40.27878926662517,0.0,0.0
19,0.0,31.69453385339794,0.0,0.0
20,0.0,35.57953665873354,0.0,0.0
21,0.0,43.79645031021708,0.0,0.0
22,0.0,30.524797899734885,0.0,0.0
23,0.0,19.893933543843378,0.0,0.0
24,0.0,50.37437348727778,47.44420137782198,0.0
25,0.0,67.23027614304647,53.36838143904218,0.0
26,0.0,74.17800004053791,29.641216332257695,0.0
27,0.0,76.79240232029123,34.796006307267824,0.0
28,0.0,54.866946750139604,61.1973089705985,0.0
29,0.0,59.05820677076324,67.10622565560178,0.0
30,0.0,52.31325328861103,41.69027950614398,0.0
31,0.0,53.909114102504944,36.57964414812476,0.0
32,0.0,44.566991790158,47.08703374652628,0.0
33,0.0,65.35974591913777,40.465721223336885,0.0
34,0.0,112.42969080184064,33.92221543618424,0.0
35,0.0,32.415247310130994,58.371827536914815,0.0
36,0.0,30.76185905375766,41.222523223543206,0.0
37,0.0,31.350536528977436,22.85759360037903,0.0
38,0.0,37.40268985804556,36.904696893128275,0.0
39,0.0,56.812457421510345,35.898316261252944,0.0
40,0.0,29.037257430689174,30.681111050469823,0.0
41,0.0,21.37808325321774,27.206994750506304,0.0
42,0.0,75.06742250979745,48.16541656897718,0.0
43,0.0,27.389695818935323,64.73596659660575,0.0
44,0.0,45.70813552154852,49.53390903597291,0.0
45,0.0,35.12624402911831,49.28306123999413,0.0
46,0.0,40.57761439021319,32.00581304612297,0.0
47,0.0,63.55236761214081,36.238687013555776,0.0
48,0.0,62.255413611974376,134.01238924435384,0.0
49,0.0,96.08529026064528,150.74601529900167,0.0
50,0.0,80.90316918634159,83.72551556219223,0.0
51,0.0,83.31790416966417,98.28589808613266,0.0
52,0.0,66.13385332348717,172.8598512000356,0.0
53,0.0,66.10257996077422,189.55036384028585,0.0
54,0.0,47.2737838938656,117.75967984772424,0.0
55,0.0,48.84458252063067,103.3240178491015,0.0
56,0.0,21.457397296474536,133.0035222755643,0.0
57,0.0,31.367724843903574,114.30075385714673,0.0
58,0.0,93.48976706028816,95.81776080205658,0.0
59,0.0,18.666982634742453,164.87890712895438,0.0
60,0.0,10.422287154158953,116.43844068266395,0.0
61,0.0,10.56134230294076,64.56428060342805,0.0
62,0.0,18.26596133997957,104.24217209605484,0.0
63,0.0,38.393325899497924,101.3995175871753,0.0
64,0.0,41.18552740394462,86.6628350175332,0.0
65,0.0,34.8515245241202,76.84973642275949,0.0
66,0.0,78.12109504312329,136.04955644538532,0.0
67,0.0,30.637572258338203,182.85525526222017,0.0
68,0.0,20.57826310623833,139.91504347728903,0.0
69,0.0,30.328824864341744,139.20649087234386,0.0
70,0.0,33.80348309295309,90.40463010141518,0.0
71,0.0,39.75752206222537,102.36093956120652,0.0
72,0.0,47.312128213422895,47.84057393109554,0.0
73,0.0,33.15455151618296,53.81424755124865,0.0
74,0.0,21.62203344903389,29.888853857151155,0.0
75,0.0,26.394798431308047,35.08670952205903,0.0
76,0.0,20.85823863078531,61.708581853389305,0.0
77,0.0,14.581418774176555,67.66686457945761,0.0
78,0.0,32.88916815411204,42.03858092243178,0.0
79,0.0,9.540865254799558,36.88524876423719,0.0
80,0.0,11.809785558258493,47.48042234302847,0.0
81,0.0,31.721434296976913,40.80379206815139,0.0
82,0.0,42.23801893835842,34.20561856564278,0.0
83,0.0,16.951048271486915,58.85949493668406,0.0
84,0.0,10.869375794266878,41.56691677023556,0.0
85,0.0,16.974527827288284,23.04855735303915,0.0
86,0.0,11.918087643887572,37.21301716221291,0.0
87,0.0,25.964084603404856,36.19822872392422,0.0
88,0.0,11.442127266100623,30.937436375191783,0.0
89,0.0,32.252581449679695,27.434295572587363,0.0
90,0.0,24.761240413554297,48.567814514152715,0.0
91,0.0,20.100979214659755,65.27680319250896,0.0
92,0.0,24.027986903903482,49.947740050681205,0.0
93,0.0,25.8421887075992,49.6947965469344,0.0
94,0.0,40.41915733663714,32.27320559290989,0.0
95,0.0,42.53703712110649,36.54144310348247,0.0
96,0.0,15.965885354739017,128.19432324939675,0.0
97,0.0,40.72192905689049,144.20146915344182,0.0
98,0.0,26.8359466784158,80.090623461922,0.0
99,0.0,22.683310822268805,94.0188758752527,0.0
100,0.0,18.849493983080663,165.3552463808014,0.0
101,0.0,11.55166848306715,181.32115061299186,0.0
102,0.0,18.290425535224244,112.64721530051118,0.0
103,0.0,10.680270926349428,98.83826874709806,0.0
104,0.0,16.642461761327976,127.22925562362056,0.0
105,0.0,24.655481809242946,109.33845646834584,0.0
106,0.0,30.558571459355186,91.65789126328657,0.0
107,0.0,9.024457971590419,157.7207901200594,0.0
108,0.0,12.619345171169243,111.38333692650002,0.0
109,0.0,10.640427497234198,61.761261811018144,0.0
110,0.0,28.821308745749207,99.7165618884294,0.0
111,0.0,22.186428323917124,96.99731948813758,0.0
112,0.0,8.94384260371498,82.90042098786668,0.0
113,0.0,15.735745656257912,73.51335207259754,0.0
114,0.0,20.753324106078722,130.14304808114287,0.0
115,0.0,18.90373905805984,174.9167060830058,0.0
116,0.0,25.813735824769267,133.84071735544163,0.0
117,0.0,17.22989519459437,133.16292612890123,0.0
118,0.0,35.74506135533939,86.47976832448899,0.0
119,0.0,44.232014717945226,97.9170019146131,0.0
120,0.0,13.644426092515697,0.0,0.0
121,0.0,16.133849283866457,0.0,0.0
122,0.0,17.747208281240923,0.0,0.0
123,0.0,18.583874725814862,0.0,0.0
124,0.0,12.67601910153877,0.0,0.0
125,0.0,15.980116837261177,0.0,0.0
126,0.0,12.991116577378357,0.0,0.0
127,0.0,11.511351015157821,0.0,0.0
128,0.0,1.952389933142591,0.0,0.0
129,0.0,10.5907078817907,0.0,0.0
130,0.0,19.381337967741377,0.0,0.0
131,0.0,4.0349605162546505,0.0,0.0
132,0.0,5.46097943752863,0.0,0.0
133,0.0,7.263346245260729,0.0,0.0
134,0.0,10.664116353386444,0.0,0.0
135,0.0,8.745090179832339,0.0,0.0
136,0.0,5.609833809899552,0.0,0.0
137,0.0,12.627297237595778,0.0,0.0
138,0.0,14.80771510769694,0.0,0.0
139,0.0,8.271116051407752,0.0,0.0
140,0.0,9.030117370143673,0.0,0.0
141,0.0,7.74066563727037,0.0,0.0
142,0.0,9.322864117733328,0.0,0.0
143,0.0,11.812587477240202,0.0,0.0
144,0.0,40.797639773037496,0.0,0.0
145,0.0,51.43961093976792,0.0,0.0
146,0.0,42.98213344643837,0.0,0.0
147,0.0,46.14422576583284,0.0,0.0
148,0.0,31.353197876700925,0.0,0.0
149,0.0,38.409244518146814,0.0,0.0
150,0.0,35.41731617329916,0.0,0.0
151,0.0,21.315482667953134,0.0,0.0
152,0.0,3.888391545392123,0.0,0.0
153,0.0,20.09797924522813,0.0,0.0
154,0.0,37.244282303908754,0.0,0.0
155,0.0,11.493927315703717,0.0,0.0
156,0.0,9.335758393585742,0.0,0.0
157,0.0,9.15325143912196,0.0,0.0
158,0.0,6.631937841095622,0.0,0.0
159,0.0,18.698833536386786,0.0,0.0
160,0.0,9.625089279713045,0.0,0.0
161,0.0,15.525673376218503,0.0,0.0
162,0.0,23.76675171002348,0.0,0.0
163,0.0,22.629260135669057,0.0,0.0
164,0.0,18.988083251715715,0.0,0.0
165,0.0,10.191214985289612,0.0,0.0
166,0.0,21.107194097858127,0.0,0.0
167,0.0,14.718618862609638,0.0,0.0
168,0.0,42.710502248734954,0.0,0.0
169,0.0,59.9592326137779,0.0,0.0
170,0.0,90.54941033177032,0.0,0.0
171,0.0,90.43466599756447,0.0,0.0
172,0.0,58.859259212041536,0.0,0.0
173,0.0,74.95880092134023,0.0,0.0
174,0.0,71.61958518878303,0.0,0.0
175,0.0,71.13158040561665,0.0,0.0
176,0.0,19.983251407097143,0.0,0.0
177,0.0,27.658256136251367,0.0,0.0
