,index,Path3,Path8,Path14,Path65,Path66
0,36135,0.0,1521.080778495909,782.4015339591986,265.7543437009703,0.0
1,36136,121.08554429742577,1415.9426436439692,707.1659705223312,0.0,0.0
2,36137,0.0,1488.6778031977838,857.3496181552201,891.9787849458714,0.0
3,36138,210.0459140986271,2137.2310627231504,973.6422314114611,634.131390922808,0.0
4,36139,0.0,1767.4687046753488,638.4921037477653,0.0,0.0
5,36140,0.0,1305.7573898053552,92.39399821320595,0.0,0.0
6,36141,1063.2228104178675,1478.1077556486262,544.9801503782842,0.0,0.0
7,36142,769.3018055463774,1532.3861320982528,780.568542733139,47.41628726226367,0.0
8,36143,0.0,1515.7045291062368,1546.578762744985,194.37674468654822,0.0
9,36144,837.8268217858862,1485.1871084622815,778.1422451199949,920.2136017506717,0.0
10,36145,890.4986846106481,1641.7002037608538,889.8000323011117,979.7069502317121,0.0
11,36146,0.0,1328.861095276965,347.6701351843332,0.0,0.0
12,36147,448.1158335371529,1350.1066703421375,656.6926382218344,0.0,0.0
13,36148,112.14854329031135,1634.916116868697,539.9375114153419,0.0,0.0
14,36149,466.4041421577293,1489.0511203132342,221.13894245916774,121.23494721945158,0.0
15,36150,297.23930931406267,1814.4124355494903,555.1065390331639,0.0,0.0
16,36151,930.6523408745925,1790.699578364059,386.1251716231119,180.27021071837441,0.0
17,36152,655.87539287245,1673.440476436503,717.1542489409369,15.756485981604044,0.0
18,36153,0.0,1925.5157835411994,860.1998997593263,941.2339753966013,0.0
19,36154,59.00035078420987,1651.7284792726327,473.15736150218135,9.12963751202119,0.0
20,36155,0.0,1420.4830397555413,106.60074023961452,0.0,0.0
21,36156,0.0,1794.381414787575,274.6641929565298,0.0,0.0
22,36157,0.0,1442.966673060288,736.3825974026895,0.0,0.0
23,36158,0.0,1702.6281471088944,23.895251641271315,0.0,0.0
24,36159,19.515917384948178,1386.5650952041815,0.0,0.0,0.0
25,36160,0.0,1145.5836042773694,215.67225484550232,0.0,0.0
26,36161,0.0,1249.176995970749,942.0391590648068,29.492361604560987,0.0
27,36162,0.0,1427.4007563702896,42.55002323862488,211.14446881996398,0.0
28,36163,0.0,1420.652733202052,241.46115828395747,267.9472033339001,0.0
29,36164,0.0,1302.554150742756,577.6285232263727,303.1554877096642,0.0
30,36165,1267.4067918517273,1742.5090542764065,711.0104791241322,61.77968378466983,0.0
31,36166,715.9936955319482,1161.7490156462275,859.9901606659403,823.9311445669217,0.0
32,36167,105.2141922214724,1206.3728930640527,628.2533766615139,435.4734830072569,0.0
33,36168,66.22853408841847,1365.9286666043195,507.9037970030437,0.0,0.0
34,36169,0.0,1797.4309353307965,1038.1460054300826,0.0,0.0
35,36170,0.0,1669.8182373273596,540.8478947992684,0.0,0.0
36,36171,345.1434641723201,1286.3279102378826,860.1991960269555,0.0,0.0
37,36172,558.4414345118283,1458.2725823928006,158.08647987911246,0.0,0.0
38,36173,0.0,1509.6931615930844,1046.1306342922123,0.0,0.0
39,36174,0.0,850.4064049000788,998.9572392165562,0.0,0.0
40,36175,166.26639164413848,1154.6668400006665,995.9598202707233,151.04545761312073,0.0
41,36176,801.5084979106108,1626.4568322135503,1393.4547424967504,0.0,0.0
42,36177,0.0,1195.9836133942524,616.5496646968866,0.0,0.0
43,36178,0.0,1542.156719977127,837.6851095372357,0.0,0.0
44,36179,0.0,1880.202408490254,909.941547363192,0.0,0.0
45,36180,0.0,1744.9089073364808,881.6287540074674,0.0,0.0
46,36181,0.0,1652.29418760118,1065.1702384624446,197.60667446236283,0.0
47,36182,700.9945284781923,1305.1100954656306,940.2934284512123,335.93564154633134,0.0
48,36183,348.6715784775451,1458.6694832238236,1173.1558442908902,742.1455264187819,0.0
49,36184,0.0,1488.3454448032962,747.7665544550287,0.0,0.0
50,36185,859.4050601380502,1367.808344353064,981.0835637349472,472.7311849533741,0.0
51,36186,533.7636177776812,1571.0724844682074,758.6917499465621,132.0644418069565,0.0
52,36187,0.0,1832.654692936708,308.69462372633814,245.23202945448543,0.0
53,36188,0.0,1817.6877202078308,661.1196324538803,0.0,0.0
54,36189,0.0,1807.305946114929,957.7284623963293,0.0,0.0
55,36190,0.0,1779.9043783806155,626.4520967398087,0.0,0.0
56,36191,0.0,1801.191758439747,970.7806161684548,19.719111130401984,0.0
57,36192,0.0,1307.533686588899,605.761667240906,0.0,0.0
58,36193,0.0,1079.2595368719826,526.3596247164037,70.32419781760979,0.0
59,36194,0.0,1033.8783211480313,188.59510492129812,0.0,0.0
60,36195,0.0,1677.0254105179838,457.07542266898764,161.1012477915629,0.0
61,36196,0.0,1705.2895734935078,564.156793529694,0.0,0.0
62,36197,0.0,2069.825103381524,450.7018615382364,736.6664684165453,0.0
63,36198,0.0,2018.7205208587866,827.5266795324835,614.8184324903233,0.0
64,36199,0.0,1694.9545362094125,804.5136798939614,213.12719217875252,0.0
65,36200,0.0,1688.8904712609644,1067.797197710587,250.0123185542104,0.0
66,36201,0.0,1974.223241515495,895.0847294366173,431.837071815796,0.0
67,36202,0.0,1720.7105299244754,522.0364438177962,0.0,0.0
68,36203,0.0,1694.1592362269917,970.965734641936,377.50432835548753,0.0
69,36204,0.0,1729.2659776471924,826.3711567646219,347.2654476777454,0.0
70,36205,74.87752065070687,1288.09809889791,850.5669739029653,527.8569615725896,0.0
71,36206,223.34346166314893,1410.3255485192044,466.84866643519786,0.0,0.0
72,36207,0.0,1159.3806526286853,241.9261034088547,0.0,0.0
73,36208,64.76089320472586,1594.800420780347,458.7771240983416,0.0,0.0
74,36209,0.0,1322.2909002980705,696.2266349561983,0.0,0.0
75,36210,0.0,1258.8956181444635,675.9936242324587,0.0,0.0
76,36211,0.0,1346.9433979731748,1236.9096847245219,0.0,0.0
77,36212,0.0,1192.7428588421844,684.739428751567,0.0,0.0
78,36213,94.89964958158156,1346.2315886926558,851.9206936480283,123.189724823314,0.0
79,36214,0.0,1265.0276813161124,557.1925822261312,0.0,0.0
80,36215,0.0,833.6700594492723,571.289034426282,0.0,0.0
81,36216,238.07509445304942,1250.1429077574876,828.4419985991208,0.0,0.0
82,36217,98.90473844212113,797.971164406777,501.44973746458265,0.0,0.0
83,36218,0.0,1086.1841255674062,586.0585264578234,43.93860958290105,0.0
84,36219,0.0,430.5593254854472,285.0835462946311,0.0,0.0
85,36220,0.0,448.4223568597723,310.9016999735731,0.0,0.0
86,36221,0.0,325.1643295905134,266.69219589486784,0.0,0.0
87,36222,294.2379966275218,0.0,368.80775843496656,0.0,0.0
88,36223,978.7841166637076,243.40475137292216,185.12512773887292,0.0,882.0822883309323
89,36224,5.936156485557093,209.32819086590484,228.522192309885,0.0,0.0
90,36225,0.0,790.8473927426713,1223.6504343770669,0.0,0.0
91,36226,0.0,943.071032806472,1268.6804054093195,0.0,0.0
92,36227,0.0,971.4893570815833,1141.2136828960186,0.0,0.0
93,36228,0.0,1219.7951066921264,1464.286958713708,0.0,0.0
94,36229,0.0,1514.0011239840783,1293.6158046868795,0.0,0.0
95,36230,0.0,1117.6803755265228,1305.5676842427386,0.0,0.0
96,36231,0.0,867.5474586143532,1118.183309460106,812.2024375593255,0.0
97,36232,0.0,665.1042793521685,316.2526818158522,0.0,0.0
98,36233,0.0,1092.350934281847,449.88977415942367,0.0,0.0
99,36234,0.0,868.3283066245973,697.1820412289874,277.6248276940636,0.0
100,36235,0.0,1459.640896524263,1165.4589954977687,0.0,0.0
101,36236,0.0,1264.3148448221732,1395.9039188734046,0.0,0.0
102,36237,0.0,1402.965430728897,1352.3207982857914,131.78168722602658,0.0
103,36238,0.0,1331.6436552600453,1156.4271953906675,0.0,0.0
104,36239,0.0,1752.1949841218348,883.5527327542356,0.0,0.0
105,36240,0.0,1504.6645008192504,976.3039896738139,0.0,0.0
106,36241,0.0,1384.4964222373876,508.64343879125437,0.0,0.0
107,36242,0.0,1208.737194362438,693.6940063808082,0.0,0.0
108,36243,0.0,1392.47650639707,1254.8522988053535,861.1774566176925,0.0
109,36244,0.0,1283.371799897413,1169.2777777242095,0.0,0.0
110,36245,478.7067313244932,916.2128820656676,571.0343677800662,665.6889594135866,0.0
111,36246,6.055762016610628,1451.9049849614582,599.3738989792464,0.0,0.0
112,36247,228.6988838776853,1568.7277587256008,609.085477918119,0.0,0.0
113,36248,0.0,1032.9369410528188,847.3273597203787,0.0,0.0
114,36249,0.0,761.4399611611716,360.609587880497,0.0,0.0
115,36250,0.0,1256.3429423537168,898.58402773384,0.0,0.0
116,36251,0.0,359.88311405964896,866.6572718775772,0.0,0.0
117,36252,2711.520984975089,4.1914648644338826,0.0,0.0,0.0
118,36253,0.0,0.0,673.5333914529398,0.0,0.0
119,36254,865.0415493148356,0.0,0.0,0.0,0.0
120,36255,0.0,0.0,0.0,0.0,0.0
121,36256,0.0,0.0,54.509387611182916,0.0,0.0
122,36257,0.0,425.92330306098677,87.51017699304924,0.0,0.0
123,36258,443.0922892299098,720.9130531227171,0.0,0.0,0.0
124,36259,0.0,1121.249717019375,492.07918108575967,0.0,0.0
125,36260,0.0,901.8578053077757,0.0,0.0,0.0
126,36261,0.0,1443.5143437341305,1264.3694046138633,1753.0831145408135,0.0
127,36262,0.0,965.1137115048607,0.0,747.1813287092655,0.0
128,36263,0.0,1791.5792687073022,57.28765318199309,2053.7439297200126,0.0
129,36264,0.0,873.4153970040901,363.3474653514991,0.0,0.0
130,36265,0.0,1190.4814270499319,537.5736025582331,448.0910609950415,0.0
131,36266,746.599660797152,370.83742190916666,0.0,0.0,0.0
132,36267,0.0,737.6074517057788,32.25573953906215,0.0,0.0
133,36268,0.0,0.0,516.4370259128656,171.36082535014646,0.0
134,36269,0.0,0.0,0.0,0.0,0.0
135,36270,2250.6886347043355,0.0,0.0,0.0,0.0
136,36271,1312.2735357642305,0.0,0.0,0.0,0.0
137,36272,12.637606500220954,0.0,0.0,0.0,0.0
138,36273,1257.4526154159305,0.0,49.89478500339482,0.0,0.0
139,36274,857.1523617123918,0.0,210.934629005686,0.0,0.0
140,36275,2459.4927891728908,0.0,0.0,0.0,0.0
141,36276,2507.865685172381,0.0,0.0,1569.2027114296768,0.0
142,36277,2459.908956578186,0.0,0.0,1463.010071020133,0.0
143,36278,2302.988824846565,0.0,0.0,2312.986256960771,0.0
144,36279,2234.691447100596,0.0,0.0,0.0,0.0
145,36280,1691.0959419384162,0.0,0.0,0.0,0.0
146,36281,2329.3582003178553,0.0,0.0,0.0,0.0
147,36282,2743.066044224357,0.0,0.0,0.0,0.0
148,36283,2426.7306414384784,0.0,110.8344967284816,0.0,0.0
149,36284,2646.729732487215,0.0,0.0,0.0,0.0
150,36285,2038.3396267885105,0.0,0.0,0.0,0.0
151,36286,0.0,0.0,0.0,0.0,0.0
152,36287,0.0,0.0,137.00244015311415,0.0,0.0
153,36288,1495.5367764045388,0.0,0.0,0.0,0.0
154,36289,0.0,0.0,0.0,0.0,0.0
155,36290,0.0,0.0,0.0,0.0,0.0
156,36291,0.0,0.0,0.0,0.0,0.0
157,36292,248.97068628794563,0.0,0.0,0.0,0.0
158,36293,0.0,0.0,0.0,0.0,0.0
159,36294,519.9179048351373,0.0,0.0,0.0,0.0
160,36295,0.0,0.0,0.0,0.0,0.0
161,36296,969.8264240931136,0.0,0.0,0.0,0.0
162,36297,0.0,0.0,0.0,0.0,0.0
163,36298,1697.832399699169,0.0,0.0,0.0,0.0
164,36299,0.0,613.2069618379983,762.903985539988,0.0,0.0
165,36300,0.0,0.0,0.0,0.0,0.0
166,36301,921.0275305249004,0.0,0.0,0.0,0.0
