,Path3,Path8,Path14,Path65,Path66
0,0.0,0.0,0.0,0.0,2127.408985129617
1,0.0,0.0,0.0,0.0,1969.6899954643548
2,0.0,0.0,0.0,0.0,1758.4487815494774
3,0.0,0.0,0.0,0.0,1318.0495134223584
4,0.0,0.0,0.0,0.0,903.6048244284514
5,0.0,0.0,0.0,0.0,873.5327425087853
6,0.0,0.0,0.0,0.0,1024.7701499641732
7,0.0,0.0,0.0,0.0,1224.3044445722749
8,0.0,0.0,0.0,0.0,1111.186144235572
9,0.0,0.0,0.0,0.0,976.7383901685945
10,0.0,0.0,0.0,0.0,1349.2173955992728
11,0.0,0.0,0.0,0.0,1614.5339313830182
12,0.0,0.0,0.0,0.0,1736.9959257950445
13,0.0,0.0,0.0,0.0,1679.5881492727017
14,0.0,0.0,0.0,0.0,1288.021824148498
15,0.0,0.0,0.0,0.0,1133.7099524268535
16,0.0,0.0,0.0,0.0,894.7149328059966
17,0.0,0.0,0.0,0.0,1493.2006560826362
18,0.0,0.0,0.0,0.0,2147.0723536257
19,0.0,0.0,0.0,0.0,2877.769033872023
20,0.0,0.0,0.0,0.0,2819.733679119139
21,0.0,0.0,0.0,0.0,2479.7632886731744
22,0.0,0.0,0.0,0.0,2229.6118130154778
23,0.0,0.0,0.0,0.0,2084.6613816106697
24,601.9484998080077,0.0,0.0,660.1979127572138,1059.0913982662757
25,662.2046491022145,0.0,0.0,261.87538281387697,898.5309366277058
26,776.1145894365112,0.0,0.0,25.90072811166808,1026.425469786489
27,704.0040828723652,0.0,0.0,39.03349115487909,882.0701219580842
28,803.1695833370563,0.0,0.0,52.16625676609529,710.5856785249107
29,667.2480386256204,0.0,0.0,65.29901980930629,715.7913006100293
30,557.9015438775072,0.0,0.0,78.4317828525173,777.5078368359884
31,791.9761095669651,0.0,0.0,91.56454589572797,797.9168246551624
32,1086.3080214512975,0.0,0.0,105.18546104214475,902.6331772546569
33,696.3369627954971,0.0,0.0,112.5352972857371,1126.6077032819378
34,953.8132445027701,0.0,0.0,123.65866304974296,1355.7623269725339
35,1002.5077013444758,0.0,0.0,125.28575112692445,1586.7275940838806
36,1245.7202256490364,0.0,0.0,125.53227962346736,1671.6507188955795
37,1503.0615331608817,0.0,0.0,126.26200397323367,1544.3186843807262
38,1464.1833562418853,0.0,0.0,126.28419153792238,1409.721298018211
39,1524.4031499866744,0.0,0.0,119.8128185036768,1407.6787322811533
40,1518.7159616998608,0.0,0.0,113.79752318803585,1498.0129209756728
41,925.5591285449009,0.0,0.0,126.26200397323367,1336.3690409389471
42,322.03671819938324,0.0,0.0,1013.6254498356072,1690.3363449266512
43,546.3594699453594,0.0,0.0,1465.668123986118,1912.5056477634091
44,361.2797747951096,0.0,0.0,1299.3737039755347,1863.1780895833263
45,382.97722450284766,0.0,0.0,948.1132642670325,1807.8164243893912
46,774.2029208607344,0.0,0.0,678.1162394502768,1613.2902446915043
47,1154.277990298533,0.0,0.0,483.9380603344239,1155.9764164054368
48,284.22398594104425,0.0,0.0,389.7634682389694,1980.0289062562856
49,117.54589456567624,0.0,0.0,154.60433224586745,1930.490350512002
50,96.3041545779356,0.0,0.0,15.291108050550282,1646.4936444552814
51,112.58329143651544,0.0,0.0,23.044345636390492,1507.154618535316
52,165.81134735048676,0.0,0.0,30.797584738313358,1356.9879748170304
53,282.23988285022074,0.0,0.0,38.55082232415357,1498.1174801942918
54,225.97236681657787,0.0,0.0,46.304059909993775,2174.3379844228793
55,454.62843514442125,0.0,0.0,54.05729749583379,2146.920110314651
56,707.3941831277887,0.0,0.0,62.098727232992715,2175.056982576645
57,579.5248047444078,0.0,0.0,66.43787706963346,2329.6597635810335
58,584.0704897732447,0.0,0.0,73.00481939843161,2496.7811780152274
59,477.9302173912282,0.0,0.0,73.96540936673973,2710.2804011843937
60,368.80620477119527,0.0,0.0,74.11095330133203,2785.706973224578
61,464.81193374584194,0.0,0.0,74.5417633477248,2608.0124954240946
62,619.6895617216411,0.0,0.0,74.554862301838,2488.6189729613693
63,653.3115992432454,0.0,0.0,70.73433401879377,2406.645298952099
64,693.785844673888,0.0,0.0,67.18306201474545,2042.1584160452985
65,604.4734043834783,0.0,0.0,74.5417633477248,1882.3784263475418
66,43.41625685975612,0.0,0.0,598.4177822878082,2891.8629584359373
67,331.10366017180166,0.0,0.0,865.2918772589549,3562.3638024642805
68,205.68371759309426,0.0,0.0,767.1160293205373,3912.741149588669
69,186.76973081435145,0.0,0.0,559.7411125108882,3561.0811817283634
70,340.6929827522203,0.0,0.0,400.34197662558324,3151.426838329443
71,430.97144913126886,0.0,0.0,285.70429134051165,2492.9685914942406
72,155.63910381236727,0.0,0.0,0.0,1158.8861841628832
73,46.68385478386255,0.0,0.0,0.0,1165.6388241671953
74,71.09552486014866,0.0,0.0,0.0,845.8373533415681
75,98.01893243761282,0.0,0.0,0.0,625.1483725251596
76,120.00864271525964,0.0,0.0,0.0,714.9619313310482
77,137.12118234377962,0.0,0.0,0.0,714.7643653019891
78,77.55593134954914,0.0,0.0,0.0,1048.761013295422
79,144.94065635022716,0.0,0.0,0.0,1333.5249194344021
