,index,Path3,Path8,Path14,Path65,Path66
0,867240,0.0,26286.921236380804,9818.335742638537,690.4763788046422,0.0
1,867264,0.0,18997.070969908695,1146.8094493739254,0.0,0.0
2,867288,0.0,22882.52049505841,9240.376694318851,0.0,0.0
3,867312,0.0,27161.004649500617,17534.17425762988,22423.79350909208,0.0
4,867336,0.0,34588.65762546154,517.6917046852413,0.0,0.0
5,867360,0.0,7136.196738844776,0.0,0.0,0.0
6,867384,12912.94190072939,22738.576800292532,4754.489209933445,0.0,0.0
7,867408,31998.472319289467,23673.538629127237,10862.772107896362,18436.62562168379,0.0
8,867432,3138.418152907426,27425.326054113462,24053.436422124236,14269.917629094884,0.0
9,867456,7182.769056574436,22045.235852929232,9811.307988797596,7346.231705085396,0.0
10,867480,21580.175286608053,25307.426566295937,19539.551929450412,29427.6233935293,0.0
11,867504,0.0,17951.304604896082,0.0,0.0,0.0
12,867528,5257.641108405254,22829.74025252695,19299.872573424054,0.0,0.0
13,867552,17445.284103783993,22512.177001874894,7138.638498976465,0.0,0.0
14,867576,9206.599487449726,19241.492468416545,11699.504998093013,3590.7963224241885,0.0
15,867600,0.0,26902.745099696043,9582.49243358984,10229.335070901734,0.0
16,867624,14469.704468770029,28352.143295639984,5546.458778406343,7156.821843400709,0.0
17,867648,22290.5477309935,30458.493940495588,16291.465820868612,10057.724751636226,0.0
18,867672,4691.404695263884,17111.776429030848,24554.8289154217,9277.180912443675,0.0
19,867696,5355.995910801945,24230.20432106989,5639.923502333086,0.0,0.0
20,867720,0.0,19322.902723810053,0.0,0.0,0.0
21,867744,0.0,24881.855218974008,7932.966833428169,0.0,0.0
22,867768,0.0,26888.66184088335,10660.634066173996,7895.747969568224,0.0
23,867792,0.0,31729.953694303647,0.0,0.0,0.0
24,867816,0.0,17835.610972952625,0.0,0.0,0.0
25,867840,0.0,11383.05259277748,0.0,0.0,0.0
26,867864,0.0,17145.569027996786,16793.565602219696,0.0,0.0
27,867888,0.0,17490.21336296963,0.0,0.0,0.0
28,867912,0.0,24827.31120040789,0.0,5357.33747123282,0.0
29,867936,0.0,20158.731673763235,8779.266347359915,3766.728408136638,0.0
30,867960,32936.86474839645,21974.799199439865,15535.842899889374,19237.277918608193,0.0
31,867984,17832.655289831884,20469.795004420044,21430.412721533143,25137.760068259493,0.0
32,868008,2011.0141919118623,15475.269144419646,13988.332026168886,19878.985790617975,0.0
33,868032,0.0,21255.289521666313,14419.281573372047,1034.3528493200674,0.0
34,868056,0.0,23754.399460422734,18036.799519473745,13592.286929281274,0.0
35,868080,0.0,25528.156366681455,11547.313204092949,11967.662436300112,0.0
36,868104,12881.921874842334,19179.11154202741,22869.77241135926,0.0,0.0
37,868128,11721.23048991989,15843.54347880935,9466.232526584368,0.0,0.0
38,868152,4577.232836220998,26916.49527792035,21412.837158290557,0.0,0.0
39,868176,0.0,6242.424383606827,10486.164037671539,4689.883275373152,0.0
40,868200,0.0,19876.584421565254,21570.872099722936,0.0,0.0
41,868224,19645.98617956833,20153.43987340008,29379.096870440353,2712.9833247788124,0.0
42,868248,0.0,19404.783494750707,14966.672832787273,0.0,0.0
43,868272,15234.695377609216,22632.759315531635,9047.532869763407,9454.03696545393,0.0
44,868296,629.704836436266,31446.044313998507,12534.486318892345,0.0,0.0
45,868320,0.0,26497.64012322553,14971.214540761492,0.0,0.0
46,868344,2322.2219411225988,20990.250570796445,19105.032848716448,14138.913337885711,0.0
47,868368,11628.30264006033,18640.102905680353,12940.53438421155,16807.37389961596,0.0
48,868392,0.0,26778.594545865883,19972.077748947802,23246.662175537673,0.0
49,868416,9589.529644141465,17850.51911910795,3442.5671218013804,24769.23489547705,0.0
50,868440,25951.685460100052,18595.00545768728,15051.757231374575,16612.148833526317,0.0
51,868464,5728.428684839267,19925.142966295047,5906.92198366495,7068.639272845572,0.0
52,868488,0.0,28370.55753290826,2385.521742683545,0.0,0.0
53,868512,0.0,24245.08966876033,4208.417153916525,0.0,0.0
54,868536,0.0,35381.62134301054,15181.54611087177,21860.69077918783,0.0
55,868560,0.0,30525.980334239164,11697.464631585215,15443.781788509506,0.0
56,868584,0.0,21867.387943468377,12906.686605778536,0.0,0.0
57,868608,0.0,14097.722811683885,1153.4986201963534,0.0,0.0
58,868632,0.0,16769.668194661812,9859.164252010904,0.0,0.0
59,868656,0.0,5896.7822744858095,0.0,0.0,0.0
60,868680,0.0,21615.8336508637,6608.904089807389,0.0,0.0
61,868704,0.0,25426.383837366226,1814.014662612576,0.0,0.0
62,868728,0.0,31095.975695750756,0.0,12354.51455648186,0.0
63,868752,0.0,32129.863692542334,8692.75907122784,19044.35524439509,0.0
64,868776,0.0,30553.642802970826,13806.338509299081,6410.577224393452,0.0
65,868800,0.0,30797.565661913664,14103.442202442191,8259.661776517465,0.0
66,868824,0.0,35824.33038850383,21158.141382182086,18312.328160975874,0.0
67,868848,0.0,31595.515869731167,7936.730331452998,0.0,0.0
68,868872,0.0,39029.082489274675,22703.800606591663,16495.833989667684,0.0
69,868896,0.0,29305.28019706215,12786.424616057102,18004.033455883167,0.0
70,868920,0.0,27104.22535556445,19482.969099651953,14711.649294452363,0.0
71,868944,0.0,24379.053804587507,7624.988923716085,0.0,0.0
72,868968,0.0,19583.434195156024,0.0,0.0,0.0
73,868992,0.0,27864.68761084336,15519.00366783649,586.4778196910156,0.0
74,869016,0.0,23942.307990253288,8673.344749863481,0.0,0.0
75,869040,0.0,28382.651492372064,13968.834148517115,0.0,0.0
76,869064,0.0,30334.895054510675,15067.303863149833,2162.5055924327266,0.0
77,869088,0.0,20836.299934060633,8022.052081957826,0.0,0.0
78,869112,3983.4591381075325,28671.328427888126,14893.324928717264,0.0,0.0
79,869136,0.0,23858.54686494102,8964.608573013258,0.0,0.0
80,869160,0.0,17555.786780194307,7144.193817067273,0.0,0.0
