,index,PNW
0,12410,71905.30740357516
1,12411,119173.92388900506
2,12412,124111.91520590056
3,12413,123550.63505297777
4,12414,124711.93990199539
5,12415,114914.38085683156
6,12416,127400.30769728924
7,12417,97368.05491565986
8,12418,96065.71751881597
9,12419,107125.82373382276
10,12420,115522.18916821238
11,12421,123058.20388995967
12,12422,121760.35976870978
13,12423,125693.16861038716
14,12424,131678.9318303085
15,12425,130829.83027203145
16,12426,132252.47691564742
17,12427,134527.42943844746
18,12428,139487.24517785458
19,12429,139821.06781299433
20,12430,153035.9487545343
21,12431,162216.7434246207
22,12432,169570.88834587863
23,12433,175607.50188010305
24,12434,172462.43059143986
25,12435,171623.7732971947
26,12436,178727.6972229434
27,12437,169916.61650712986
28,12438,158176.57902560267
29,12439,162654.667991345
30,12440,171629.24239110635
31,12441,172793.98917433724
32,12442,201679.6417791568
33,12443,193644.29862965553
34,12444,187004.9003557165
35,12445,180998.8391910366
36,12446,201889.98102840577
37,12447,208389.495937957
38,12448,210805.60736934416
39,12449,215694.41405800075
40,12450,214186.9994726254
41,12451,223746.79501693763
42,12452,238744.83298192552
43,12453,260234.71536827384
44,12454,294524.2112179557
45,12455,295149.13074437913
46,12456,285812.03236382746
47,12457,272682.568416524
48,12458,252318.00124491076
49,12459,246067.11662458675
50,12460,244867.7533637165
51,12461,245277.8913057865
52,12462,240247.6228652853
53,12463,235279.80284911746
54,12464,226593.40014794804
55,12465,230535.15159881656
56,12466,241201.61012651992
57,12467,267930.8707769815
58,12468,253643.81880010877
59,12469,274487.851257566
60,12470,203156.49270019526
61,12471,183891.49732725968
62,12472,181464.5773647688
63,12473,190494.8025159166
64,12474,236896.53695205387
65,12475,264963.66908276733
66,12476,274318.6111602406
67,12477,295964.7362708178
68,12478,286532.81186927913
69,12479,270768.0603975946
70,12480,261221.06748545938
71,12481,276444.9970177085
72,12482,327567.6370136752
73,12483,317963.8251709687
74,12484,330184.39343785425
75,12485,331741.8413626282
76,12486,338855.0419141745
77,12487,323805.64889449754
78,12488,329294.5883528757
79,12489,323006.4998698961
80,12490,330626.49662690115
81,12491,309863.0802101338
82,12492,320731.4293998226
83,12493,300683.01860188984
84,12494,281781.45823099645
85,12495,281296.4098693917
86,12496,283769.1556868242
87,12497,293338.79495974345
88,12498,298936.80637290736
89,12499,291495.0597271595
90,12500,235702.3462844342
91,12501,188394.87253750372
92,12502,201394.58355429737
93,12503,192668.39543866302
94,12504,198545.53112017296
95,12505,190510.90437940537
96,12506,204874.40688805125
97,12507,234438.83776073594
98,12508,234857.96182228238
99,12509,261835.89534679695
100,12510,265124.4799321626
101,12511,270961.6991968148
102,12512,269015.1991165142
103,12513,259153.21158902682
104,12514,265754.2214141789
105,12515,216455.6622989738
106,12516,243025.82082015782
107,12517,274225.1529708069
108,12518,270263.3641581957
109,12519,268782.38148516836
110,12520,268589.54878227966
111,12521,239829.65540586255
112,12522,256949.8448458882
113,12523,267988.18578997493
114,12524,271896.6892342537
115,12525,270102.8820259379
116,12526,292145.3027014762
117,12527,332194.84954523534
118,12528,348023.85973850917
119,12529,379559.69409178535
120,12530,228438.1331025071
121,12531,296922.23957483924
122,12532,390240.8149179368
123,12533,327712.9214013085
124,12534,385237.73493219144
125,12535,377930.3185401962
126,12536,424500.56653386785
127,12537,416245.28607877414
128,12538,425223.7579100836
129,12539,352801.63955620327
130,12540,363574.7733799322
131,12541,259165.85190794818
132,12542,327024.4743665615
133,12543,251486.90924231982
134,12544,315331.77914427884
135,12545,291715.9873341071
136,12546,372132.500084547
137,12547,343238.3395611375
138,12548,396307.4180947552
139,12549,390466.6129716135
140,12550,422564.1465270081
141,12551,394426.6798091686
142,12552,421900.70870535495
143,12553,416789.7810274734
144,12554,425571.3215883331
145,12555,424041.80070860183
146,12556,430213.0357712674
147,12557,432729.73163655994
148,12558,435907.7919890917
149,12559,439339.76027585263
150,12560,440338.39912668685
151,12561,440704.3556808236
152,12562,444033.86631201045
153,12563,442673.1479605697
154,12564,444362.22570992843
155,12565,441913.7296075455
156,12566,444003.03231359133
157,12567,444901.18933516473
158,12568,446189.9683430083
159,12569,445204.4075810661
160,12570,447352.7143691066
161,12571,445159.58143981243
162,12572,425671.09021926794
163,12573,390320.48844824824
164,12574,443993.3952920786
165,12575,405196.2847813444
166,12576,436188.3112347468
167,12577,373826.16160087846
168,12578,426416.06486761186
169,12579,368514.5521077759
170,12580,434977.748862624
171,12581,353694.03521134646
172,12582,420982.9514744278
173,12583,328327.5796465499
174,12584,406469.73366722005
175,12585,379943.90031368926
176,12586,365934.00319138786
177,12587,372843.8245165021
178,12588,353688.3522530011
179,12589,369564.27725553495
180,12590,351934.00325159624
181,12591,337599.56372149393
182,12592,326295.9089847851
183,12593,306890.3329336594
184,12594,304042.98245001247
185,12595,298543.4294259683
186,12596,282114.27130292426
187,12597,287071.1352945663
188,12598,297323.1199758425
189,12599,284911.740373774
190,12600,292360.8699059519
191,12601,291214.77871554694
192,12602,285544.822060927
193,12603,300075.77948377497
194,12604,279247.9071541341
195,12605,261180.02398938278
196,12606,259749.59595312623
197,12607,260561.47975016065
198,12608,264509.7972244117
199,12609,244819.02409813894
200,12610,253604.80123190855
201,12611,243892.43121532636
202,12612,233098.75077913338
203,12613,255787.188447911
204,12614,256057.7657840129
205,12615,263176.93950049276
206,12616,285197.2055587583
207,12617,268430.4218135838
208,12618,234159.2980773897
209,12619,230751.22944427765
210,12620,210465.54804713413
211,12621,227507.88230372814
212,12622,217826.0162011497
213,12623,143228.28909872763
214,12624,153990.81435440583
215,12625,152824.5353929444
216,12626,138467.13896312352
217,12627,136983.6453987371
218,12628,137034.26195473445
219,12629,123425.55646869724
220,12630,175514.75401200942
221,12631,204563.66139300063
222,12632,180534.94794390237
223,12633,179897.30108300212
224,12634,194067.22213926876
225,12635,188070.81226118072
226,12636,195372.17190465663
227,12637,206790.19988158636
228,12638,206550.4850779496
229,12639,209265.24819586714
230,12640,203508.44838154688
231,12641,217137.6208337439
232,12642,201364.48230848118
233,12643,222259.86025839247
234,12644,221035.37617211952
235,12645,221349.88515765258
236,12646,216168.85591808282
237,12647,209880.1422858775
238,12648,211522.279655326
239,12649,194903.14888736708
240,12650,201455.7539504053
241,12651,210080.65101703216
242,12652,257008.30994396887
243,12653,219126.20651999395
244,12654,168369.64751579013
245,12655,135855.25043249747
246,12656,151760.50006217047
247,12657,138991.31478555375
248,12658,124304.14552657228
249,12659,133405.3601986565
250,12660,112945.64599953902
251,12661,122675.27115702102
252,12662,113353.47886251917
253,12663,108457.41094483277
254,12664,118747.25101635484
255,12665,117434.57582988316
256,12666,113567.42443707133
257,12667,112584.90895085015
