,PGE_valley,SCE
0,23423.51263314021,4083.5332483131406
1,34894.595708889814,76.39445576793901
2,45591.969978200694,0.0
3,41102.286216464636,8111.806447954782
4,45837.976556829395,3645.6004085627983
5,43867.23632285894,6992.8286886298165
6,49655.494325737076,4088.508165777869
7,50414.825409669356,5989.948519057652
8,45462.438649171134,15320.893013861685
9,46666.877946679466,13272.13830009622
10,53245.69984059052,11993.498125468264
11,45221.3787799252,20925.125879485626
12,50875.73546997807,20189.573665612173
13,44053.71105294107,18418.338284653342
14,47817.33799346577,11913.275326262235
15,28360.615004571013,15121.297801448713
16,18911.111745866998,8323.021332921875
17,27760.68531259562,7965.369711740852
18,24344.78530615556,6195.376238094397
19,28330.002408706707,8486.514600203012
20,31509.162007039322,10553.65949748606
21,31442.88256410716,8871.108467136204
22,33776.89570866129,8949.434950079894
23,37441.76224494249,6976.480533736789
24,34100.61730641747,6775.235475689182
25,35637.8527810624,7083.432068516247
26,32307.816693646746,7096.516576592336
27,35122.76379315722,6025.755435243065
28,43663.34827477396,4940.580223102544
29,33200.13559721538,13801.60270565751
30,44980.265393020054,11344.304568158448
31,38299.304220712045,7687.32669254759
32,37988.384246992224,7702.813254374846
33,32499.36353134138,7649.329974595723
34,35081.85347850177,6745.906945761284
35,42604.577725712516,9946.061660038235
36,39405.312677430586,4222.981644637551
37,51342.024718987894,7974.937733359422
38,42164.840649280566,8299.068433005019
39,48593.6829953445,6501.713974227374
40,48268.60496954595,10078.450492978121
41,46601.93814981007,1489.070378981002
42,41441.913048218856,5741.050878749347
43,39715.93819780425,5886.953892518472
44,41796.593270899204,5406.878206014018
45,35466.57354773153,4758.381642864346
46,36746.124722435634,7230.056685713927
47,45793.96250891451,9152.779716282634
48,36519.69627456668,5445.367354315219
49,36795.35271264083,5266.106532022662
50,39001.51771998062,6686.001503133377
51,36459.05320965717,4635.943036113749
52,32638.81032837512,13635.933810416758
53,38408.438946274095,7070.944324109849
54,36861.2870824818,7679.75512627579
55,41473.23001511852,7146.0494672846435
56,33561.44238948156,9202.892539063367
57,30910.677521431062,8082.140744194626
58,26530.715288949,9249.970024911803
59,23327.529211877667,8841.811807813969
60,25568.51411691811,9760.365983193147
61,35571.600325338266,5140.864037569778
62,25790.233520977614,7450.848994406686
63,33108.53635215268,5504.117055347626
64,44545.149998573834,7758.256653858953
65,42156.49902342373,5420.798823890466
66,43914.169832923144,9024.623836825489
67,37533.2213545094,11654.851086358522
68,49892.40078972693,9806.023921540524
69,41806.30943048498,9696.072862589694
70,46859.51281600306,6756.797068130882
71,51697.179888121216,8899.623846999577
72,44985.42204267709,8258.657163220669
73,48177.85273046058,11916.6335506777
74,41790.97041655979,13257.402007892782
75,47667.45649143778,6359.572734575265
76,49154.02613845221,9559.159374761106
77,47284.81051632794,10429.639586421134
78,45007.80115589712,8832.634768852902
79,50543.7611303995,11838.95120492732
80,43638.506724110266,11611.132712415361
81,44734.61797176054,8696.798831829792
82,42013.82436009181,11053.60585133108
83,41612.90641816474,14786.979065321148
84,50604.06993931731,11486.628383718073
85,38012.05467424035,5667.904424798564
86,40108.20695543349,9136.68641711447
87,40320.078973968106,9416.98077652555
