,index,PNW
0,15695,181293.04676583447
1,15696,204896.89324976658
2,15697,214971.4440509714
3,15698,228292.55052855719
4,15699,258347.53965264236
5,15700,296248.9114347008
6,15701,327678.9281580155
7,15702,345527.5434548524
8,15703,344462.210927302
9,15704,346178.2849555531
10,15705,317434.6934078939
11,15706,304987.38406314596
12,15707,291128.1910004674
13,15708,290660.1077796358
14,15709,279585.9494359937
15,15710,270339.9623245344
16,15711,269019.62183514447
17,15712,260011.92715779907
18,15713,248700.24785333828
19,15714,254424.43298564226
20,15715,254469.711220639
21,15716,256411.0621957528
22,15717,241250.2026595479
23,15718,225009.37717142244
24,15719,218740.94829311766
25,15720,220767.2833019844
26,15721,234954.59159265787
27,15722,217901.98610994307
28,15723,217140.41166616487
29,15724,220866.9703763118
30,15725,235264.76978586553
31,15726,267925.11442849424
32,15727,245355.7504390431
33,15728,247089.52710503564
34,15729,254632.52977663194
35,15730,252534.8920448476
36,15731,263963.64661296376
37,15732,265046.4515431536
38,15733,262850.45124085405
39,15734,273992.1233229451
40,15735,272078.7139534091
41,15736,270674.00950194756
42,15737,281336.9083885801
43,15738,285214.3374159191
44,15739,310195.1498401187
45,15740,347778.3078597306
46,15741,345294.1762104637
47,15742,343683.01169329096
48,15743,345840.2312478846
49,15744,339292.7051586949
50,15745,335591.3379576637
51,15746,331655.3305027285
52,15747,318533.0478039755
53,15748,311670.0699413024
54,15749,323381.50856966793
55,15750,328125.52676446026
56,15751,340694.7838027775
57,15752,353748.76457080373
58,15753,354760.6941582699
59,15754,333062.2156220773
60,15755,258147.18401134395
61,15756,248987.67496395722
62,15757,238491.0197933682
63,15758,244878.0693800772
64,15759,246596.49873642068
65,15760,247812.6522089176
66,15761,233251.01460513024
67,15762,228308.38854824958
68,15763,224710.238422884
69,15764,223868.32311764068
70,15765,225002.4277091683
71,15766,227007.81990625826
72,15767,226898.86811973306
73,15768,241354.98714643583
74,15769,242014.2293205915
75,15770,247889.51942819438
76,15771,280117.6811068341
77,15772,290488.2184723909
78,15773,305880.2480495909
79,15774,318111.8187610374
80,15775,235685.54570095794
81,15776,243121.7588371022
82,15777,241968.6275339683
83,15778,244687.44881663434
84,15779,248033.15204937727
85,15780,258131.8323650959
86,15781,278567.44504774176
87,15782,309907.50993866264
88,15783,324813.46371363173
89,15784,344637.5298196968
90,15785,337799.73938176903
91,15786,352886.01875694364
92,15787,353235.97812519653
93,15788,349200.57995698956
94,15789,344566.8387605925
95,15790,347343.56485551986
96,15791,351535.9741739508
97,15792,363192.23457137955
98,15793,417272.14153595956
99,15794,383159.64762433886
100,15795,412570.7919240458
101,15796,399151.18285968667
102,15797,426476.0829984925
103,15798,399337.1406570282
104,15799,427554.2779476512
105,15800,394685.88991893025
106,15801,417186.0312942075
107,15802,397072.30777279823
108,15803,427967.12372338364
109,15804,420330.71932367235
110,15805,430441.5617548088
111,15806,411191.52668433555
112,15807,426611.14676364453
113,15808,415760.64056137344
114,15809,436339.57695928274
115,15810,431984.8481714127
116,15811,435902.63402936235
117,15812,433923.82158228697
118,15813,439523.18390320125
119,15814,435956.5781430738
120,15815,409057.46493217873
121,15816,266521.70941117895
122,15817,310655.58989586507
123,15818,217782.96477860663
124,15819,238275.87330846905
125,15820,194048.0446714679
126,15821,248729.3171555367
