,index,PNW
0,5110,257128.94227617976
1,5111,161777.66736750086
2,5112,160925.9660355534
3,5113,163983.51546875396
4,5114,165082.2532380762
5,5115,162038.34894383795
6,5116,163898.12616228245
7,5117,152513.67931114018
8,5118,117136.74757911148
9,5119,134218.1318459372
10,5120,133416.60962622435
11,5121,156339.49033086278
12,5122,162705.01943543777
13,5123,174626.58991467036
14,5124,203976.5862010624
15,5125,182696.76696964257
16,5126,171416.19910456854
17,5127,173635.4433278691
18,5128,212630.7229507071
19,5129,210645.44779153544
20,5130,209618.9753866755
21,5131,201438.6788706358
22,5132,198571.57936099562
23,5133,198125.72895313872
24,5134,196760.7253821006
25,5135,187665.53103563233
26,5136,192128.47604178582
27,5137,187825.79473123164
28,5138,189209.54873868125
29,5139,200120.82644117583
30,5140,205256.79054371433
31,5141,253812.10724923655
32,5142,294142.5956722483
33,5143,291346.29623921786
34,5144,278650.4498251241
35,5145,277173.3645849866
36,5146,270053.0919939569
37,5147,249618.5913779655
38,5148,233103.6602070626
39,5149,225874.7456837791
40,5150,232474.1214678747
41,5151,234648.30976888534
42,5152,232662.68590243277
43,5153,211567.73142455413
44,5154,202340.14346562402
45,5155,191404.35429027962
46,5156,196023.6053714347
47,5157,203666.47443549056
48,5158,216239.96865559416
49,5159,254105.04223306046
50,5160,298255.7388673676
51,5161,332106.2265289339
52,5162,371223.45111986785
53,5163,374220.5167440175
54,5164,361955.95499145193
55,5165,347728.6089113148
56,5166,330590.1332998504
57,5167,325580.0826628361
58,5168,310788.57703755563
59,5169,301055.9107521456
60,5170,232500.85254466356
61,5171,219150.09250522772
62,5172,214100.53280190928
63,5173,204180.5777167747
64,5174,196724.38326456366
65,5175,179995.07918039174
66,5176,179996.8308243759
67,5177,196245.00552651365
68,5178,215346.82515268706
69,5179,234898.2173359972
70,5180,277220.65274278575
71,5181,295171.58433954587
72,5182,307809.0867698152
73,5183,313355.0027693366
74,5184,323131.7553252698
75,5185,313349.5034577012
76,5186,304124.70242027694
77,5187,310451.80400337663
78,5188,316408.4324486493
79,5189,312751.6010694081
80,5190,316145.08807333885
81,5191,347386.2592879344
82,5192,338750.7396364742
83,5193,284775.5750258836
84,5194,275944.49465509027
85,5195,263604.6562969776
86,5196,254860.21507032687
87,5197,248179.06748640543
88,5198,242463.47067923253
89,5199,246153.9995838821
90,5200,223563.7339116698
91,5201,210134.67016099842
92,5202,209092.61194046985
93,5203,219446.0244723925
94,5204,228042.82002539895
95,5205,239581.50061044883
96,5206,248981.83647226385
97,5207,254566.60703057062
98,5208,270845.1083652341
99,5209,269084.42548558745
100,5210,259160.31179314264
101,5211,255551.85100283
102,5212,260350.75646058438
103,5213,274539.6081031405
104,5214,274683.5325842672
105,5215,219853.77584849557
106,5216,221944.90601196833
107,5217,213597.89962937392
108,5218,210232.1326440229
109,5219,199433.538812925
110,5220,178400.50618537836
111,5221,173897.91297985456
112,5222,175998.90613416932
113,5223,178318.79231322493
114,5224,204143.05598228585
115,5225,195371.54383171853
116,5226,209455.81189118978
117,5227,225474.9520189666
118,5228,227204.44915734587
119,5229,233767.6812535694
120,5230,91139.5174265271
121,5231,100566.70951436675
122,5232,105274.1013557312
123,5233,103964.24697189321
124,5234,103697.60844972084
125,5235,110189.01651615523
126,5236,134023.84656620142
127,5237,139277.39912085637
128,5238,143433.94153884414
129,5239,151408.58615323785
130,5240,158902.4341442348
131,5241,171730.64660090758
132,5242,162240.97062404797
133,5243,157385.9904674422
134,5244,206560.0444107351
135,5245,233888.2254528717
136,5246,258816.75337746134
137,5247,268591.6846101354
138,5248,390517.3297261063
139,5249,364089.6869079027
140,5250,380972.28139409167
141,5251,327807.93480172835
142,5252,359573.15676962235
143,5253,309947.1922552048
144,5254,353949.0019321557
145,5255,318227.4191625045
146,5256,345656.3531590672
147,5257,302118.1414899445
148,5258,354275.4744252031
149,5259,357824.64229459997
150,5260,405473.35628449125
151,5261,412981.6999243021
152,5262,431075.9304368235
153,5263,420967.04157633695
154,5264,435820.2522273371
155,5265,424275.63262715685
156,5266,437532.1050068785
157,5267,439833.5187856379
158,5268,435479.48791406665
159,5269,407419.5129607777
160,5270,420976.9717002945
161,5271,362743.83613539394
162,5272,399527.50013820216
163,5273,342449.1269260644
164,5274,399668.15369343164
165,5275,334331.59092629206
166,5276,386727.6522304026
167,5277,335142.63909054303
168,5278,415652.60883296886
169,5279,356492.40812486084
170,5280,416369.19020001806
171,5281,345130.4847796294
172,5282,400845.88851543714
173,5283,338478.8220819286
174,5284,402421.8009236913
175,5285,386187.5533863858
176,5286,392094.8635909522
177,5287,374037.5982091435
178,5288,365953.8179152247
179,5289,334671.01063537574
180,5290,334854.5945714575
181,5291,325963.30862660496
182,5292,310581.6780405734
183,5293,328890.04420887056
184,5294,325600.7919103894
185,5295,288796.13722295617
186,5296,316246.3431171131
187,5297,307263.5142953288
188,5298,287995.695078938
189,5299,291744.5676825698
190,5300,304881.16499481455
191,5301,279658.5059772136
192,5302,264210.9521476516
193,5303,257532.4796621552
194,5304,257802.9368025823
195,5305,236914.01345340203
196,5306,210202.19965167835
197,5307,230812.9507007036
198,5308,231305.342936391
199,5309,232070.61289242652
200,5310,225946.7034114268
201,5311,189182.5825157393
202,5312,206103.94268701613
203,5313,198275.9759229627
204,5314,184294.45268415345
205,5315,190667.01523707688
206,5316,182889.1338978245
207,5317,200030.46065517244
208,5318,199132.5973158736
209,5319,178433.24368655338
210,5320,172051.20155305765
211,5321,173161.68888221035
212,5322,175704.18412767703
213,5323,125528.00227882605
214,5324,115605.06188587932
215,5325,120874.80545132651
216,5326,145399.90802649804
217,5327,134971.2074232014
218,5328,179398.20574068095
219,5329,256975.84133268174
220,5330,232545.96018372063
221,5331,209515.94917861815
222,5332,196112.50192366567
223,5333,192967.4451046078
224,5334,215965.74439803045
225,5335,199932.045993193
226,5336,184806.55340795923
227,5337,205607.48248080257
228,5338,208235.4956422276
229,5339,201706.35685073465
230,5340,203177.0562387355
231,5341,215631.68275688018
232,5342,198979.027333337
233,5343,193175.6214496314
234,5344,179885.2196379578
235,5345,186531.38079931037
236,5346,193422.100081852
237,5347,181051.33227060665
238,5348,171679.62407492413
239,5349,162597.45729514278
240,5350,162129.90353748848
241,5351,182809.75952824153
242,5352,236978.80736851916
243,5353,143883.51386053773
244,5354,119956.57630167242
245,5355,76040.3503937963
246,5356,79397.07366084808
247,5357,83609.47341288367
248,5358,110679.06999383407
249,5359,106187.98164648723
250,5360,97935.9296355374
251,5361,93891.06001867531
252,5362,96206.02535966237
253,5363,95194.14392921726
254,5364,96616.34915851515
255,5365,87690.40009237904
256,5366,76560.54869012073
257,5367,99659.69096854275
258,5368,85130.55831184433
259,5369,85440.82886023911
260,5370,74446.7459796645
261,5371,81257.64368379426
262,5372,83692.142833507
263,5373,91149.94810293135
264,5374,95085.19700729703
265,5375,100753.46840519804
266,5376,88847.6981338966
267,5377,92887.22861593269
268,5378,93172.12002101928
269,5379,90964.17273808713
270,5380,100278.59602718911
271,5381,106312.70319909585
272,5382,102031.65115402201
273,5383,112521.84640839025
274,5384,139840.18125854648
275,5385,138355.07340304524
276,5386,145036.48465252883
277,5387,148191.27624998864
278,5388,146386.87390222712
279,5389,137465.71289567993
280,5390,141377.9663910925
281,5391,144774.66948656464
282,5392,144566.43400853162
283,5393,160320.28726407757
284,5394,181032.07991512338
285,5395,181882.0313796298
286,5396,167801.27030953046
287,5397,170414.1478829193
288,5398,196893.54739130253
289,5399,232000.77097451477
290,5400,221954.49009822102
291,5401,195109.5073555158
292,5402,192789.07410474936
293,5403,184903.3231055993
294,5404,192508.67448564837
295,5405,171721.35215997705
296,5406,145276.5349965706
297,5407,153551.7838792945
298,5408,159164.40948006738
299,5409,166421.53752553748
