,index,PNW
0,3650,182062.5484879647
1,3651,150205.48469767088
2,3652,148440.5023088125
3,3653,148129.81759319737
4,3654,149395.31622501565
5,3655,142616.33891392944
6,3656,136320.9264810421
7,3657,111607.46129313318
8,3658,121318.58670149159
9,3659,121409.20220609047
10,3660,132488.5265179643
11,3661,122620.16753972677
12,3662,125609.20826528329
13,3663,135383.80172169665
14,3664,141338.47481023977
15,3665,140470.75234365658
16,3666,139563.8235740046
17,3667,139709.33539550478
18,3668,164486.0565960903
19,3669,184451.5059182732
20,3670,188146.96478430915
21,3671,177708.99435299897
22,3672,172789.034208684
23,3673,172580.25148370725
24,3674,176194.6972287535
25,3675,171260.13761752218
26,3676,173481.7564930936
27,3677,170916.67724414275
28,3678,173100.59930696443
29,3679,177582.87876627903
30,3680,180431.28039020006
31,3681,170002.10898200696
32,3682,156593.9056210061
33,3683,158370.39493647692
34,3684,143438.2276798426
35,3685,150870.45379346889
36,3686,146056.25889842538
37,3687,149393.71869352573
38,3688,148553.43559707096
39,3689,161653.79606631366
40,3690,198527.90225767213
41,3691,216391.38240468377
42,3692,198561.4254102225
43,3693,205828.255363398
44,3694,215546.04554716003
45,3695,200690.20439411502
46,3696,202607.31555863528
47,3697,196473.04079615994
48,3698,188391.58259790094
49,3699,175879.1773587271
50,3700,178057.6969776612
51,3701,171388.38065733755
52,3702,171793.0055018031
53,3703,179945.1076916984
54,3704,177568.20822155572
55,3705,186925.2151356521
56,3706,190350.7429260203
57,3707,191501.41205529647
58,3708,182255.46728017225
59,3709,220613.48340640718
60,3710,161473.6659878771
61,3711,163260.81425968808
62,3712,188245.42438049932
63,3713,182631.2469876974
64,3714,200762.87371975897
65,3715,208426.73400308384
66,3716,195374.56727589952
67,3717,192369.47369505567
68,3718,199994.5285295083
69,3719,180263.2150016062
70,3720,174552.92346555478
71,3721,175016.4882224027
72,3722,168475.87363077688
73,3723,159035.3553613228
74,3724,164368.30433600693
75,3725,148489.3669905144
76,3726,147016.7138341398
77,3727,140503.01274075068
78,3728,143736.01861908345
79,3729,195130.8302462884
80,3730,248067.31690074544
81,3731,241303.5883235949
82,3732,246826.66543674265
83,3733,223115.8262562057
84,3734,232661.9542160004
85,3735,257694.2546185124
86,3736,271010.1108819264
87,3737,275527.41442407155
88,3738,271203.4666189002
89,3739,234285.8349426554
90,3740,216999.3534099395
91,3741,200291.62435514393
92,3742,212393.38114686895
93,3743,250162.87076255394
94,3744,258874.19709085094
95,3745,266428.50021648966
96,3746,290896.87471475924
97,3747,271250.8166433848
98,3748,305569.9953256516
99,3749,288053.4514574094
100,3750,270217.6120221724
101,3751,267345.7113973304
102,3752,281908.5861704395
103,3753,344258.46771040454
