,PGE_valley,SCE
0,19692.616935701226,0.0
1,14963.331478298034,0.0
2,14179.905746443386,1467.0654996114772
3,11002.795118930328,1110.2299829556464
4,8801.88487154408,206.45014969209092
5,0.0,0.0
6,10880.149116539196,0.0
7,11269.550015850029,477.477032380438
8,13590.6508309253,0.0
9,6823.381503562847,0.0
10,13810.850211261284,0.0
11,6887.441505318009,127.3488593616155
12,4526.874162741749,0.0
13,11634.37241633948,62.86811630448847
14,1624.5137264434743,952.3774002931464
15,3149.3641607420504,1291.5008690848563
16,8073.87564582911,0.0
17,4891.621821005614,2019.1675959013392
18,5180.790613195604,0.0
19,191.78566308698464,3946.562084934842
20,7753.9016922344745,469.9006539532372
21,3348.0280132060507,0.0
22,2658.033242153013,0.0
23,8824.594060886271,0.0
24,6731.178088562716,0.0
25,9405.42708574953,0.0
26,8600.484787518722,0.0
27,10926.485920085373,0.0
28,7637.394278018366,0.0
29,6113.652805487945,0.0
30,10686.888204205161,1048.633145612585
31,11136.615677587079,804.4687383317262
32,7209.673137952512,2699.77186754129
33,15690.149313667422,3778.048954348385
34,9960.977268325525,0.0
35,10796.167796785721,6386.124851927485
36,9785.977745744985,0.0
37,9044.158158107248,0.0
38,11620.370639389037,0.0
39,9403.959962577524,440.3117825616255
40,11377.856967866224,0.0
41,6604.929397948024,0.0
42,6567.32359637286,0.0
43,17781.21432334438,462.7708365844601
44,5584.496634241586,4776.078406259998
45,6032.427536503141,0.0
46,11495.464194082459,0.0
47,0.0,0.0
48,11625.036746545038,0.0
49,8749.975297874716,0.0
50,10653.240975308921,0.0
51,8360.79472857602,2130.2606678747884
52,17061.61614056953,1285.7434677565707
53,7637.830371120461,0.0
54,8362.306206148254,5734.782157120953
55,17871.59629916713,0.0
56,16199.02014358202,1472.5457340565547
57,18108.73115213372,3080.8045126049037
58,15878.983618606377,4398.172993821179
59,25658.003962057166,8685.805041210653
60,22615.999718097333,9773.50122803509
61,32458.2969189976,8660.006624533571
62,28828.1588305079,5308.517691423278
63,34463.90015273974,4421.4094630224245
64,37275.93891825134,10793.213658763805
65,37759.20307361512,5749.193908390336
66,44589.95522488082,8329.574011569632
67,47427.884743557646,11386.027549799213
68,41059.62354120952,12036.038934375225
69,54550.179177454,14185.311576714152
70,41712.58048648476,12671.421780486331
71,41991.95940843082,8921.92429085591
72,45524.25266628228,10199.273261428214
73,44712.19851462811,8023.389478188876
74,48757.772407289034,7845.932181162235
75,38659.284371208254,10740.134390999741
76,44367.82236562187,1586.9287094530605
77,39660.93771761794,7081.855949970134
78,42169.67390749512,10964.258559558628
79,41600.58969572282,9791.623226634552
80,45445.30617573277,9722.382856276028
81,40224.82848687089,0.0
82,39812.313392504075,3794.099320848647
83,46786.938044299444,8393.700060804855
84,42745.17350951818,7808.94139559709
85,40007.94805321759,5398.074884433694
86,41226.44756906558,8985.721980313832
87,39953.42718104012,4669.902646762462
88,44606.43283573514,6534.037347775134
89,41168.11874350258,6430.600366216057
90,49157.85194557456,7249.269488283817
91,35992.83509508864,3236.153133611483
92,42656.60575639359,6391.5358797254
93,39113.933955727334,6377.520491759626
94,36962.84604489925,8898.986338118048
95,38206.314421451716,7622.948855662608
96,29907.851987323782,5367.725840045788
97,40405.269715718685,6660.891997244
98,30268.1814588646,5769.1686299721005
99,37669.21206103677,5610.177819961709
100,31543.1945235397,9028.77565952791
101,35096.471744937895,2547.2139406694805
102,41875.15755473436,5124.009676159237
103,39747.83844368743,7693.686194718313
104,35705.911085240485,7751.028931628352
105,35154.32060225282,11398.187026246245
106,39194.85560355853,8476.228083648477
107,37234.27018591952,9239.53996604307
108,32352.051916218188,12901.90654747036
109,37967.93564109727,5180.185504476867
110,38806.957548005186,6938.457051102341
111,28889.83993037678,7470.686508477198
112,37026.183391674655,7443.025901911457
113,35304.931988831704,3354.011215184566
114,30413.129496043923,6322.672628505452
115,36451.00093480565,2339.6900051567263
116,32103.937251222775,4450.514449098523
117,38311.263851224125,9268.700612177647
118,32036.013451139675,2626.8324177663
119,41167.1332315442,4701.229265003129
120,32673.990852621224,5200.6874640370315
121,28878.37541967638,3974.2810134751307
122,28163.261358098527,6224.776222447479
123,30971.13471211907,3690.785046077006
124,34370.48710092623,0.0
125,26154.110543616556,3522.6737969519927
126,31507.487996588367,3194.6115375087684
127,26911.32081514725,165.74095456361283
128,26424.99054711425,3230.467141068737
129,34906.48869774747,6529.291703486033
130,30278.10234877222,4928.070522763937
131,29381.39720176031,5913.975736230368
132,34107.8294635216,4246.913896108472
133,28363.56052247523,1181.7367755955183
134,23520.442088549924,4338.381147547174
135,21944.633519873183,1528.1796363181093
136,31489.306858236523,5669.315319645491
137,25768.20953035698,6515.3534672889255
138,24072.996421117263,6025.105913957883
139,31858.926202036397,0.0
140,24768.93137181329,4801.072825565072
141,25038.883770883353,1903.9694126998038
142,31610.508309171855,0.0
143,28471.638798391537,4983.903717947942
144,22555.99348890579,3062.3931736327286
145,26862.253814627817,4409.044626787716
146,27654.536784762084,7984.225338908658
147,32258.118489367396,3077.4179146061797
148,19915.11100895433,1521.9215057193287
149,18253.429196674726,2508.9497185168366
150,27237.310782670997,3686.6162345156445
151,21709.981418154923,6945.237833166633
152,23491.02249506486,10933.33106831841
153,20541.948296362883,8232.31498116793
154,26934.71626906166,11787.975456627652
155,27052.767775451313,6108.399212851415
156,28615.214569499913,4938.4470062912205
157,34980.4896067932,10924.637873111536
158,22978.241251052757,11613.652866601346
159,19415.629500216884,6614.64702364287
160,24893.472651504773,8170.460993277946
161,29299.56504176301,9327.052287394994
162,27182.175498059354,6480.906049666968
163,23747.32185406196,10547.876962388767
164,28700.106894238103,7518.093887784506
165,32436.723615687228,9899.251881750097
166,31233.079159791134,13833.946450780679
167,27621.430449517422,13118.157228982336
168,21574.468229983046,12833.978162414209
169,22742.68514412096,8287.251109313085
170,27963.6351540734,17066.51388380891
171,21120.192410066702,13039.795444334368
172,16154.752719941236,12990.082720275102
173,13663.000930439499,18379.336611647886
174,24740.648762893426,16126.029698182054
175,20887.287098474157,13134.4330513659
176,12833.013469599202,11944.614091505306
177,23739.00035686903,17179.2874967158
178,21373.394490806488,11996.121655088959
179,22101.717373567964,15673.929517885903
180,25165.587986464445,13653.0651476739
181,28449.00251966269,15632.20115486235
182,29064.548348919794,14452.431890269272
183,25988.01625898256,12629.651325642692
184,21590.316860252242,12477.742703511904
185,23089.840029417282,9172.19452338002
186,12050.294892992599,10165.77864492735
187,22646.42788869601,10282.479317080302
188,15637.417232746942,9136.654901144466
189,22165.034800872956,11708.283512353844
190,18536.9163878931,9725.305299383414
191,21574.58228631925,5249.525836763446
192,27364.017975552946,9983.687636999373
193,21879.119243167646,6438.241961568518
194,9050.308685361208,9286.944899655758
195,12318.788327551614,13007.917955240253
196,24441.12487133029,11214.74782167397
197,16175.194032627314,11498.045037978864
198,12290.401274873493,10476.073315416226
199,14460.205355543469,8697.7192018774
200,18183.421629396464,8730.430926398722
201,15616.548404727182,8106.691285324718
202,15637.16005368033,8024.2728307488405
203,18014.68861265338,10037.945821674168
204,16843.907582841937,9021.592458709933
205,15661.325731948527,11989.722819638593
206,22192.04878892921,3788.5645892814714
207,19891.149100664305,13291.46909478563
208,21195.661835823594,9579.85920141384
209,15332.816153906959,8647.685416303395
210,11025.526130667582,6371.772133022107
211,13933.188554535518,7390.856224923542
212,13298.206588517864,14825.804790067717
213,12609.00969953397,11950.718707943048
214,25498.362356232716,4677.016760020664
215,18191.19815882384,11699.838549556127
216,19738.09466114881,10982.721063145469
217,15890.200885545491,8164.062524698531
218,13068.963394540773,11983.42541316178
219,14246.945172068226,12110.598638931548
220,19067.218586873096,10957.150098281993
221,20343.325064784094,5598.257280523759
222,13633.371673713453,3743.4752625543424
223,20305.601099904678,12405.88337730222
224,15404.452236908015,9341.213579678895
225,18144.600397833387,10109.800765514181
226,14426.132120162605,7748.836251996316
227,10062.77006640235,5087.026257328612
228,16983.772137814587,8855.253509388936
229,27379.95978837394,6571.451479249345
230,24003.540612253957,8117.955579152851
231,12261.200604894933,10908.176898156069
232,21797.77168962572,10439.309524342743
233,15259.729514216066,8527.71455074989
234,25202.691832606397,8301.946525637177
235,25661.904957126542,12490.978421570391
236,20205.981460503026,12462.034962015476
237,17736.369659130385,8516.77844169402
238,28231.710513678157,9036.753673593365
239,22619.12691881781,8329.221419056968
240,17894.613630548927,12147.343439834063
241,14840.552103507805,11169.66136329181
242,18903.372485349606,12684.17084839406
243,21610.02264403024,11296.222304330353
244,24494.287464094807,13150.132951840034
245,26876.44571329304,6588.701292556133
246,26384.065150870378,15074.971557407905
247,24620.6134228749,6470.890913615131
248,29667.88312192278,7517.16474929155
249,28031.58769905669,5048.460965812271
250,20049.572265067407,11717.50972164144
251,22709.81028378242,5347.387033888309
252,27677.38003898011,9172.752767299777
253,26298.564916873616,9578.757974348297
254,22056.650212272303,6831.930528364508
255,21660.964498692032,14519.84492771085
256,15778.558884127702,7620.011793715633
257,21646.73323599351,11344.813709573682
258,20204.177201021994,6217.6877009899845
259,21171.02851118687,9208.85682101888
260,15845.168989243042,8222.742747269707
261,25257.542707421235,9102.597046876148
262,21340.314540595897,5231.049761740993
263,23864.968925612404,6470.470553364795
264,23771.24686365889,11426.868288992928
265,34792.613643790086,10234.010493910922
266,24679.072795596127,6034.118482179119
